id_n,Year,CONS_total,vat,VAT_Rate
270711,2018,39136000,1653238,4.2%
133036,2018,34015800,1385348,4.1%
131634,2018,30910800,1043160,3.4%
117138,2018,50855020,1496145,2.9%
138475,2018,20142900,375876,1.9%
228974,2018,38578000,1874757,4.9%
220870,2018,31625560,1286524,4.1%
36143,2018,58973900,2195364,3.7%
9171,2018,40435000,1707998,4.2%
71928,2018,22643440,728390,3.2%
124164,2018,21811600,409030,1.9%
84939,2018,155516800,4024913,2.6%
95616,2018,4516080,178489,4.0%
294330,2018,15944000,293635,1.8%
166019,2018,14992880,509964,3.4%
170057,2018,57363676,2474046,4.3%
211490,2018,64956400,2739506,4.2%
35249,2018,49107000,1935629,3.9%
176349,2018,87478000,2856573,3.3%
237069,2018,22687600,706065,3.1%
273205,2018,30858000,919299,3.0%
129902,2018,32397400,1270575,3.9%
51738,2018,44597000,1310189,2.9%
177569,2018,34403560,1689214,4.9%
55756,2018,28560600,975750,3.4%
23226,2018,20786000,522000,2.5%
90241,2018,30482600,1039492,3.4%
197881,2018,24476860,1373352,5.6%
27564,2018,45629000,1159658,2.5%
78895,2018,48063000,2469054,5.1%
106986,2018,106063600,3244108,3.1%
94013,2018,52378356,1748847,3.3%
239811,2018,82623200,3342222,4.0%
145605,2018,7552900,193114,2.6%
162873,2018,27500600,1173070,4.3%
253859,2018,63490240,2324581,3.7%
113823,2018,23951600,1015609,4.2%
223303,2018,30969720,964403,3.1%
10764,2018,40960000,1867423,4.6%
41370,2018,23632000,940450,4.0%
218718,2018,56869000,2366522,4.2%
249988,2018,13469000,534435,4.0%
2256,2018,25953000,951193,3.7%
110665,2018,95407300,4393485,4.6%
276542,2018,43400272,1463861,3.4%
194004,2018,21081400,507517,2.4%
40461,2018,85315000,3374161,4.0%
223636,2018,42958600,1951420,4.5%
151154,2018,14629950,404245,2.8%
53413,2018,33967844,1303027,3.8%
127442,2018,41467800,2064993,5.0%
189215,2018,20596480,596199,2.9%
224248,2018,32523600,1952926,6.0%
190491,2018,19960211,778820,3.9%
218276,2018,60530200,2368623,3.9%
233469,2018,51839000,1996363,3.9%
66893,2018,46457120,2445710,5.3%
86580,2018,43343000,2090588,4.8%
253039,2018,23293680,1174542,5.0%
119777,2018,32874840,1126499,3.4%
187233,2018,33189500,895373,2.7%
70880,2018,36638020,1327795,3.6%
208904,2018,24448800,813667,3.3%
285096,2018,45675200,2304759,5.0%
265892,2018,50159400,2399665,4.8%
218185,2018,30893000,1704901,5.5%
177005,2018,31129240,1213790,3.9%
173256,2018,156517000,6537824,4.2%
152913,2018,9207000,291018,3.2%
53623,2018,36267736,2005520,5.5%
45078,2018,26799000,1137968,4.2%
254954,2018,73916624,3038206,4.1%
139204,2018,81339824,2977791,3.7%
152325,2018,32399927,1008443,3.1%
65740,2018,27435000,866027,3.2%
217262,2018,101400452,6098568,6.0%
208638,2018,100778000,6778391,6.7%
205241,2018,52326000,2586921,4.9%
42337,2018,41172600,1802609,4.4%
142735,2018,20319800,587686,2.9%
161921,2018,11053800,349097,3.2%
103302,2018,107181000,3331910,3.1%
74381,2018,33641600,1766968,5.3%
110258,2018,91766000,3300606,3.6%
226714,2018,47886600,1399222,2.9%
290399,2018,24573000,441355,1.8%
135139,2018,39145000,1701346,4.3%
14799,2018,47432500,2023674,4.3%
236561,2018,75382000,4259712,5.7%
30703,2018,36565160,1696715,4.6%
172697,2018,134474600,5151957,3.8%
45121,2018,58633000,3081665,5.3%
279627,2018,43796400,2000352,4.6%
66443,2018,28396240,1294436,4.6%
224036,2018,9781000,118463,1.2%
152523,2018,16093100,422935,2.6%
282363,2018,84744500,5250851,6.2%
233693,2018,13391200,413841,3.1%
106600,2018,24098600,1254306,5.2%
148756,2018,40172920,1599627,4.0%
60262,2018,29789116,1090173,3.7%
6791,2018,54711888,3495313,6.4%
85202,2018,264945000,18533989,7.0%
142121,2018,19215600,678086,3.5%
212986,2018,55959200,2381546,4.3%
211807,2018,78894644,4195838,5.3%
179129,2018,44365000,1460503,3.3%
11317,2018,32445000,1395613,4.3%
163797,2018,56820000,2484186,4.4%
156304,2018,123922000,5939184,4.8%
68915,2018,31618000,1319901,4.2%
7873,2018,25226000,973859,3.9%
215448,2018,39587600,1885420,4.8%
243663,2018,23225800,885133,3.8%
250527,2018,60627680,1482573,2.4%
290381,2018,41777000,893308,2.1%
98941,2018,26578480,1058937,4.0%
44917,2018,29987000,921265,3.1%
233296,2018,11272720,531825,4.7%
193728,2018,15124000,217409,1.4%
242149,2018,49578600,2588052,5.2%
154140,2018,8096480,312014,3.9%
211333,2018,69707020,2302495,3.3%
205890,2018,52651000,3106757,5.9%
97191,2018,24751000,995782,4.0%
75206,2018,26719800,1120613,4.2%
142052,2018,18285680,603692,3.3%
212510,2018,32093076,412337,1.3%
74969,2018,22220000,873301,3.9%
196878,2018,36233200,779870,2.2%
217091,2018,40593000,2004775,4.9%
1347,2018,19569000,854432,4.4%
158602,2018,112314100,2431206,2.2%
53132,2018,142908788,6104546,4.3%
198736,2018,38406000,917459,2.4%
13034,2018,35043000,1603292,4.6%
14836,2018,42442200,921479,2.2%
158245,2018,50930100,2382499,4.7%
173965,2018,54414640,1900928,3.5%
265161,2018,19938800,569339,2.9%
254997,2018,21373200,891308,4.2%
134830,2018,17281868,614084,3.6%
287057,2018,29861300,1010464,3.4%
214699,2018,170067000,10927625,6.4%
5948,2018,68798400,2777351,4.0%
263985,2018,27681800,879405,3.2%
263175,2018,44501948,1902326,4.3%
97604,2018,7944800,124270,1.6%
28886,2018,53273400,2311126,4.3%
189778,2018,39825000,588351,1.5%
105601,2018,23576800,1282016,5.4%
3919,2018,47964800,1597416,3.3%
8716,2018,51177000,2300256,4.5%
97221,2018,10335880,222100,2.1%
276843,2018,50897564,2120380,4.2%
122731,2018,13663000,444769,3.3%
2922,2018,49723996,2118757,4.3%
245777,2018,85481800,2238768,2.6%
20212,2018,15402000,274822,1.8%
154968,2018,24205320,1031556,4.3%
124311,2018,52708400,1787009,3.4%
167053,2018,43227800,1617497,3.7%
103323,2018,46508800,1562169,3.4%
131844,2018,20118840,509290,2.5%
278138,2018,68141600,2085703,3.1%
84496,2018,65042800,1980195,3.0%
272638,2018,30431520,476778,1.6%
81627,2018,52231030,2501434,4.8%
195339,2018,14230200,468441,3.3%
197428,2018,30356000,1023495,3.4%
208968,2018,36529000,1125935,3.1%
246515,2018,42899000,1995539,4.7%
6498,2018,64521396,3052748,4.7%
153366,2018,21233200,623661,2.9%
124046,2018,21109200,1027431,4.9%
153673,2018,41896880,1439206,3.4%
211844,2018,56915000,2872838,5.0%
62822,2018,9357800,319993,3.4%
266202,2018,28530200,904568,3.2%
228043,2018,70014800,3358409,4.8%
282175,2018,47706188,2221283,4.7%
230457,2018,102741400,2387505,2.3%
99656,2018,60069000,2842162,4.7%
109483,2018,48222760,1118821,2.3%
257960,2018,13711000,425373,3.1%
40789,2018,17363200,435065,2.5%
129806,2018,71119120,3179110,4.5%
263692,2018,33533200,972079,2.9%
99746,2018,12876000,205532,1.6%
261560,2018,51591000,1460899,2.8%
107493,2018,29199300,483306,1.7%
143145,2018,29573200,994777,3.4%
264705,2018,64599880,4194766,6.5%
23642,2018,35531000,1676411,4.7%
290132,2018,46133360,743239,1.6%
102248,2018,51732000,1820362,3.5%
148442,2018,15594240,562523,3.6%
242452,2018,44601400,1610157,3.6%
98943,2018,43421000,2038043,4.7%
186651,2018,90008000,2714622,3.0%
86972,2018,42531280,844119,2.0%
183162,2018,43652800,1258315,2.9%
261444,2018,65034000,2620180,4.0%
252571,2018,80421000,4007270,5.0%
256551,2018,22516000,776838,3.5%
134319,2018,9093800,166031,1.8%
146843,2018,52883600,2955135,5.6%
244449,2018,33728600,1569719,4.7%
90579,2018,51471800,2064847,4.0%
55308,2018,23110400,1035332,4.5%
124777,2018,30111800,908768,3.0%
274180,2018,20425000,355973,1.7%
205237,2018,26416700,801479,3.0%
23809,2018,46715800,2200642,4.7%
207620,2018,39595000,1566360,4.0%
107416,2018,91873200,4600485,5.0%
185430,2018,24028800,940490,3.9%
251062,2018,55718012,1282219,2.3%
71627,2018,42568000,1678908,3.9%
227381,2018,44111000,1165204,2.6%
254992,2018,28507808,1272025,4.5%
187437,2018,25190400,1052443,4.2%
141719,2018,70496600,2165456,3.1%
111537,2018,40141000,1504139,3.7%
186594,2018,35567800,1819777,5.1%
203775,2018,60867800,2393888,3.9%
281960,2018,20382476,742847,3.6%
127057,2018,20273400,562695,2.8%
150272,2018,15348040,453829,3.0%
24816,2018,200056600,4198872,2.1%
64790,2018,39769600,1392214,3.5%
81750,2018,39530200,1687202,4.3%
18864,2018,19783860,1110618,5.6%
166197,2018,66698400,2167677,3.2%
52117,2018,73634000,4355856,5.9%
226199,2018,49729040,2015565,4.1%
44790,2018,48039000,2013991,4.2%
149223,2018,6834480,237778,3.5%
224213,2018,27891360,704045,2.5%
1804,2018,94401000,4802908,5.1%
302,2018,43590000,1332883,3.1%
211875,2018,80088560,4848578,6.1%
142140,2018,14442880,393868,2.7%
16322,2018,46198200,1194056,2.6%
87949,2018,444792010,8432444,1.9%
246481,2018,44833500,1595031,3.6%
284794,2018,115537000,9265468,8.0%
293547,2018,21632200,662799,3.1%
187335,2018,26926600,969153,3.6%
34015,2018,13703168,304771,2.2%
284885,2018,94726000,3006667,3.2%
187295,2018,32452000,805081,2.5%
266131,2018,30634200,1092597,3.6%
187456,2018,31745400,1211213,3.8%
153041,2018,26309600,957318,3.6%
263301,2018,39464800,1819341,4.6%
23989,2018,38538900,2054193,5.3%
259552,2018,66348000,2601351,3.9%
189549,2018,60677300,2667749,4.4%
279647,2018,38922000,1324100,3.4%
172285,2018,61891840,1841691,3.0%
175835,2018,54936360,2270490,4.1%
268658,2018,39435200,2446996,6.2%
218204,2018,26478200,1042557,3.9%
49694,2018,86826400,5492762,6.3%
152784,2018,76821080,3685035,4.8%
111593,2018,61718400,2912780,4.7%
22338,2018,23431000,958703,4.1%
44028,2018,35079400,1659395,4.7%
112098,2018,67378740,2719860,4.0%
104533,2018,47469000,1484575,3.1%
221844,2018,26177800,850817,3.3%
64823,2018,81627948,4223204,5.2%
81780,2018,26707400,1298226,4.9%
181375,2018,40939200,1359560,3.3%
216821,2018,34351500,1696378,4.9%
207591,2018,39183320,1752080,4.5%
25248,2018,36497800,733654,2.0%
9520,2018,72204196,4036868,5.6%
224399,2018,23214200,835960,3.6%
243477,2018,21427400,696984,3.3%
201835,2018,22078400,704634,3.2%
90971,2018,32956200,750220,2.3%
22796,2018,27697000,648105,2.3%
15554,2018,39834000,1632187,4.1%
289176,2018,25556000,548265,2.1%
121453,2018,13941480,379339,2.7%
109162,2018,29055000,1641775,5.7%
164491,2018,37176900,1375364,3.7%
196729,2018,10904720,144360,1.3%
121552,2018,29803200,1199348,4.0%
15392,2018,90386880,3731627,4.1%
135429,2018,16417100,630766,3.8%
197177,2018,21161040,673766,3.2%
58587,2018,19051200,764272,4.0%
130159,2018,40633400,1149260,2.8%
254515,2018,13285400,302422,2.3%
210745,2018,91751640,3311782,3.6%
282862,2018,22045200,321280,1.5%
281797,2018,63122200,2661532,4.2%
176206,2018,29413000,972659,3.3%
20518,2018,27928110,841265,3.0%
179157,2018,21763600,475481,2.2%
119890,2018,32867120,1189136,3.6%
50969,2018,12038600,297476,2.5%
229755,2018,64919260,2530525,3.9%
195317,2018,38388800,1695496,4.4%
265804,2018,24043000,259937,1.1%
257530,2018,15277560,413053,2.7%
141102,2018,45594400,1481056,3.2%
76965,2018,19257600,839103,4.4%
77030,2018,62806400,2464483,3.9%
155565,2018,19123300,622457,3.3%
92474,2018,13673700,442472,3.2%
103359,2018,22136820,670015,3.0%
88133,2018,48852280,2625148,5.4%
222794,2018,195025000,13411378,6.9%
149184,2018,58315080,2542768,4.4%
71624,2018,88766832,1800891,2.0%
264953,2018,17670788,343804,1.9%
111366,2018,47065200,1478394,3.1%
138057,2018,134970000,4897101,3.6%
14170,2018,82248396,5717140,7.0%
287055,2018,19379000,378757,2.0%
81044,2018,111754000,3911144,3.5%
215327,2018,114490000,4930442,4.3%
179164,2018,36907600,1319279,3.6%
255612,2018,113065000,2719670,2.4%
201878,2018,9583100,165684,1.7%
29716,2018,34412000,1663577,4.8%
140345,2018,25588400,662030,2.6%
135657,2018,57894000,2298416,4.0%
138695,2018,92533200,2935811,3.2%
226223,2018,29854000,1048885,3.5%
226335,2018,5566800,80679,1.4%
107267,2018,25961000,1073710,4.1%
31730,2018,58217000,2400532,4.1%
102401,2018,14370360,191159,1.3%
211448,2018,43394808,2906899,6.7%
44047,2018,33945000,1500159,4.4%
254263,2018,73287092,1924061,2.6%
200056,2018,32009400,388554,1.2%
113161,2018,46928470,2234739,4.8%
263343,2018,74923600,3290488,4.4%
292490,2018,26831000,601159,2.2%
151945,2018,28645280,1299070,4.5%
54309,2018,79272000,3310829,4.2%
27545,2018,15429400,203153,1.3%
252205,2018,23619000,979753,4.1%
107014,2018,27953200,1465477,5.2%
216203,2018,25703900,1247459,4.9%
32761,2018,27480600,615241,2.2%
204331,2018,58407486,2892844,5.0%
183405,2018,11040400,157310,1.4%
190752,2018,30205200,774076,2.6%
70805,2018,46870000,2318593,4.9%
3474,2018,31658920,1208483,3.8%
105863,2018,21155400,839935,4.0%
277374,2018,79771840,2311372,2.9%
221041,2018,32535344,1144382,3.5%
148118,2018,16350200,527346,3.2%
38921,2018,40409800,1649481,4.1%
15408,2018,33577200,1094975,3.3%
205620,2018,40436000,1552784,3.8%
205748,2018,50684200,1268031,2.5%
231726,2018,38320000,1583703,4.1%
60674,2018,13206600,579135,4.4%
288591,2018,24320480,387220,1.6%
49964,2018,29943000,1317829,4.4%
155564,2018,48795000,1704789,3.5%
73397,2018,39378800,765454,1.9%
20018,2018,7401200,302333,4.1%
103190,2018,91551000,2690441,2.9%
148546,2018,67034540,2338590,3.5%
196775,2018,65129480,3717507,5.7%
204801,2018,42716000,1830229,4.3%
154816,2018,19691200,859332,4.4%
83571,2018,23399040,539297,2.3%
151809,2018,26717800,1305007,4.9%
186693,2018,21052000,675796,3.2%
11207,2018,29032400,1193748,4.1%
216475,2018,36363360,1709996,4.7%
116392,2018,27121784,773609,2.9%
237068,2018,30550000,1319908,4.3%
194451,2018,28050800,801780,2.9%
26490,2018,112925100,2262285,2.0%
155994,2018,13429600,193943,1.4%
281765,2018,65349600,3241789,5.0%
71025,2018,29916000,1142456,3.8%
127663,2018,66493300,1341296,2.0%
78251,2018,56719800,2089485,3.7%
31164,2018,32472000,1419025,4.4%
113848,2018,17743800,787793,4.4%
75732,2018,78643000,4914847,6.2%
226991,2018,30511960,507189,1.7%
168226,2018,29896360,1157103,3.9%
201720,2018,27088000,512310,1.9%
172395,2018,56895200,2695575,4.7%
247361,2018,25864200,874016,3.4%
33434,2018,48001544,1148427,2.4%
97702,2018,19123800,877903,4.6%
120773,2018,46267000,2389724,5.2%
176918,2018,87704120,4096600,4.7%
9319,2018,379434428,12190213,3.2%
212943,2018,22049000,1115501,5.1%
156781,2018,49446880,1972355,4.0%
245385,2018,30225800,836892,2.8%
225552,2018,124857900,5810514,4.7%
230035,2018,29571880,1794851,6.1%
252880,2018,7547000,128115,1.7%
84509,2018,52620000,2091997,4.0%
58744,2018,30737480,1474571,4.8%
69404,2018,21312984,1046752,4.9%
119924,2018,11434930,170292,1.5%
213492,2018,28191200,1630568,5.8%
206643,2018,63516000,1909297,3.0%
108646,2018,56938800,3037285,5.3%
43633,2018,47321600,1360123,2.9%
224564,2018,60032350,2303414,3.8%
23500,2018,52109000,2167539,4.2%
211598,2018,82368200,3076335,3.7%
171387,2018,97802696,4657846,4.8%
24223,2018,30817000,947288,3.1%
30831,2018,28748000,784577,2.7%
105186,2018,37338960,1905652,5.1%
252972,2018,16735800,849508,5.1%
279653,2018,37774000,918242,2.4%
5535,2018,26316000,847991,3.2%
55820,2018,54110600,2125984,3.9%
183530,2018,46444000,2279078,4.9%
192099,2018,57330000,1614503,2.8%
25855,2018,37889520,1337399,3.5%
162769,2018,16300000,569027,3.5%
222555,2018,42146800,1378825,3.3%
125543,2018,16077920,783710,4.9%
65001,2018,324890200,27516883,8.5%
227198,2018,32917160,1268611,3.9%
88904,2018,207638400,6008906,2.9%
179826,2018,54891084,1872598,3.4%
873,2018,39271200,1573669,4.0%
230977,2018,31881000,835108,2.6%
226091,2018,16866560,566252,3.4%
173669,2018,63049200,2351380,3.7%
110702,2018,109675640,3116611,2.8%
11016,2018,151158636,6541669,4.3%
109912,2018,183601200,8287795,4.5%
187073,2018,34822400,1056639,3.0%
219911,2018,28128600,797569,2.8%
180427,2018,117587408,4586434,3.9%
73720,2018,48702600,2526006,5.2%
243699,2018,74995000,3028245,4.0%
129013,2018,15973656,495283,3.1%
213987,2018,41032600,1383820,3.4%
177829,2018,45718000,839468,1.8%
24394,2018,32933400,1880136,5.7%
287148,2018,28233400,1726148,6.1%
13860,2018,38075600,915914,2.4%
208481,2018,30700400,1341544,4.4%
41791,2018,51023800,1829069,3.6%
272303,2018,24637000,745409,3.0%
238845,2018,125341200,4994483,4.0%
34218,2018,66804000,2883496,4.3%
25812,2018,45686156,1606901,3.5%
175252,2018,89020000,5038575,5.7%
212076,2018,27473000,416414,1.5%
153182,2018,29372600,844395,2.9%
42394,2018,36856000,1569631,4.3%
215663,2018,30659800,1483647,4.8%
15083,2018,34246800,1216133,3.6%
147888,2018,29191300,1176108,4.0%
111902,2018,30685480,687867,2.2%
128394,2018,19897600,671268,3.4%
202464,2018,13893200,459443,3.3%
203690,2018,19625112,483703,2.5%
21148,2018,15893600,558741,3.5%
257804,2018,19766664,461132,2.3%
47391,2018,37256600,1521939,4.1%
50991,2018,27298000,724216,2.7%
251446,2018,48603120,1432070,2.9%
71846,2018,32611580,1733214,5.3%
66850,2018,51530972,2453252,4.8%
14672,2018,68728800,3471492,5.1%
180028,2018,41506200,1610249,3.9%
264461,2018,37988570,1160604,3.1%
93178,2018,18482800,452429,2.4%
90066,2018,87819100,4854230,5.5%
46470,2018,73526000,1777723,2.4%
10114,2018,119202528,6460580,5.4%
262087,2018,21374440,854599,4.0%
3032,2018,34106200,1144555,3.4%
84808,2018,34089600,1190438,3.5%
271958,2018,32563600,854521,2.6%
158660,2018,29614160,645151,2.2%
273867,2018,34774500,2194802,6.3%
115776,2018,34312520,868025,2.5%
176820,2018,31113800,1357184,4.4%
95552,2018,17462200,430566,2.5%
177405,2018,214423300,10770672,5.0%
186232,2018,92175000,7289980,7.9%
212221,2018,58480800,2449554,4.2%
54177,2018,57777000,2431735,4.2%
95937,2018,33699168,1240224,3.7%
65510,2018,52546400,2683388,5.1%
107799,2018,30188400,1022476,3.4%
53203,2018,26809600,827229,3.1%
265192,2018,38804000,906162,2.3%
268854,2018,15437800,274159,1.8%
201966,2018,20651600,351905,1.7%
215355,2018,375507000,13001865,3.5%
93975,2018,65610200,1921086,2.9%
274010,2018,54849160,2207532,4.0%
130210,2018,34809800,1215942,3.5%
124304,2018,19236600,376485,2.0%
157278,2018,74427264,2521800,3.4%
107761,2018,43456400,2488132,5.7%
12529,2018,21399000,451694,2.1%
130879,2018,52562600,1660845,3.2%
262312,2018,13120984,475438,3.6%
259025,2018,49463400,2150687,4.3%
199674,2018,21054120,726075,3.4%
289128,2018,35324000,751739,2.1%
275977,2018,41021800,773925,1.9%
265761,2018,29186000,661312,2.3%
80147,2018,42871400,1597376,3.7%
160255,2018,41099180,1391032,3.4%
67398,2018,44596416,1613605,3.6%
212722,2018,19953400,924557,4.6%
207486,2018,60443796,3140654,5.2%
211581,2018,39049400,1732879,4.4%
113776,2018,14943200,484387,3.2%
261011,2018,91386200,3219950,3.5%
282722,2018,25421400,1757771,6.9%
39302,2018,39124000,1920960,4.9%
43588,2018,55154200,2140892,3.9%
112462,2018,22992680,835409,3.6%
180860,2018,101987424,6389613,6.3%
157863,2018,84762200,4770035,5.6%
36631,2018,63737000,3000919,4.7%
188526,2018,43565924,1049766,2.4%
8617,2018,233420000,9253685,4.0%
225700,2018,37962800,2042650,5.4%
73272,2018,22087000,1236459,5.6%
53419,2018,98582840,2670433,2.7%
55919,2018,29449200,1266148,4.3%
208665,2018,35866400,1748505,4.9%
278765,2018,41421160,1491243,3.6%
30191,2018,44230320,1911303,4.3%
65507,2018,147061000,5250634,3.6%
207028,2018,112596000,1719339,1.5%
213870,2018,82027000,1971611,2.4%
124760,2018,27856000,1086348,3.9%
247331,2018,124297368,6271281,5.0%
243107,2018,17711400,466906,2.6%
238886,2018,29124800,301103,1.0%
17191,2018,52389200,1951182,3.7%
146128,2018,13379200,431854,3.2%
194585,2018,30046200,490637,1.6%
180595,2018,47618800,1424047,3.0%
15584,2018,35754200,1551133,4.3%
198056,2018,44007040,905330,2.1%
118323,2018,12258116,314085,2.6%
290630,2018,36095800,758221,2.1%
191164,2018,38560800,1300087,3.4%
89462,2018,51179600,1144942,2.2%
34025,2018,30842400,1136847,3.7%
92291,2018,15734400,466166,3.0%
235441,2018,34618800,1372899,4.0%
196568,2018,16425000,507611,3.1%
124609,2018,10899000,244726,2.2%
11983,2018,68704000,1054073,1.5%
276662,2018,24174780,747505,3.1%
277162,2018,41468000,429297,1.0%
98723,2018,5427320,47718,0.9%
278148,2018,31107000,655822,2.1%
183717,2018,42821400,1537820,3.6%
262260,2018,78399100,2267908,2.9%
82704,2018,21868800,452368,2.1%
269176,2018,27490880,683213,2.5%
125295,2018,12781400,333717,2.6%
200611,2018,69297500,1046541,1.5%
209783,2018,58072000,2440018,4.2%
61324,2018,26235800,978642,3.7%
240212,2018,19046000,553905,2.9%
259119,2018,21579056,692168,3.2%
95205,2018,35495900,789413,2.2%
70105,2018,27559400,1033004,3.7%
95966,2018,74650300,2680540,3.6%
271872,2018,23915000,1249541,5.2%
170935,2018,52962000,2424229,4.6%
17439,2018,50794800,2062278,4.1%
241431,2018,26450940,1101521,4.2%
243908,2018,39671656,2356717,5.9%
70706,2018,19422200,658295,3.4%
44133,2018,35514000,1259447,3.5%
141875,2018,34258880,1603064,4.7%
258925,2018,160647852,7866430,4.9%
293787,2018,27028080,892402,3.3%
9756,2018,104827700,2649965,2.5%
269821,2018,17349000,359162,2.1%
277677,2018,44763400,1144694,2.6%
275060,2018,33713000,825198,2.4%
260440,2018,24477400,1124881,4.6%
167077,2018,36232000,1342873,3.7%
239142,2018,39988800,1033807,2.6%
56736,2018,29846400,1030571,3.5%
243362,2018,81676100,2757997,3.4%
78494,2018,42685000,2265088,5.3%
150190,2018,140974000,9975937,7.1%
48842,2018,36980000,1523366,4.1%
85923,2018,42705200,990256,2.3%
220547,2018,42474468,1312337,3.1%
95718,2018,20285900,517843,2.6%
286119,2018,115678500,8083753,7.0%
73702,2018,28326200,1433787,5.1%
206083,2018,21074420,1090758,5.2%
86838,2018,40681000,1625795,4.0%
276333,2018,115435200,2789515,2.4%
206627,2018,38110400,1438429,3.8%
18982,2018,62334790,3282476,5.3%
146726,2018,36380600,1749277,4.8%
8122,2018,56789500,1956310,3.4%
106708,2018,57060772,2659930,4.7%
75378,2018,46213000,1842631,4.0%
80462,2018,30569800,1473604,4.8%
275048,2018,35193000,1637613,4.7%
109914,2018,62023912,1805954,2.9%
269816,2018,116951000,2695501,2.3%
43158,2018,28868000,954409,3.3%
225973,2018,27278080,1157160,4.2%
142988,2018,41579000,1220847,2.9%
27290,2018,30700200,982674,3.2%
30430,2018,53816000,2710285,5.0%
183441,2018,83209000,3929243,4.7%
2996,2018,22233200,877050,3.9%
283945,2018,48919000,1212965,2.5%
33759,2018,129722000,1706288,1.3%
74,2018,28018600,827775,3.0%
131071,2018,59272344,1821443,3.1%
40495,2018,69534400,3217859,4.6%
235460,2018,39844200,1241609,3.1%
161000,2018,20950000,564514,2.7%
70025,2018,80820600,3802085,4.7%
191099,2018,43948600,1400717,3.2%
105916,2018,123089592,3620957,2.9%
206007,2018,200395000,15952973,8.0%
156262,2018,43497500,2643512,6.1%
101191,2018,54850800,1928675,3.5%
115798,2018,29391060,1318977,4.5%
196841,2018,16591000,278128,1.7%
123187,2018,41776600,1292901,3.1%
204445,2018,28108557,940917,3.3%
11371,2018,31409000,947982,3.0%
255599,2018,35385000,748748,2.1%
53417,2018,77659240,2624258,3.4%
231424,2018,13299600,371960,2.8%
271384,2018,30836000,981921,3.2%
194803,2018,44193080,661291,1.5%
126155,2018,13582000,449097,3.3%
37452,2018,29287200,1056503,3.6%
5838,2018,88541600,5191995,5.9%
275193,2018,78208360,2859183,3.7%
27698,2018,57887600,2976998,5.1%
176778,2018,140274771,6934852,4.9%
593,2018,55297996,2768730,5.0%
87652,2018,54399400,2475505,4.6%
162824,2018,23898800,1150045,4.8%
208116,2018,17591600,659425,3.7%
267539,2018,56200360,3494187,6.2%
130203,2018,25553016,1295542,5.1%
245671,2018,34795000,1569432,4.5%
75885,2018,51738000,1586007,3.1%
148435,2018,22406800,1256083,5.6%
147921,2018,36100852,1447535,4.0%
267041,2018,50153003,2825365,5.6%
22755,2018,24939000,1077306,4.3%
233325,2018,23416100,720150,3.1%
65385,2018,24846000,485883,2.0%
179171,2018,55987400,1826132,3.3%
223295,2018,30971760,651667,2.1%
291367,2018,34698000,1068486,3.1%
269496,2018,37571600,1400935,3.7%
170732,2018,45418000,1734332,3.8%
59455,2018,20473500,574795,2.8%
73347,2018,33497000,1045503,3.1%
290482,2018,26901000,410733,1.5%
102136,2018,91804000,5662607,6.2%
208606,2018,70824040,2689658,3.8%
9143,2018,50317000,1736144,3.5%
256640,2018,12482912,355445,2.8%
208325,2018,36163000,1163721,3.2%
226478,2018,36155200,1238164,3.4%
65329,2018,45748000,1913200,4.2%
272054,2018,19524000,859344,4.4%
83145,2018,36536816,625236,1.7%
109905,2018,253563200,12209989,4.8%
47610,2018,25289640,821631,3.2%
35105,2018,40069600,1176171,2.9%
100540,2018,62726440,2373713,3.8%
140566,2018,10110240,286150,2.8%
105917,2018,8147656,330413,4.1%
59576,2018,10217000,248679,2.4%
169007,2018,52151668,1639955,3.1%
185231,2018,22327000,808137,3.6%
139843,2018,39020200,1376101,3.5%
230633,2018,44296520,1189728,2.7%
27178,2018,22725600,1131915,5.0%
217718,2018,40313600,1855022,4.6%
59705,2018,26999100,1001565,3.7%
245368,2018,73028000,3374016,4.6%
50386,2018,42496600,1641022,3.9%
226925,2018,33960800,1244744,3.7%
24535,2018,26735600,652766,2.4%
124834,2018,19231800,816669,4.2%
277291,2018,38893000,2214528,5.7%
266818,2018,56004200,1697470,3.0%
274165,2018,19078496,393871,2.1%
128658,2018,62145000,3268259,5.3%
174749,2018,27540960,612268,2.2%
185130,2018,20113152,1167105,5.8%
278525,2018,86005640,3613554,4.2%
43120,2018,23377000,1427225,6.1%
221385,2018,25030016,790942,3.2%
159764,2018,10123000,349800,3.5%
21797,2018,30613800,1513756,4.9%
6736,2018,12813000,317315,2.5%
142112,2018,6855000,220625,3.2%
142040,2018,28740696,1215792,4.2%
31925,2018,18713400,463685,2.5%
61862,2018,59777200,1882683,3.1%
99125,2018,44339529,1971586,4.4%
39090,2018,84955600,3519521,4.1%
181585,2018,37493200,1091481,2.9%
184456,2018,39764600,1411002,3.5%
80747,2018,76351600,2241190,2.9%
47797,2018,77577540,2870970,3.7%
7927,2018,10377848,209396,2.0%
57521,2018,79690240,3616060,4.5%
254294,2018,40020480,1332123,3.3%
219183,2018,62787600,2343144,3.7%
105458,2018,22982000,415899,1.8%
211897,2018,32277000,1103580,3.4%
192620,2018,132525000,5983779,4.5%
28859,2018,21525600,1026865,4.8%
258213,2018,67312240,2117351,3.1%
170845,2018,45648184,2554151,5.6%
198739,2018,30638100,704763,2.3%
76672,2018,39253800,1661377,4.2%
253074,2018,39182720,1069612,2.7%
227891,2018,59443800,1575461,2.7%
