id_n,Year,CONS_total,vat,VAT_Rate
202940,2018,17438800,690932,4.0%
33503,2018,44257600,1940519,4.4%
142778,2018,10416200,243288,2.3%
90144,2018,99929400,5624250,5.6%
124019,2018,22260000,780901,3.5%
259736,2018,18650288,664389,3.6%
259146,2018,17712857,838101,4.7%
9810,2018,139745644,5963094,4.3%
288133,2018,50262000,3348929,6.7%
134027,2018,61677280,3277691,5.3%
213545,2018,24318600,1037186,4.3%
253952,2018,20388520,951173,4.7%
30124,2018,63288000,2565874,4.1%
287598,2018,54207000,567601,1.0%
236778,2018,51682000,2028393,3.9%
291529,2018,81704000,2304821,2.8%
37364,2018,49352600,907014,1.8%
8894,2018,54357500,1761426,3.2%
48901,2018,16792000,529288,3.2%
139714,2018,57686000,1121975,1.9%
264433,2018,37733500,1315801,3.5%
86643,2018,18015200,487171,2.7%
27858,2018,38232000,1420816,3.7%
33337,2018,28731000,1377279,4.8%
19927,2018,48977200,1974703,4.0%
190296,2018,34614486,1381877,4.0%
230981,2018,20031400,277361,1.4%
259625,2018,24872280,1295049,5.2%
30738,2018,90156000,2663508,3.0%
6594,2018,144209000,7425398,5.1%
96280,2018,43935420,1386686,3.2%
49289,2018,28167000,418831,1.5%
144513,2018,18799000,761521,4.1%
55738,2018,33986000,1062157,3.1%
176859,2018,26356400,726314,2.8%
249097,2018,68719644,3383265,4.9%
245733,2018,47291000,2099018,4.4%
171947,2018,45702344,2015125,4.4%
261148,2018,59306360,2029857,3.4%
196867,2018,26946604,937979,3.5%
48713,2018,33036280,1139036,3.4%
131633,2018,12666200,577881,4.6%
186975,2018,49464560,2317294,4.7%
20183,2018,101194600,3831061,3.8%
164384,2018,33120160,968793,2.9%
25306,2018,61914880,2205795,3.6%
13942,2018,48470048,2104732,4.3%
10304,2018,61771444,1669215,2.7%
269047,2018,137061992,4403114,3.2%
259122,2018,49559561,2594390,5.2%
280841,2018,43097800,1437432,3.3%
92309,2018,38861600,1664207,4.3%
143227,2018,12773080,223024,1.7%
69294,2018,23398640,865298,3.7%
13655,2018,35294750,1187901,3.4%
65587,2018,9712400,231207,2.4%
13797,2018,43429600,1432287,3.3%
164839,2018,75843200,2923786,3.9%
132337,2018,20330240,756587,3.7%
264666,2018,34426000,1486483,4.3%
61355,2018,41753600,1724561,4.1%
102848,2018,53720500,1130751,2.1%
228402,2018,51404600,1562496,3.0%
34539,2018,88819400,4382263,4.9%
106569,2018,17242000,523108,3.0%
225007,2018,84106931,1560000,1.9%
158746,2018,31950500,1540147,4.8%
235057,2018,60296000,3580604,5.9%
209125,2018,16943400,487631,2.9%
188712,2018,16594600,410344,2.5%
236167,2018,13123000,368632,2.8%
220734,2018,50606200,1493611,3.0%
173729,2018,42377804,1409856,3.3%
131031,2018,41626100,1844641,4.4%
273359,2018,47626880,2934909,6.2%
176908,2018,35206120,1407377,4.0%
92860,2018,61904000,2587362,4.2%
253099,2018,22476700,824861,3.7%
117905,2018,18986080,747960,3.9%
134583,2018,104967000,5255903,5.0%
199130,2018,56484000,1473811,2.6%
231130,2018,45286000,2377285,5.2%
265576,2018,88585600,2596555,2.9%
70983,2018,30930200,1595962,5.2%
241746,2018,45018600,1837351,4.1%
281768,2018,74281000,5050189,6.8%
71247,2018,15371668,709180,4.6%
173760,2018,48902884,2468716,5.0%
240717,2018,13871320,555847,4.0%
63670,2018,29801800,1449160,4.9%
31274,2018,94163400,6659283,7.1%
34930,2018,18065829,400658,2.2%
50215,2018,22021740,1036537,4.7%
146491,2018,22734760,1088401,4.8%
105850,2018,27660400,1334395,4.8%
85029,2018,74788000,2784528,3.7%
53884,2018,17290480,223983,1.3%
205784,2018,96085000,5208348,5.4%
144136,2018,14025352,280704,2.0%
86508,2018,42508440,1432518,3.4%
272558,2018,30887200,703094,2.3%
17088,2018,63186844,2331405,3.7%
66384,2018,21954800,543168,2.5%
202434,2018,37334000,1114171,3.0%
80004,2018,61570800,2195377,3.6%
35892,2018,38686000,1166447,3.0%
133066,2018,44929063,2262869,5.0%
177425,2018,127012000,6351897,5.0%
295009,2018,38778000,2457658,6.3%
70920,2018,43744520,1581613,3.6%
27790,2018,42450476,1023293,2.4%
214537,2018,51913000,1640550,3.2%
34992,2018,36105200,852431,2.4%
69504,2018,48549800,1324069,2.7%
149841,2018,29278200,1036928,3.5%
125248,2018,12759600,370451,2.9%
266677,2018,14066760,636508,4.5%
266055,2018,119694600,3481153,2.9%
187510,2018,18250800,376649,2.1%
32103,2018,29451000,818146,2.8%
42309,2018,76717596,3015022,3.9%
185280,2018,28607400,756438,2.6%
258277,2018,37910800,1867789,4.9%
152254,2018,46758800,2249178,4.8%
98170,2018,34971600,1202041,3.4%
14110,2018,9861200,186009,1.9%
66832,2018,69508600,3094355,4.5%
174730,2018,63606000,3978333,6.3%
139649,2018,39944600,1269155,3.2%
86112,2018,92072800,3112348,3.4%
9678,2018,64919992,2924017,4.5%
265644,2018,118760930,5863926,4.9%
262779,2018,57971500,2298095,4.0%
168307,2018,40124320,1790507,4.5%
249589,2018,65993876,2408895,3.7%
225771,2018,48322000,1802169,3.7%
203191,2018,32574200,1048092,3.2%
190913,2018,60024000,2707697,4.5%
107590,2018,29113432,1107404,3.8%
101363,2018,56058800,2273946,4.1%
160666,2018,18904300,747134,4.0%
22056,2018,60954000,3616384,5.9%
75510,2018,51559000,1841724,3.6%
182186,2018,58398000,1466875,2.5%
187268,2018,12637400,431854,3.4%
55141,2018,11109900,235360,2.1%
65858,2018,25334700,797002,3.1%
81693,2018,118589600,2977546,2.5%
245158,2018,47497236,2559556,5.4%
6085,2018,35221360,1062175,3.0%
248810,2018,49624600,2239447,4.5%
107264,2018,19009400,626076,3.3%
239492,2018,24266240,442838,1.8%
87808,2018,39872800,1822955,4.6%
14476,2018,40671200,1511584,3.7%
174885,2018,44704400,1536832,3.4%
20136,2018,51206708,1491198,2.9%
228727,2018,20944000,268512,1.3%
97048,2018,42087100,2226659,5.3%
164280,2018,91472292,5100299,5.6%
109362,2018,83339040,2196957,2.6%
240086,2018,18282800,847971,4.6%
2202,2018,22892480,602577,2.6%
129744,2018,21868200,824870,3.8%
128665,2018,97796600,6360112,6.5%
263664,2018,10889360,339632,3.1%
133387,2018,11017600,334321,3.0%
147711,2018,12136800,233874,1.9%
274721,2018,18269000,287148,1.6%
58479,2018,13746800,573656,4.2%
108849,2018,78593300,2251314,2.9%
211449,2018,44257410,2305587,5.2%
284006,2018,27217000,498409,1.8%
257892,2018,67333000,2172450,3.2%
230772,2018,94368000,2933432,3.1%
290110,2018,29797000,648879,2.2%
23581,2018,35386600,1412515,4.0%
23333,2018,33755600,1719155,5.1%
186479,2018,133918960,2953085,2.2%
241034,2018,29034600,1381000,4.8%
285509,2018,19611300,571111,2.9%
204067,2018,52158498,2162977,4.1%
124324,2018,33614480,1220798,3.6%
23975,2018,55696000,2295301,4.1%
147033,2018,38427600,1644623,4.3%
152814,2018,22977600,1078634,4.7%
260805,2018,60597400,2354153,3.9%
127931,2018,25745280,999009,3.9%
279588,2018,70221800,2995487,4.3%
144616,2018,7817200,190726,2.4%
72231,2018,41515400,1489856,3.6%
206348,2018,19481000,1126321,5.8%
217030,2018,55368000,3149766,5.7%
216464,2018,135262800,5827969,4.3%
280049,2018,183275200,6292892,3.4%
144575,2018,39202320,976653,2.5%
144325,2018,37987000,1185414,3.1%
18205,2018,70366004,2223384,3.2%
80291,2018,49485400,2519627,5.1%
238420,2018,96079000,2281658,2.4%
264473,2018,4970400,76663,1.5%
232313,2018,67539160,4266214,6.3%
78636,2018,62263200,2194283,3.5%
171789,2018,36414800,1245449,3.4%
289200,2018,55838200,1104081,2.0%
283045,2018,14485000,680315,4.7%
197368,2018,19503600,481691,2.5%
193375,2018,36214440,805781,2.2%
136667,2018,30938900,1083145,3.5%
206909,2018,53572000,1532667,2.9%
55469,2018,19213760,725780,3.8%
192226,2018,41586300,1270431,3.1%
67991,2018,131364000,9568638,7.3%
259018,2018,22876796,1219810,5.3%
277588,2018,53137000,2073946,3.9%
257929,2018,16333220,283998,1.7%
190219,2018,22240800,700333,3.1%
95720,2018,65840400,2050827,3.1%
271911,2018,30966800,1440802,4.7%
41974,2018,80484000,3826910,4.8%
116339,2018,19170600,594962,3.1%
28077,2018,96551400,1976769,2.0%
183181,2018,68872800,1548577,2.2%
288013,2018,87011000,2602363,3.0%
177219,2018,51144400,2192038,4.3%
199727,2018,18252880,387715,2.1%
192495,2018,41771290,1284661,3.1%
151816,2018,27441600,1141344,4.2%
88712,2018,70175800,2089025,3.0%
285647,2018,44096200,974595,2.2%
176392,2018,52703520,1899106,3.6%
242421,2018,18342400,910447,5.0%
2088,2018,30503560,976503,3.2%
241937,2018,47561200,1643344,3.5%
100673,2018,58732000,2315625,3.9%
157103,2018,216962800,14614811,6.7%
203575,2018,36069930,1299789,3.6%
23935,2018,40527000,1501150,3.7%
169460,2018,133748152,6451115,4.8%
108841,2018,45725800,2197148,4.8%
223668,2018,88795204,3872537,4.4%
162218,2018,34369080,825486,2.4%
124299,2018,57851000,2110321,3.6%
220745,2018,43091400,1130285,2.6%
35055,2018,17138000,423703,2.5%
38323,2018,36146800,1681899,4.7%
261177,2018,16862800,527753,3.1%
88617,2018,43974880,1382620,3.1%
114393,2018,25562800,447272,1.7%
74444,2018,38614400,1230941,3.2%
286232,2018,19927400,914147,4.6%
217847,2018,38550600,1609766,4.2%
62873,2018,23669200,566054,2.4%
272551,2018,40054164,665166,1.7%
144715,2018,52156720,1923921,3.7%
154264,2018,10402320,313384,3.0%
118983,2018,24304820,1089863,4.5%
79246,2018,24443600,641450,2.6%
35639,2018,58356800,3060503,5.2%
17536,2018,38132000,1304144,3.4%
26575,2018,27976400,1341784,4.8%
63840,2018,89186892,4277583,4.8%
231880,2018,100652200,3434619,3.4%
109798,2018,46781200,1728771,3.7%
213291,2018,30305960,1648240,5.4%
220522,2018,31483600,1339324,4.3%
128065,2018,61947228,2050158,3.3%
120832,2018,24260200,1063046,4.4%
190977,2018,65251996,1292025,2.0%
199840,2018,111495320,1917675,1.7%
250562,2018,55720200,1874910,3.4%
216561,2018,18389600,271460,1.5%
114717,2018,59588560,2182427,3.7%
168717,2018,33912260,1041055,3.1%
207984,2018,23246000,794436,3.4%
97299,2018,166475328,660244,0.4%
24481,2018,37769000,1558106,4.1%
36827,2018,44894000,1983206,4.4%
151332,2018,3095176,71514,2.3%
189712,2018,19327500,281095,1.5%
138342,2018,116866800,2764369,2.4%
153643,2018,26041160,915188,3.5%
82692,2018,33165800,1074133,3.2%
25114,2018,38390200,1292489,3.4%
35079,2018,6629000,102667,1.5%
163547,2018,40094400,1478167,3.7%
4007,2018,56253000,2158714,3.8%
18327,2018,59217996,1398777,2.4%
128841,2018,27121800,989519,3.6%
23666,2018,96357000,4073816,4.2%
135104,2018,15688600,302847,1.9%
167591,2018,22528920,837110,3.7%
227820,2018,130889200,5617761,4.3%
275242,2018,53675000,2321991,4.3%
22605,2018,27635800,1190620,4.3%
108763,2018,42267200,1350454,3.2%
292477,2018,27509000,540074,2.0%
30579,2018,59210300,1789487,3.0%
189401,2018,61527704,2165287,3.5%
204762,2018,27744800,798739,2.9%
194162,2018,16393000,273766,1.7%
200217,2018,117276000,6691766,5.7%
178328,2018,65232200,1316822,2.0%
95087,2018,27284008,1083974,4.0%
172205,2018,192852200,10971950,5.7%
130432,2018,47655400,2827031,5.9%
201223,2018,48416200,1541528,3.2%
277164,2018,77036000,4449550,5.8%
91806,2018,30876080,493841,1.6%
116941,2018,46606400,1751227,3.8%
131541,2018,17854000,700445,3.9%
128645,2018,74367200,3569987,4.8%
222357,2018,25018800,1014477,4.1%
27803,2018,185799360,5574011,3.0%
189664,2018,25565000,814793,3.2%
26126,2018,29012744,747537,2.6%
167675,2018,20074600,840015,4.2%
15024,2018,68121000,4347732,6.4%
84551,2018,82055600,2657568,3.2%
277257,2018,30223500,782000,2.6%
235526,2018,39174252,1507495,3.8%
131433,2018,16039000,480168,3.0%
129754,2018,6019200,179001,3.0%
115406,2018,32664600,1492395,4.6%
834,2018,60571640,2947108,4.9%
157573,2018,17539200,500917,2.9%
69206,2018,37078600,2030623,5.5%
30042,2018,95308000,3103649,3.3%
111030,2018,138662368,3483252,2.5%
66504,2018,57933780,2791443,4.8%
55150,2018,15857400,576514,3.6%
166784,2018,33354800,1649159,4.9%
93586,2018,201369936,12797530,6.4%
115316,2018,13410840,488099,3.6%
18764,2018,42056644,1414278,3.4%
117269,2018,20062820,1149360,5.7%
103733,2018,43481500,1007789,2.3%
55265,2018,32854200,1164811,3.5%
175820,2018,61675500,2647622,4.3%
37387,2018,47693900,1376137,2.9%
104521,2018,29384200,909700,3.1%
172287,2018,31618840,1005882,3.2%
119466,2018,22896040,1112582,4.9%
185847,2018,106988000,3552996,3.3%
131701,2018,22558200,558306,2.5%
23740,2018,52200992,2745495,5.3%
261218,2018,36784600,1368105,3.7%
21588,2018,87073004,3425283,3.9%
157168,2018,41923600,1218816,2.9%
118978,2018,24116080,835921,3.5%
223871,2018,119385300,6090557,5.1%
138808,2018,90699000,3365402,3.7%
6125,2018,15209400,427672,2.8%
11274,2018,23900000,675757,2.8%
273622,2018,40479240,1568917,3.9%
37803,2018,57671600,1846391,3.2%
43868,2018,27867000,1036205,3.7%
41183,2018,44387000,2070081,4.7%
260711,2018,49465200,2328432,4.7%
141094,2018,36312200,1258369,3.5%
78174,2018,35969000,1028050,2.9%
192772,2018,25130000,379649,1.5%
186773,2018,49277400,1959427,4.0%
213260,2018,113182600,2719834,2.4%
69410,2018,64223000,2502562,3.9%
233587,2018,14815200,433004,2.9%
103520,2018,23381040,667434,2.9%
158043,2018,21670760,1197614,5.5%
197461,2018,72598000,2027378,2.8%
230515,2018,107251196,3311107,3.1%
107009,2018,26911200,873413,3.2%
31683,2018,42529000,1690413,4.0%
50737,2018,27134608,1286207,4.7%
133641,2018,21602720,906600,4.2%
284413,2018,15378200,417719,2.7%
111175,2018,52782400,1965656,3.7%
67838,2018,23853000,762436,3.2%
46163,2018,34532000,1104969,3.2%
201996,2018,29008500,543641,1.9%
122061,2018,21713200,674092,3.1%
86740,2018,378634200,12919898,3.4%
225527,2018,887692000,38898451,4.4%
254403,2018,98242800,4885137,5.0%
274185,2018,20705876,590189,2.9%
28481,2018,37271600,1969277,5.3%
204295,2018,106398918,5907176,5.6%
232380,2018,29146000,1060002,3.6%
87118,2018,23001440,1318295,5.7%
145305,2018,8055760,200900,2.5%
173491,2018,48982520,1982288,4.0%
266391,2018,58015000,1951526,3.4%
198937,2018,35360200,1738173,4.9%
263037,2018,18189828,645016,3.5%
22371,2018,52737000,2552055,4.8%
157013,2018,342218000,7075052,2.1%
180186,2018,256626000,9460735,3.7%
111412,2018,81972000,1689292,2.1%
66014,2018,46189548,2308914,5.0%
266281,2018,13250200,464658,3.5%
171381,2018,100678596,4127151,4.1%
192698,2018,15185000,402759,2.7%
183005,2018,116949000,5295261,4.5%
231239,2018,109912360,4443856,4.0%
194852,2018,17556600,430213,2.5%
102847,2018,46207200,1956677,4.2%
221624,2018,30850800,682220,2.2%
1817,2018,31964200,1352472,4.2%
23446,2018,9287400,357450,3.8%
39773,2018,83919000,2234950,2.7%
276235,2018,114223800,4946088,4.3%
181134,2018,108358800,5199730,4.8%
255598,2018,40174000,1939807,4.8%
159535,2018,75947400,2266793,3.0%
260967,2018,19650820,880313,4.5%
208098,2018,50508000,1494137,3.0%
138629,2018,272631000,4423108,1.6%
151314,2018,31301800,1079333,3.4%
140136,2018,25303700,485301,1.9%
146800,2018,21541120,783694,3.6%
12201,2018,33746600,933402,2.8%
145338,2018,25313780,1023621,4.0%
99490,2018,13526448,402624,3.0%
171881,2018,85076280,3039273,3.6%
117605,2018,47580420,2053291,4.3%
33177,2018,55706320,1851676,3.3%
132379,2018,30524600,605902,2.0%
71691,2018,60471800,2470195,4.1%
72,2018,25561000,902757,3.5%
110460,2018,112052860,4496351,4.0%
1057,2018,29083000,915973,3.1%
214705,2018,85916400,3892584,4.5%
91799,2018,21412200,581341,2.7%
206783,2018,55505400,1724378,3.1%
135869,2018,35441680,1236084,3.5%
51629,2018,26384320,861890,3.3%
2017,2018,54835800,2610142,4.8%
124912,2018,51024600,2029563,4.0%
43040,2018,38044160,743250,2.0%
113210,2018,21811720,1108347,5.1%
221150,2018,141796000,5151865,3.6%
192756,2018,23577000,1052234,4.5%
290367,2018,46637000,1314325,2.8%
253426,2018,12777820,551954,4.3%
17483,2018,55094000,1956973,3.6%
252999,2018,12889640,608950,4.7%
103366,2018,30636000,1528505,5.0%
61562,2018,63781000,3255744,5.1%
278747,2018,36361000,924061,2.5%
159229,2018,31311000,1635148,5.2%
38616,2018,67251204,4650200,6.9%
137689,2018,41515000,997825,2.4%
134756,2018,26475600,900899,3.4%
135609,2018,19256700,621406,3.2%
208921,2018,15813200,644297,4.1%
155138,2018,31645800,1203539,3.8%
100119,2018,27908600,737577,2.6%
151451,2018,33776240,1366720,4.0%
35508,2018,30159000,862878,2.9%
277128,2018,62872400,2003045,3.2%
5104,2018,51248600,3393351,6.6%
44425,2018,56151000,1722652,3.1%
175053,2018,16450800,710025,4.3%
89189,2018,37385400,1563236,4.2%
150558,2018,23723300,693541,2.9%
245987,2018,124700000,4651951,3.7%
203295,2018,60547600,2040467,3.4%
220264,2018,114915600,5506414,4.8%
149251,2018,66897140,2000930,3.0%
52351,2018,40749000,1982276,4.9%
256145,2018,26786200,872456,3.3%
124433,2018,72272500,3986961,5.5%
94043,2018,41871988,1570639,3.8%
165625,2018,20375800,766750,3.8%
174253,2018,171309600,7783978,4.5%
198522,2018,33427000,1005459,3.0%
15126,2018,71422800,4323977,6.1%
217002,2018,93745400,1739878,1.9%
122197,2018,31242200,1325948,4.2%
166088,2018,11691000,395802,3.4%
216671,2018,74927200,3029825,4.0%
279670,2018,52528000,1758036,3.3%
286096,2018,35754000,1069515,3.0%
232065,2018,46290948,1961792,4.2%
175068,2018,15046800,267397,1.8%
22270,2018,16361800,306514,1.9%
185472,2018,5886400,115550,2.0%
80429,2018,38390000,2384225,6.2%
148020,2018,23410920,956150,4.1%
212473,2018,23926000,743978,3.1%
140821,2018,18189086,422344,2.3%
82092,2018,31287280,1474766,4.7%
265026,2018,16185040,327355,2.0%
8558,2018,14099200,553196,3.9%
106232,2018,59700120,2436982,4.1%
201856,2018,20448000,399568,2.0%
281457,2018,13412200,491723,3.7%
251724,2018,55343336,1999023,3.6%
86346,2018,54077000,2195505,4.1%
273012,2018,174040952,9966914,5.7%
168437,2018,41718284,1545426,3.7%
96148,2018,51429700,2298590,4.5%
101688,2018,24959200,1221059,4.9%
133802,2018,74962800,3760321,5.0%
215377,2018,29719160,1544063,5.2%
123166,2018,323244000,23414541,7.2%
38595,2018,24592489,1022681,4.2%
169977,2018,104532604,1859134,1.8%
72335,2018,15845600,566213,3.6%
123934,2018,21351800,1007908,4.7%
261887,2018,69122560,1507488,2.2%
168632,2018,38522520,1127722,2.9%
275296,2018,53256832,2571207,4.8%
225645,2018,124101096,4870240,3.9%
88288,2018,167627700,4967590,3.0%
234602,2018,44298000,1608035,3.6%
17461,2018,80891000,2813096,3.5%
113372,2018,26290600,972805,3.7%
94821,2018,31162720,908285,2.9%
164021,2018,9956760,134090,1.3%
54273,2018,101847500,6560410,6.4%
39975,2018,31292000,878159,2.8%
48616,2018,35059600,1619874,4.6%
100326,2018,87900804,2698766,3.1%
18177,2018,44821800,1955523,4.4%
83955,2018,97158576,2788061,2.9%
25817,2018,52501780,1627692,3.1%
216278,2018,43222400,2608427,6.0%
282053,2018,52935660,2358693,4.5%
40702,2018,55445000,1151309,2.1%
104174,2018,28764200,1594281,5.5%
284685,2018,86554000,4440189,5.1%
243547,2018,48381800,926659,1.9%
99521,2018,35992600,748195,2.1%
11989,2018,54939000,1783074,3.2%
54182,2018,98255000,4209617,4.3%
56005,2018,21948800,713831,3.3%
2613,2018,59177800,3641571,6.2%
216394,2018,41955560,2035245,4.9%
126664,2018,97376400,3147908,3.2%
201803,2018,32572000,381914,1.2%
276341,2018,66439600,2227858,3.4%
244366,2018,34930600,1331052,3.8%
32836,2018,17848800,464121,2.6%
65868,2018,23287320,847094,3.6%
9279,2018,33261196,1344287,4.0%
211133,2018,48389800,2087542,4.3%
73381,2018,20505200,511710,2.5%
19228,2018,34707600,1572786,4.5%
19296,2018,37374360,1918589,5.1%
205454,2018,26624400,1239292,4.7%
152520,2018,5895100,169271,2.9%
161671,2018,4959840,147123,3.0%
290764,2018,20783600,396554,1.9%
4858,2018,80417600,3970476,4.9%
234355,2018,98240000,4485578,4.6%
106062,2018,15035440,787871,5.2%
258818,2018,46924664,1917915,4.1%
109006,2018,77496300,1335431,1.7%
139111,2018,34818908,1142754,3.3%
63442,2018,58334200,1904314,3.3%
239566,2018,134684000,6817384,5.1%
120847,2018,19673196,583442,3.0%
137888,2018,31638500,1191865,3.8%
271900,2018,65954300,2425426,3.7%
4066,2018,101668800,4230833,4.2%
112901,2018,20386100,582981,2.9%
95301,2018,20037800,365895,1.8%
147674,2018,20506200,792099,3.9%
93101,2018,35080600,1919640,5.5%
124970,2018,102580000,4816144,4.7%
11579,2018,22533000,798042,3.5%
180368,2018,44053360,580398,1.3%
218256,2018,42266400,1555189,3.7%
95170,2018,37210648,1313501,3.5%
77872,2018,57754600,1406343,2.4%
162843,2018,12927000,84333,0.7%
118581,2018,8546940,272804,3.2%
256738,2018,32880200,976859,3.0%
206029,2018,72307500,3138171,4.3%
90031,2018,126784000,6100144,4.8%
211244,2018,109097400,2296959,2.1%
261497,2018,116205000,2581631,2.2%
89864,2018,23550200,936031,4.0%
154572,2018,9126700,377600,4.1%
49612,2018,35920784,1391712,3.9%
29464,2018,169436660,5589690,3.3%
162480,2018,40689500,2462987,6.1%
269621,2018,13351716,247594,1.9%
7296,2018,96219000,3147000,3.3%
49865,2018,42903700,1787501,4.2%
41071,2018,38604800,1306861,3.4%
254728,2018,21867600,857596,3.9%
280752,2018,51682600,1886474,3.7%
59312,2018,32706800,1360254,4.2%
19794,2018,50680000,1799541,3.6%
95539,2018,36014000,2208523,6.1%
212235,2018,25627000,728973,2.8%
291316,2018,56016000,1512757,2.7%
61138,2018,27107800,978342,3.6%
47913,2018,49121000,1549788,3.2%
3367,2018,22049684,380917,1.7%
128395,2018,23428000,619173,2.6%
105240,2018,37434200,1129097,3.0%
246303,2018,82945000,3218859,3.9%
219622,2018,52558600,1982081,3.8%
118002,2018,32426556,545342,1.7%
279419,2018,34171200,1543833,4.5%
34966,2018,63043900,3349117,5.3%
261209,2018,21515000,780009,3.6%
185114,2018,38317620,1795218,4.7%
120296,2018,92993000,4030897,4.3%
262790,2018,26237760,1239805,4.7%
91987,2018,22489500,819812,3.6%
166897,2018,11913040,233072,2.0%
227541,2018,61347200,2652640,4.3%
275849,2018,37545672,884885,2.4%
252383,2018,59436800,3273407,5.5%
9371,2018,40880408,2086707,5.1%
108466,2018,82788600,2901861,3.5%
132554,2018,34451800,1308029,3.8%
213665,2018,70569000,2837703,4.0%
37027,2018,41285000,1374133,3.3%
151299,2018,57902812,3433632,5.9%
207736,2018,46305400,2161510,4.7%
41334,2018,31504000,894007,2.8%
128514,2018,45038200,1914665,4.3%
195450,2018,11553000,271234,2.3%
140829,2018,28855900,964998,3.3%
53126,2018,67441184,2453600,3.6%
237661,2018,32342400,1828240,5.7%
14041,2018,28677000,1190775,4.2%
186044,2018,95954600,3985182,4.2%
107871,2018,21309600,1151452,5.4%
143066,2018,28006400,1075957,3.8%
50275,2018,27458000,1671306,6.1%
225388,2018,152986000,4932260,3.2%
100043,2018,36211600,1657771,4.6%
213231,2018,28412200,747178,2.6%
290906,2018,24987200,843984,3.4%
65764,2018,12202000,228733,1.9%
108395,2018,89168000,5426072,6.1%
153447,2018,2951440,102171,3.5%
253,2018,62019000,2159568,3.5%
271363,2018,55299000,1821087,3.3%
291591,2018,150704000,4604144,3.1%
144831,2018,29532400,381274,1.3%
52812,2018,236536996,11396079,4.8%
282166,2018,22336840,966890,4.3%
20327,2018,6635000,118090,1.8%
269920,2018,22030400,739341,3.4%
144080,2018,33977400,918323,2.7%
19255,2018,32040400,1589207,5.0%
246665,2018,58941200,1725910,2.9%
31013,2018,30288000,715748,2.4%
230618,2018,149780600,7186964,4.8%
73984,2018,26853600,1683555,6.3%
75927,2018,37483800,1562899,4.2%
55351,2018,40641000,1309953,3.2%
151825,2018,34276440,1601733,4.7%
180264,2018,126376000,2646591,2.1%
257548,2018,36311000,915350,2.5%
222319,2018,26799692,1184328,4.4%
90174,2018,80997000,2824433,3.5%
57507,2018,62446600,2769086,4.4%
71105,2018,19923200,1082400,5.4%
11710,2018,63278000,2047316,3.2%
265451,2018,30688104,527151,1.7%
234979,2018,48712000,1469099,3.0%
106602,2018,31146000,1115087,3.6%
180933,2018,32780984,1229825,3.8%
238331,2018,43449200,2200656,5.1%
53729,2018,82727400,2874447,3.5%
26442,2018,35057800,1085971,3.1%
106677,2018,269148000,12010256,4.5%
100380,2018,12832360,305377,2.4%
124707,2018,14432600,254082,1.8%
281321,2018,14845000,646820,4.4%
93351,2018,40645800,1488726,3.7%
287891,2018,58270000,1649679,2.8%
69299,2018,15661200,485546,3.1%
247831,2018,46811000,2155294,4.6%
221608,2018,26351000,800324,3.0%
185450,2018,34274000,1256933,3.7%
93282,2018,56761520,2675973,4.7%
68226,2018,96087000,3280582,3.4%
264089,2018,49048000,1489162,3.0%
237029,2018,146043600,8660951,5.9%
260361,2018,39085560,1237844,3.2%
14197,2018,46814600,2031501,4.3%
107764,2018,78167576,3580221,4.6%
110234,2018,93509100,2595052,2.8%
59996,2018,18873400,365292,1.9%
8423,2018,25205132,972179,3.9%
222710,2018,31999200,1557962,4.9%
74213,2018,26529200,1712849,6.5%
208112,2018,53919600,2128054,3.9%
172541,2018,24602000,827449,3.4%
211529,2018,155966400,3127467,2.0%
193889,2018,36192960,952130,2.6%
223468,2018,95761000,4535171,4.7%
274888,2018,25279000,299151,1.2%
177336,2018,55008200,2672306,4.9%
7205,2018,51853600,1479629,2.9%
76445,2018,37058000,1625324,4.4%
250823,2018,59229180,3744654,6.3%
265243,2018,33901500,1202489,3.5%
94290,2018,33820520,930241,2.8%
94919,2018,14848760,499981,3.4%
174660,2018,38842600,1433595,3.7%
37405,2018,90667064,3451813,3.8%
269343,2018,23265060,815302,3.5%
258733,2018,361354880,30391910,8.4%
235021,2018,46743000,2454883,5.3%
131170,2018,65062000,2250418,3.5%
173433,2018,220504320,8199035,3.7%
49875,2018,34400600,1330854,3.9%
2920,2018,53899992,2023968,3.8%
224284,2018,68659100,1965131,2.9%
140469,2018,21541376,781399,3.6%
253543,2018,42823680,1214063,2.8%
58115,2018,125338000,4096644,3.3%
83674,2018,117235400,5049246,4.3%
287964,2018,110991000,1668698,1.5%
51195,2018,10216800,415602,4.1%
259774,2018,57133241,1610071,2.8%
281868,2018,60384000,1725227,2.9%
93256,2018,36119320,1371384,3.8%
74105,2018,15699800,596231,3.8%
266394,2018,45626000,1939468,4.3%
214799,2018,45802400,1848793,4.0%
226076,2018,54377132,1600335,2.9%
210794,2018,193270400,3267114,1.7%
115401,2018,78110600,1974139,2.5%
209237,2018,35898260,1277874,3.6%
101864,2018,16885800,397638,2.4%
27177,2018,23348500,756510,3.2%
130246,2018,55280200,1330515,2.4%
277709,2018,12464000,230306,1.8%
13901,2018,41869728,1432090,3.4%
84349,2018,43940600,1489789,3.4%
104069,2018,15190200,565649,3.7%
195255,2018,39935000,995587,2.5%
10136,2018,53588200,2618463,4.9%
276806,2018,70183632,3043634,4.3%
49298,2018,42558116,1319386,3.1%
50962,2018,29434788,1228272,4.2%
189046,2018,13249000,342090,2.6%
162722,2018,55228012,1642243,3.0%
