,weight,CONS_total,vatax,table_row
8529,10831.392450907511,10622125.881723149,619769.6762542854,2
5688,10831.392450907511,10706290.48596887,667710.0484244777,2
17345,10831.392450907511,10706290.48596887,667710.0484244777,2
11418,10831.392450907511,10712415.545803882,413496.5073490265,2
19667,10831.392450907511,10713357.862701574,1082804.5681791776,2
9443,10831.392450907511,10756351.071158873,724806.5997839317,2
17639,10831.392450907511,10783638.997987933,836667.4681810465,2
11570,10831.392450907511,10793062.166964876,1019013.6405256871,2
5371,10831.392450907511,10795417.959209109,1139123.7080980337,2
5381,10831.392450907511,10834602.636871565,397343.62519438507,2
81,10831.392450907511,10846577.914113091,491855.2616088279,2
16337,10831.392450907511,10849993.812867232,277017.6099996507,2
11853,10831.392450907511,10859416.981844176,473573.13589743845,2
3323,10831.392450907511,10871415.817008147,750633.9354215668,2
1338,10831.392450907511,10882582.272245824,700188.5708316708,2
15427,10831.392450907511,10888997.879790956,492058.2523738729,2
19135,10831.392450907511,10891612.80918206,819478.0374389418,2
12776,10831.392450907511,10904349.792582558,723129.1186532197,2
2222,10831.392450907511,10962914.787774252,542935.5122085452,2
17273,10831.392450907511,10966605.528956892,563148.2096640858,2
5991,10831.392450907511,10966605.528956892,563148.2096640858,2
13767,10831.392450907511,10972495.009567477,457593.0118407076,2
1296,10831.392450907511,10972652.062383762,880176.5951398317,2
396,10831.392450907511,11010266.211883388,559485.7379883808,2
11284,10831.392450907511,11017804.747064939,516460.3337037454,2
18742,10831.392450907511,11019218.222411478,1204123.9424368972,2
12976,10831.392450907511,11058088.794441367,510068.2840810531,2
9752,10831.392450907511,11058874.058522781,748301.7010997736,2
2769,10831.392450907511,11059227.427359415,742168.7886239473,2
5013,10831.392450907511,11068689.859540425,735085.7066096126,2
5759,10831.392450907511,11081843.032904074,438481.64725934743,2
16937,10831.392450907511,11089499.357697839,557317.6238596027,2
3442,10831.392450907511,11089499.357697839,557317.6238596027,2
8987,10831.392450907511,11100728.63406203,510232.4042740682,2
11839,10831.392450907511,11109523.59177384,631862.7431080275,2
2863,10831.392450907511,11116198.336465845,585390.8147700757,2
9076,10831.392450907511,11155383.014128294,715425.8350673859,2
4569,10831.392450907511,11157817.33278067,786956.3255072708,2
9137,10831.392450907511,11158602.596862081,600679.9064351639,2
1250,10831.392450907511,11188356.252906777,773308.4357723331,2
13605,10831.392450907511,11190641.371383682,621462.7056138095,2
3900,10831.392450907511,11230061.628270557,582324.3585321625,2
5027,10831.392450907511,11232778.641992245,890694.1081406295,2
5211,10831.392450907511,11235558.47684044,683862.930579119,2
2968,10831.392450907511,11280240.003072772,583879.181413358,2
2439,10831.392450907511,11293471.702844564,770933.0119260625,2
15606,10831.392450907511,11300578.342781339,438926.49936146726,2
14155,10831.392450907511,11305054.348045388,473529.9463729607,2
922,10831.392450907511,11314084.884981625,623483.9753593636,2
14173,10831.392450907511,11344081.972891554,768933.3369427472,2
2780,10831.392450907511,11360336.939376783,594158.2882390388,2
14828,10831.392450907511,11369383.181594646,704809.8499507793,2
158,10831.392450907511,11390412.553694852,684182.5330602534,2
10930,10831.392450907511,11393396.557204217,460400.33093175496,2
16889,10831.392450907511,11395359.717407748,452885.35367264383,2
18835,10831.392450907511,11396144.98148916,548938.8561109386,2
17384,10831.392450907511,11396144.98148916,548938.8561109386,2
9899,10831.392450907511,11427162.912704924,641494.0070665436,2
10863,10831.392450907511,11430225.442622432,552342.1906397776,2
6741,10831.392450907511,11430225.442622432,552342.1906397776,2
13412,10831.392450907511,11437371.345763283,491237.6514087975,2
7003,10831.392450907511,11446009.25065881,436386.9553221812,2
6622,10831.392450907511,11455353.893227609,467388.3959922388,2
9686,10831.392450907511,11472668.96622274,860270.5433080826,2
14794,10831.392450907511,11502548.26452046,478021.6569186364,2
3003,10831.392450907511,11504982.583172841,538616.5597607802,2
15802,10831.392450907511,11515897.753904462,492792.4742899929,2
9050,10831.392450907511,11520452.28557665,484975.1703595381,2
1086,10831.392450907511,11525713.554922111,570965.5135945404,2
3638,10831.392450907511,11536157.567204889,333984.59278567176,2
10901,10831.392450907511,11557124.118178586,962694.500606831,2
19923,10831.392450907511,11567725.183277644,679414.409557921,2
18261,10831.392450907511,11579425.618090678,781272.5840860119,2
17209,10831.392450907511,11581388.778294206,687577.2296841969,2
15364,10831.392450907511,11590497.841638586,1209738.580618992,2
1235,10831.392450907511,11613663.132040234,527560.0414945016,2
6674,10831.392450907511,11629368.41366847,638125.2241572868,2
5730,10831.392450907511,11635650.526319766,1097661.764599489,2
15074,10831.392450907511,11652533.704070121,579171.523245294,2
12711,10831.392450907511,11659797.396823183,755427.972638586,2
12467,10831.392450907511,11664697.444691189,586253.7414691391,2
18253,10831.392450907511,11667532.248025088,446363.7354765185,2
2271,10831.392450907511,11713627.24960396,654649.536222436,2
17401,10831.392450907511,11723011.155376831,652161.8196125235,2
1150,10831.392450907511,11735379.06465907,493353.93810820236,2
8818,10831.392450907511,11743624.337513894,396479.8347048322,2
7322,10831.392450907511,11763240.23426756,463292.3014907785,2
2493,10831.392450907511,11764433.83567131,946887.1346480107,2
8129,10831.392450907511,11777704.798647165,773308.4357723334,2
3867,10831.392450907511,11797022.295049896,811315.2173126657,2
19105,10831.392450907511,11823328.641777195,508211.1345285141,2
4846,10831.392450907511,11831966.546672724,658251.5425638722,2
15443,10831.392450907511,11859450.78952214,483722.6741496863,2
14665,10831.392450907511,11869855.538600847,688181.8830268842,2
17052,10831.392450907511,11901957.134248959,801986.2800254934,2
6720,10831.392450907511,11911278.218895318,559045.2048387087,2
14034,10831.392450907511,11913634.011139551,924860.477164409,2
8010,10831.392450907511,11917167.699505907,512357.3288783685,2
12023,10831.392450907511,11948185.630721673,961226.0567745907,2
11598,10831.392450907511,11954075.111332266,591739.6748682904,2
131,10831.392450907511,11956525.135266272,574800.7433681558,2
11290,10831.392450907511,11964283.544390619,775856.6177165145,2
4210,10831.392450907511,11968759.549654666,524320.8271586779,2
3733,10831.392450907511,11968759.549654666,524320.8271586779,2
1902,10831.392450907511,11991964.103260385,578178.1641823081,2
19984,10831.392450907511,12011399.389275325,684381.2048728509,2
10385,10831.392450907511,12012184.653356738,808896.6039419174,2
19873,10831.392450907511,12017681.501926623,623527.1648838411,2
17023,10831.392450907511,12017681.501926623,623527.1648838411,2
18693,10831.392450907511,12023594.540459651,804348.7470144208,2
7791,10831.392450907511,12026554.986046577,791750.3627242902,2
2607,10831.392450907511,12028675.199066386,674879.5094877676,2
14494,10831.392450907511,12028675.199066386,674879.5094877676,2
17012,10831.392450907511,12047914.169060973,968093.1911665376,2
16758,10831.392450907511,12054039.22889599,415958.31024425256,2
16668,10831.392450907511,12055374.17783439,527732.7995924122,2
17339,10831.392450907511,12077361.57211392,597656.6397217285,2
6286,10831.392450907511,12077361.57211392,597656.6397217285,2
4561,10831.392450907511,12091496.325579334,741477.7562323048,2
11994,10831.392450907511,12108772.135370394,527344.0938721133,2
5462,10831.392450907511,12112698.45577745,1106170.1009215862,2
12741,10831.392450907511,12124634.469814913,616098.5666736852,2
18550,10831.392450907511,12132722.689853454,581244.6204202214,2
14283,10831.392450907511,12132722.689853454,581244.6204202214,2
6797,10831.392450907511,12138219.538423335,677643.6390543373,2
17898,10831.392450907511,12139004.80250475,782982.8892553269,2
3176,10831.392450907511,12148035.339440983,586686.5005044054,2
6034,10831.392450907511,12158636.404540045,1263164.0223978458,2
16939,10831.392450907511,12164761.464375056,464866.1277627441,2
12645,10831.392450907511,12201904.455425838,802634.122892658,2
8653,10831.392450907511,12209285.93779111,1125475.8183630963,2
15310,10831.392450907511,12213212.258198168,543669.7341246653,2
408,10831.392450907511,12226577.452863796,693926.0897824117,2
12069,10831.392450907511,12268966.007978404,868886.8534413739,2
10887,10831.392450907511,12272028.53789591,441828.83540636516,2
1702,10831.392450907511,12274855.488588996,531058.3929771913,2
8446,10831.392450907511,12279174.441036763,768773.53570218,2
2420,10831.392450907511,12284023.446739478,612185.59575601,2
3425,10831.392450907511,12313804.587027023,636743.1593740021,2
2204,10831.392450907511,12351811.368567357,717654.4145304329,2
8026,10831.392450907511,12353381.89673018,785358.3131015978,2
17091,10831.392450907511,12355266.530525569,1300220.6343996702,2
13477,10831.392450907511,12359664.009381475,669351.2503546285,2
10675,10831.392450907511,12363590.329788534,913242.4950799212,2
474,10831.392450907511,12373877.289255029,784408.1435630895,2
7478,10831.392450907511,12381651.403661007,441396.9401615887,2
80,10831.392450907511,12381651.403661007,441396.9401615887,2
827,10831.392450907511,12385970.35610877,756810.0374218707,2
3063,10831.392450907511,12389896.676515827,1134459.2394544475,2
12841,10831.392450907511,12390289.308556534,850704.063636283,2
10504,10831.392450907511,12400544.857459774,687884.7390984778,2
14083,10831.392450907511,12401675.637737006,852129.3179440456,2
16164,10831.392450907511,12405209.326103356,461480.0690436962,2
7741,10831.392450907511,12407565.118347595,370782.06764063006,2
19978,10831.392450907511,12414946.600712866,394795.4432502037,2
9424,10831.392450907511,12419344.079568774,557663.1400554241,2
9862,10831.392450907511,12419344.079568774,557663.1400554241,2
7575,10831.392450907511,12462533.60404642,898212.5405616987,2
15847,10831.392450907511,12486876.790570188,612211.5094706967,2
15599,10831.392450907511,12493276.692833696,521513.5080676305,3
4058,10831.392450907511,12504545.232401956,746185.4144003687,3
13662,10831.392450907511,12509578.775163803,834417.2939557609,3
235,10831.392450907511,12519072.617908074,534124.8492151046,3
17478,10831.392450907511,12523391.570355838,719796.6149445244,3
15700,10831.392450907511,12533992.635454899,624563.7134713047,3
5586,10831.392450907511,12565795.830752077,582669.8747279837,3
14925,10831.392450907511,12574041.103606902,410948.325404845,3
3459,10831.392450907511,12612519.043596083,641882.7127868426,3
10227,10831.392450907511,12637254.86216055,1280612.590286817,3
18975,10831.392450907511,12638040.126241965,733444.5046794617,3
10745,10831.392450907511,12664739.105009966,573384.1269652888,3
2238,10831.392450907511,12670628.58562056,566171.4763775212,3
16352,10831.392450907511,12678363.436822463,589139.6654947357,3
11803,10831.392450907511,12705965.46928409,1022598.3710573324,3
11034,10831.392450907511,12711069.685813265,610224.7913447247,3
15354,10831.392450907511,12714210.742138911,844441.5825870237,3
2298,10831.392450907511,12718765.273811102,728045.8141197553,3
4830,10831.392450907511,12734392.029031197,928445.2076960541,3
14029,10831.392450907511,12749940.257843152,635663.4212620609,3
18477,10831.392450907511,12753866.57825021,492792.474289993,3
15931,10831.392450907511,12773890.812326211,1361506.569633456,3
1270,10831.392450907511,12802081.792848898,550536.8685166118,3
15209,10831.392450907511,12807971.273459487,348617.2036786998,3
9983,10831.392450907511,12859484.597200101,326987.8898202924,3
15098,10831.392450907511,12860662.493322218,922528.2428426158,3
8947,10831.392450907511,12871813.243278269,645398.3400793232,3
19093,10831.392450907511,12882806.94041803,664945.9188579079,3
18859,10831.392450907511,12889246.105885606,771097.1321190775,3
8619,10831.392450907511,12907582.022186577,942486.1221037382,3
13340,10831.392450907511,12908123.854402754,637610.4050255135,3
14175,10831.392450907511,12917201.50718387,694098.8478803223,3
9904,10831.392450907511,12941152.06166693,946930.3241724885,3
11193,10831.392450907511,12952931.022888107,463639.54526757874,3
731,10831.392450907511,12956072.079213753,766052.5956600881,3
5601,10831.392450907511,12966830.197129095,603444.0360017337,3
5225,10831.392450907511,12984537.902164936,900242.4482121485,3
148,10831.392450907511,13036561.647558466,233137.05313035776,3
3891,10831.392450907511,13039702.703884114,668141.9436692541,3
3906,10831.392450907511,13040487.967965528,1332958.2939537296,3
962,10831.392450907511,13042137.022536492,737720.2676027492,3
14723,10831.392450907511,13043471.971474893,842610.3467491713,3
7577,10831.392450907511,13058784.621062422,724720.2207349762,3
8789,10831.392450907511,13058784.621062422,724720.2207349762,3
565,10831.392450907511,13064045.890407879,807644.1077320656,3
15290,10831.392450907511,13066244.629835837,303967.87327370467,3
3703,10831.392450907511,13071898.531222,1030631.6226101753,3
17465,10831.392450907511,13072762.321711555,598304.4825888933,3
3236,10831.392450907511,13077395.379791884,1022598.3710573325,3
11805,10831.392450907511,13080536.436117535,1011714.6108889645,3
11825,10831.392450907511,13091922.765298003,558656.49911841,3
1827,10831.392450907511,13122940.696513772,359682.359849874,3
185,10831.392450907511,13133777.340837253,926112.973374261,3
1143,10831.392450907511,13145124.406813653,882621.1222252669,3
15525,10831.392450907511,13153754.459068371,669204.4059714043,3
18056,10831.392450907511,13161418.63650295,650736.5653047608,3
9256,10831.392450907511,13164402.640012316,715218.525349893,3
14470,10831.392450907511,13166287.273807704,653457.5053468529,3
608,10831.392450907511,13169663.909357775,517064.9870464325,3
15076,10831.392450907511,13170841.80547989,550839.1951879553,3
12478,10831.392450907511,13179479.710375417,1043761.2380513811,3
7898,10831.392450907511,13240926.624745898,644603.6528289346,3
3575,10831.392450907511,13248190.317498956,473832.2730443044,3
9347,10831.392450907511,13248975.581580365,773783.5205415875,3
15468,10831.392450907511,13253687.166068839,754823.3192958989,3
8113,10831.392450907511,13266447.707391782,684856.2896421049,3
3801,10831.392450907511,13286668.257488139,1171083.956211495,3
12680,10831.392450907511,13286668.257488139,1171083.956211495,3
1434,10831.392450907511,13305514.59544202,745796.7086800698,3
1697,10831.392450907511,13323340.090090068,761526.3334948302,3
9623,10831.392450907511,13343992.535431203,1354898.5723883759,3
15635,10831.392450907511,13357342.0248152,793348.3751299633,3
8516,10831.392450907511,13359697.817059437,764022.6880096386,3
14044,10831.392450907511,13370298.882158497,792139.0684445889,3
19293,10831.392450907511,13371869.410321321,750158.8506523125,3
19163,10831.392450907511,13373439.938484142,732926.2303857299,3
18805,10831.392450907511,13428801.056223677,635533.8526886279,3
8027,10831.392450907511,13430371.5843865,961182.8672501133,3
17570,10831.392450907511,13437831.59315991,1474922.2609117667,3
13810,10831.392450907511,13459426.355398737,624304.5763244388,3
8524,10831.392450907511,13463745.307846507,980229.4475447568,3
10255,10831.392450907511,13467671.62825356,733487.6942039393,3
12119,10831.392450907511,13478665.32539333,803713.8610045993,3
