,weight,CONS_total,vatax,table_row
3376,10831.392450907511,40790542.70893743,2374300.918634362,31
4417,10831.392450907511,40793683.76526307,3273463.628734569,31
184,10831.392450907511,40794154.92371192,2264003.5110233375,31
13909,10831.392450907511,40800704.0261509,2373177.990997943,31
15329,10831.392450907511,40806483.56979009,2826754.377062229,31
14720,10831.392450907511,40813511.68331872,2311956.840050874,31
16908,10831.392450907511,40816063.79158331,2644926.479011321,31
7089,10831.392450907511,40833732.233415075,2887219.7113309395,31
17582,10831.392450907511,40836205.815271534,2392928.560541573,32
14948,10831.392450907511,40840406.97810708,1218592.4331369107,32
6766,10831.392450907511,40847317.3020235,2159070.2423524377,32
12172,10831.392450907511,40849437.51504332,2498082.095787308,32
8719,10831.392450907511,40853363.83545037,2138529.304510867,32
2991,10831.392450907511,40857133.10304114,2556603.901454525,32
15033,10831.392450907511,40860221.154041305,2825242.7437055116,32
10725,10831.392450907511,40869854.38116002,2464826.161939518,32
11991,10831.392450907511,40870561.11883328,2367261.026144505,32
19465,10831.392450907511,40873231.016710095,2994070.5948886485,32
15896,10831.392450907511,40882811.238503315,2419261.2136155963,32
6008,10831.392450907511,40887758.40221621,2107735.1735583027,32
2252,10831.392450907511,40894982.83176519,1699723.7358179379,32
15573,10831.392450907511,40895768.09584659,2038977.4505898827,32
3579,10831.392450907511,40900479.680335075,2062731.6890525906,32
7928,10831.392450907511,40914614.433800496,3024864.7258412126,32
14361,10831.392450907511,40915399.69788191,1513188.1795989652,32
5904,10831.392450907511,40916184.96196332,2674727.250900899,32
5993,10831.392450907511,40916184.96196332,2175110.831743438,32
2597,10831.392450907511,40918933.38624826,2104841.4754183004,32
9238,10831.392450907511,40919718.65032967,2424271.1984550036,32
18617,10831.392450907511,40927728.34396006,2881216.3674285463,32
7156,10831.392450907511,40927728.34396006,2881216.3674285463,32
7906,10831.392450907511,40929927.08338803,3019422.8457570276,32
1643,10831.392450907511,40931733.19077527,3054561.842872044,32
5256,10831.392450907511,40943669.204812735,1583327.96735067,32
1151,10831.392450907511,40944693.97443897,2599836.615456653,32
16349,10831.392450907511,40954662.901952505,3064124.003591397,32
793,10831.392450907511,40956508.27254382,2717614.448707206,32
6814,10831.392450907511,40957411.32623745,2563298.277748561,32
18113,10831.392450907511,40960552.38256308,3021971.0277012098,32
7206,10831.392450907511,40964086.07092943,2230220.664976919,32
6896,10831.392450907511,40974844.188844785,2574061.107248391,32
19949,10831.392450907511,40975865.03215061,1715271.9646298923,32
9397,10831.392450907511,40980969.2486798,1822381.9853344657,32
19815,10831.392450907511,40984502.93704615,2742793.941477676,32
14251,10831.392450907511,40989607.15357532,2639657.3570250464,32
7766,10831.392450907511,40993140.84194167,2669933.2136838795,32
16425,10831.392450907511,40996772.68831821,1800744.0335711625,32
11520,10831.392450907511,41004330.8551018,2238858.5698724496,32
19100,10831.392450907511,41017484.02846545,4059297.0266054207,32
12658,10831.392450907511,41018269.29254686,3155599.41643506,32
17251,10831.392450907511,41022588.24499461,2684488.083432848,32
12211,10831.392450907511,41026121.93336097,2023645.1694003174,32
16756,10831.392450907511,41027315.53476472,3213034.5736664194,32
4699,10831.392450907511,41032404.04601226,2313446.8786453526,32
19456,10831.392450907511,41037900.89458214,2694810.3797830064,32
17047,10831.392450907511,41039864.05478568,2354779.2535704635,32
18562,10831.392450907511,41039864.05478568,2354779.2535704635,32
14355,10831.392450907511,41042769.53188691,1933767.768962326,32
17351,10831.392450907511,41044183.00723345,1774873.5084090496,32
1456,10831.392450907511,41046852.90511025,3319883.729643147,32
14542,10831.392450907511,41051643.016006865,2634776.940759072,32
8714,10831.392450907511,41053606.17621039,2173296.8717153766,32
14676,10831.392450907511,41059103.02478027,2514450.925564339,32
2437,10831.392450907511,41060595.026534945,2169746.6928033135,32
19099,10831.392450907511,41068133.56171651,2471347.7801356427,32
16825,10831.392450907511,41069311.45783863,1787398.4705075684,32
4746,10831.392450907511,41069947.521744564,2331413.720828055,32
16590,10831.392450907511,41081483.05110051,2558029.1557622873,32
9210,10831.392450907511,41082017.03067586,2541131.686205652,32
10297,10831.392450907511,41085016.73946685,2048522.335499444,32
14628,10831.392450907511,41092264.7269383,3082652.3095923094,32
14126,10831.392450907511,41098758.860891566,2066186.851010803,32
3643,10831.392450907511,41104255.70946145,2413819.3335314128,32
5881,10831.392450907511,41108574.66190922,1125087.112642797,32
677,10831.392450907511,41108574.66190922,1867083.1431688336,32
3426,10831.392450907511,41109752.55803133,2658574.368746258,32
15499,10831.392450907511,41110694.87492902,2982037.9933691737,32
13080,10831.392450907511,41111236.7071452,2607506.2112133945,32
1155,10831.392450907511,41116427.30272333,2333098.112282683,32
10592,10831.392450907511,41121531.51925251,3652646.058886102,32
13498,10831.392450907511,41121727.83527288,1928455.4574515752,32
18702,10831.392450907511,41128206.263944514,1967628.356152804,32
7979,10831.392450907511,41128598.895985216,2394945.511334679,32
13251,10831.392450907511,41130954.688229464,3363125.081550171,32
3017,10831.392450907511,41130954.688229464,3363125.081550171,32
17267,10831.392450907511,41140613.43643083,2706039.6561471955,32
10960,10831.392450907511,41143126.281491324,2373091.6119489875,32
9017,10831.392450907511,41144696.80965416,2289692.6401826446,32
15337,10831.392450907511,41145694.09503756,4172520.092604561,32
7488,10831.392450907511,41145874.705776274,3246556.554984993,32
18904,10831.392450907511,41146267.337816976,2703836.9903988363,32
12816,10831.392450907511,41149212.07812228,2729621.136511993,32
3654,10831.392450907511,41153727.346590385,2828697.9056637236,32
6390,10831.392450907511,41153727.346590385,2469361.062009671,32
1219,10831.392450907511,41154512.610671796,3293373.9995187656,32
7765,10831.392450907511,41155297.874753214,2844030.1868532896,32
1984,10831.392450907511,41161972.61944522,2815956.9959428166,32
13331,10831.392450907511,41165506.307811566,2440985.544427854,32
10716,10831.392450907511,41165506.307811566,2440985.544427854,32
4226,10831.392450907511,41165506.307811566,2440985.544427854,32
19187,10831.392450907511,41172573.68454427,3482371.358632965,32
4299,10831.392450907511,41172573.68454427,3482371.358632965,32
16599,10831.392450907511,41175322.108829215,2706471.5513919727,32
17967,10831.392450907511,41175989.58329842,2318949.224063805,32
5699,10831.392450907511,41176892.63699204,2133303.372049072,32
19752,10831.392450907511,41177803.54332649,2706528.561564283,32
8958,10831.392450907511,41177803.54332649,2706528.561564283,32
4664,10831.392450907511,41183567.38168405,2737827.1461627465,32
9146,10831.392450907511,41185530.54188758,2026754.8151627076,32
6369,10831.392450907511,41192205.28657958,2403583.4162302087,32
5187,10831.392450907511,41198487.399230875,3079585.853354396,32
8968,10831.392450907511,41203984.24780075,2667730.54793552,32
625,10831.392450907511,41214192.68085911,2327785.8007719326,32
592,10831.392450907511,41225186.37799887,2663584.353585666,32
18585,10831.392450907511,41226364.274120994,2693082.7988039004,32
13428,10831.392450907511,41228327.43432453,2893698.1400025873,32
7573,10831.392450907511,41229505.33044664,2823774.299873271,32
2930,10831.392450907511,41230447.64734433,1953764.5187954786,32
15362,10831.392450907511,41230918.80579317,2389287.683628107,32
4422,10831.392450907511,41238339.55136252,3520162.192550909,32
9020,10831.392450907511,41245995.87615629,1954325.9826136879,32
5358,10831.392450907511,41249293.98529821,1805538.070788182,32
6704,10831.392450907511,41251492.72472616,2114559.118425771,32
16752,10831.392450907511,41251885.356766865,3316264.44749192,32
19680,10831.392450907511,41259934.313601345,2284898.6029656245,32
11030,10831.392450907511,41261701.15778451,2233762.205984087,32
17432,10831.392450907511,41262879.053906634,2276951.730461737,32
6029,10831.392450907511,41266428.44755462,2498082.095787308,32
9199,10831.392450907511,41269946.43063935,2458736.438988169,32
14353,10831.392450907511,41273480.119005695,2188629.152904942,32
9575,10831.392450907511,41282746.23516637,1886846.6695698064,32
10929,10831.392450907511,41283295.920023344,4251792.737202309,32
16089,10831.392450907511,41291148.56083748,2585411.3142811176,32
19048,10831.392450907511,41296645.40940735,2135074.1425526557,32
4994,10831.392450907511,41304105.41818076,2293709.2659590663,32
17006,10831.392450907511,41304105.41818076,2293709.2659590663,32
12531,10831.392450907511,41315884.37940195,3008366.32749075,32
7729,10831.392450907511,41316669.643483356,1788046.313374733,32
13876,10831.392450907511,41322087.96564509,2625223.4179446166,32
1801,10831.392450907511,41322794.70331836,2665311.9345647716,32
14571,10831.392450907511,41329233.86878594,2407859.179153496,32
10400,10831.392450907511,41337479.14164076,2834960.3867129833,32
16749,10831.392450907511,41344153.886332765,2555005.8890488525,32
11546,10831.392450907511,41350435.998984054,3204965.0429130155,32
9174,10831.392450907511,41352399.159187585,2383716.2349704904,32
12220,10831.392450907511,41356718.111635365,2974419.3612513165,32
7921,10831.392450907511,41360448.11602206,2610374.8594291992,32
6757,10831.392450907511,41362686.11865407,3024657.4161237194,32
13785,10831.392450907511,41365748.64857159,2298244.16602922,32
8494,10831.392450907511,41375957.08162995,2329297.43412865,32
9986,10831.392450907511,41384987.61856617,2710747.31431526,32
7260,10831.392450907511,41391269.731217474,2436968.918651433,32
3551,10831.392450907511,41391858.67927852,2321652.888296106,32
19661,10831.392450907511,41393232.89142099,2227715.672557215,32
11086,10831.392450907511,41402027.84913283,1957090.975970747,32
19451,10831.392450907511,41402027.84913283,1957090.975970747,32
5805,10831.392450907511,41403441.32447936,3137071.1104341485,32
3400,10831.392450907511,41405797.1167236,2705953.2770982403,32
13703,10831.392450907511,41411293.96529349,2353138.051640314,32
5617,10831.392450907511,41412864.493456304,4263885.804056051,32
2442,10831.392450907511,41422562.504861735,3151863.522567744,32
18190,10831.392450907511,41422609.62070662,2675720.6099638846,32
9600,10831.392450907511,41422609.62070662,2675720.6099638846,32
2712,10831.392450907511,41439563.4722243,2269091.237006805,32
10928,10831.392450907511,41442900.8445703,2588996.044812763,32
13919,10831.392450907511,41447416.11303842,3008927.7913089595,32
12048,10831.392450907511,41450557.169364065,1921501.9440106733,32
4386,10831.392450907511,41456446.64997466,2502012.3425147748,32
14681,10831.392450907511,41462336.13058524,2420556.8993499265,32
275,10831.392450907511,41463121.39466666,2521922.713298971,32
1322,10831.392450907511,41463514.026707366,2439560.290120092,32
7141,10831.392450907511,41463906.65874807,2786156.224053237,32
19207,10831.392450907511,41463906.65874807,705500.8823424219,32
3350,10831.392450907511,41464691.92282948,2579364.780854247,32
6662,10831.392450907511,41466655.083033,2458563.680890259,32
19324,10831.392450907511,41487480.28647205,2479944.2230876745,32
18595,10831.392450907511,41489427.741393946,910003.2807440974,32
5554,10831.392450907511,41491390.90159748,2607135.6450933763,32
11459,10831.392450907511,41493746.69384172,1318403.4242047612,32
6567,10831.392450907511,41505714.11844243,1921372.3754372406,32
8313,10831.392450907511,41505714.11844243,1921372.3754372406,32
6711,10831.392450907511,41514163.55995841,2369852.397613163,32
10389,10831.392450907511,41520838.30465042,2081087.2369555922,32
18470,10831.392450907511,41530261.47362737,2409068.4858388705,32
14593,10831.392450907511,41535860.406527825,2005473.6088715903,32
18580,10831.392450907511,41538899.37852289,2446254.6664141277,32
2861,10831.392450907511,41542236.75086889,3143895.0553016183,32
162,10831.392450907511,41547537.283418424,3080510.109178218,32
114,10831.392450907511,41547537.283418424,2537168.6154395817,32
7247,10831.392450907511,41551424.34062142,2550052.050591265,32
15305,10831.392450907511,41551856.23586618,2389374.062677062,32
17734,10831.392450907511,41552248.86790689,2408463.832496184,32
8749,10831.392450907511,41555193.608212195,1857667.8268327059,32
13178,10831.392450907511,41556960.45239537,2452128.441743088,32
11397,10831.392450907511,41561672.03688384,1930917.2603468013,32
16299,10831.392450907511,41576592.05443066,2749099.612051414,32
13349,10831.392450907511,41576631.31763474,2791792.4569975715,32
17789,10831.392450907511,41576631.31763474,2791792.4569975715,32
12679,10831.392450907511,41578162.58259349,2293579.6973856334,32
8360,10831.392450907511,41578319.635409765,3048938.566785055,32
7521,10831.392450907511,41582677.851061605,3953137.175439356,32
16503,10831.392450907511,41586643.434672736,3181426.7520726956,32
6939,10831.392450907511,41589548.911773965,3504829.9113613428,32
14191,10831.392450907511,41597715.658220656,2807923.7443899726,32
10244,10831.392450907511,41597715.658220656,2807923.7443899726,32
16005,10831.392450907511,41598186.816669494,2789395.4383890615,32
12331,10831.392450907511,41603879.98125972,2737935.119973941,32
14308,10831.392450907511,41606746.19515688,2966990.763041161,32
4923,10831.392450907511,41608238.19691156,2807215.4361885404,33
13345,10831.392450907511,41608395.24972784,3172702.4681282104,33
8668,10831.392450907511,41615069.99441984,2117582.385139207,33
9316,10831.392450907511,41616640.52258267,2667730.547935519,33
14717,10831.392450907511,41617033.154623374,2717484.8801337727,33
9436,10831.392450907511,41631065.82375819,1327297.8748756885,33
1289,10831.392450907511,41631065.82375819,1327297.8748756885,33
4929,10831.392450907511,41641297.814739,3220720.5814424623,33
4452,10831.392450907511,41644203.29184021,2546411.1736777993,33
14471,10831.392450907511,41649228.98196125,2377712.8910680963,33
13405,10831.392450907511,41649228.98196125,2377712.8910680963,33
11201,10831.392450907511,41653155.30236831,1512367.5786338896,33
19159,10831.392450907511,41653940.56644973,2136931.2921051946,33
8134,10831.392450907511,41659437.41501962,2629766.9559196658,33
6016,10831.392450907511,41663363.73542667,2659351.780186856,33
5956,10831.392450907511,41672629.85158735,2287688.646246881,33
13574,10831.392450907511,41676477.64558625,3092464.969553631,33
18215,10831.392450907511,41677105.85685138,2513327.997927919,33
13712,10831.392450907511,41679461.64909562,2695674.1702725603,33
260,10831.392450907511,41680246.913177036,2923973.99666142,33
16525,10831.392450907511,41680246.913177036,2923973.99666142,33
5657,10831.392450907511,41680286.176381096,1864664.5297980853,33
17189,10831.392450907511,41681817.44133984,2113263.432691442,33
10488,10831.392450907511,41683976.91756372,2305327.2480435544,33
5739,10831.392450907511,41684565.86562478,3057731.953968704,33
6233,10831.392450907511,41684565.86562478,2468713.219142506,33
740,10831.392450907511,41687471.342726015,2743484.9738693186,33
15734,10831.392450907511,41687471.342726015,2743484.9738693186,33
2253,10831.392450907511,41687706.92195044,2420556.899349925,33
612,10831.392450907511,41691044.294296436,2785184.4597524903,33
9279,10831.392450907511,41691240.61031679,2763740.8608493363,33
14719,10831.392450907511,41692025.8743982,2349553.3211086686,33
8207,10831.392450907511,41697915.35500879,3077642.3247529007,33
2426,10831.392450907511,41698307.9870495,3018429.4866940426,33
4823,10831.392450907511,41699093.251130916,3595096.017519634,33
13593,10831.392450907511,41700663.77929374,2309041.547148632,33
3967,10831.392450907511,41706553.259904325,2428935.6670985897,33
10580,10831.392450907511,41706553.259904325,3028708.593519723,33
7381,10831.392450907511,41711264.84439279,2721544.6954346728,33
6621,10831.392450907511,41711264.84439279,2165004.4830156676,33
8916,10831.392450907511,41716369.060921974,2754066.4073663433,33
776,10831.392450907511,41724614.333776794,2237217.3679422988,33
4270,10831.392450907511,41725792.22989893,2384709.5940334755,33
1452,10831.392450907511,41734477.25063933,2098147.099124264,33
17506,10831.392450907511,41736785.92703868,2933346.1234730706,33
4651,10831.392450907511,41743460.671730675,2630717.125458173,33
16031,10831.392450907511,41748172.25621915,2366526.804228385,33
11766,10831.392450907511,41750135.41642267,2539284.902138987,33
1384,10831.392450907511,41754061.736829735,2192904.9158282294,33
10,10831.392450907511,41754140.26323788,2855216.273693001,33
19645,10831.392450907511,41754454.368870445,2387732.8607469113,33
10295,10831.392450907511,41758145.11005308,1625696.890863245,33
8626,10831.392450907511,41766429.64611197,1571602.0114549876,33
5752,10831.392450907511,41775656.499068566,2537427.752586448,33
16138,10831.392450907511,41779190.18743492,2408982.1067899154,33
8721,10831.392450907511,41781153.34763844,3247852.240719322,33
2782,10831.392450907511,41785668.61610658,2368081.6271095797,33
5223,10831.392450907511,41787435.46028975,1729049.4229382628,33
3749,10831.392450907511,41787828.092330456,2137017.6711541493,33
14740,10831.392450907511,41792539.676818915,2334264.2294435794,33
5758,10831.392450907511,41794738.41624687,2802654.6224037,33
9982,10831.392450907511,41798115.051796935,2690154.5490443157,33
9757,10831.392450907511,41804318.638040096,2780023.311577411,33
17611,10831.392450907511,41804711.2700808,2933518.881570982,33
18775,10831.392450907511,41807656.010386094,2356290.8869271814,33
11531,10831.392450907511,41819238.65558692,2996057.313014619,33
316,10831.392450907511,41821987.07987186,3565381.624679009,33
13098,10831.392450907511,41822379.71191257,2338842.319038211,33
9597,10831.392450907511,41826306.03231963,2535700.1716073425,33
11320,10831.392450907511,41829054.45660457,1723262.0266582575,33
17376,10831.392450907511,41829392.120159574,2403928.9324260303,33
10023,10831.392450907511,41830232.35272669,2717787.206805117,33
17299,10831.392450907511,41838870.25762221,3513899.71150165,33
1592,10831.392450907511,41840048.153744325,3809661.575124601,33
1712,10831.392450907511,41840833.41782574,3710196.1002525715,33
15323,10831.392450907511,41845749.17097538,1944694.7186551713,33
13418,10831.392450907511,41853476.16953647,2521145.301858374,33
8229,10831.392450907511,41855219.45579721,2099917.8696278483,33
19670,10831.392450907511,41857323.963535406,2160642.341043425,33
2077,10831.392450907511,41858109.2276168,2777604.698206663,33
2589,10831.392450907511,41858109.2276168,2777604.698206663,33
16975,10831.392450907511,41864783.9723088,2786242.603102193,33
3324,10831.392450907511,41865961.868430935,2246243.9785581282,33
1961,10831.392450907511,41868710.29271586,2302001.654658775,33
1537,10831.392450907511,41872243.981082216,3231872.116662591,33
2303,10831.392450907511,41885986.10250692,3120011.2482654764,33
18636,10831.392450907511,41887006.94581277,2319657.532265238,33
17690,10831.392450907511,41887949.26271046,2974289.792677884,33
15036,10831.392450907511,41891247.37185239,2284293.949622939,33
10082,10831.392450907511,41894624.00740245,2438782.8786794944,33
8820,10831.392450907511,41897765.06372811,2103977.6849287474,33
8177,10831.392450907511,41897765.06372811,2103977.6849287474,33
12946,10831.392450907511,41910329.289030686,2809046.6720263925,33
16420,10831.392450907511,41917396.6657634,2136153.880664597,33
19653,10831.392450907511,41936243.00371729,3710412.0478749597,33
6512,10831.392450907511,41944880.90861281,2625923.088241154,33
8941,10831.392450907511,41948885.75542802,3100800.547777818,33
4139,10831.392450907511,41954217.69854079,3635538.6882405044,33
15082,10831.392450907511,41954500.393610105,1692835.0066637525,33
13478,10831.392450907511,41962549.35044457,632294.6383528042,33
8233,10831.392450907511,41972365.15146222,2581653.825651563,33
1776,10831.392450907511,41974328.31166575,2738215.851883046,33
18264,10831.392450907511,41992782.01757894,1944694.7186551718,33
19264,10831.392450907511,41994745.17778247,2920562.024227687,33
9343,10831.392450907511,41994745.17778247,2920562.024227687,33
9089,10831.392450907511,41994745.17778247,2920562.024227687,33
19849,10831.392450907511,41996610.179975815,4261294.432587392,33
19938,10831.392450907511,42007702.03512576,1794956.6372911572,33
18463,10831.392450907511,42014769.411858454,2907432.4087864803,33
8617,10831.392450907511,42016732.572062,2462364.3590442906,33
9038,10831.392450907511,42023014.68471328,2652441.4562704326,33
4253,10831.392450907511,42024451.71798227,3300059.7379079056,33
5001,10831.392450907511,42027333.63716106,4404683.653853193,33
10015,10831.392450907511,42028511.533283174,2068864.601528417,33
8212,10831.392450907511,42031652.58960882,2431224.7118959054,33
13582,10831.392450907511,42033615.74981234,3197320.4970804704,33
13554,10831.392450907511,42035578.91001588,2140688.7807347504,33
11595,10831.392450907511,42036442.700505435,2955122.281714702,33
5867,10831.392450907511,42037457.654330656,2794189.4756060806,33
17306,10831.392450907511,42057566.30429541,2437228.055798298,33
17797,10831.392450907511,42062827.573640876,2621923.738274524,33
2802,10831.392450907511,42062827.573640876,2621923.738274524,33
7091,10831.392450907511,42062827.573640876,2621923.738274524,33
5277,10831.392450907511,42067774.73735377,3083732.047704249,33
8991,10831.392450907511,42073664.21796435,2830252.728544919,33
10334,10831.392450907511,42074449.482045755,2238081.1584318522,33
17249,10831.392450907511,42080338.96265635,1924482.0211996315,33
5808,10831.392450907511,42085835.811226234,3067924.6817454295,33
11829,10831.392450907511,42098400.036528826,2676973.106173737,33
13450,10831.392450907511,42098400.036528826,2676973.106173737,33
9786,10831.392450907511,42098792.668569535,3421258.1814970896,33
15728,10831.392450907511,42102718.98897658,2130755.19010489,33
17042,10831.392450907511,42105467.41326153,2857850.834686138,33
4331,10831.392450907511,42107194.994240634,2670797.0041734334,33
5068,10831.392450907511,42118031.63856412,2684099.3777125496,33
3422,10831.392450907511,42127454.807541065,2504344.576836568,33
14807,10831.392450907511,42130595.8638667,3121738.8292445834,33
3342,10831.392450907511,42133988.204698406,2688109.0931650554,33
2135,10831.392450907511,42141196.92896578,3175509.7872192576,33
11142,10831.392450907511,42141982.19304718,3700599.387913638,33
18620,10831.392450907511,42143945.35325071,2578069.0951199173,33
8447,10831.392450907511,42151405.36202413,2637195.5541298212,33
7491,10831.392450907511,42153761.154268354,1848554.837167922,33
9273,10831.392450907511,42153761.154268354,2472600.2763454937,33
416,10831.392450907511,42156038.42010445,2441935.7139663626,33
12916,10831.392450907511,42158472.73875683,2523520.725704645,33
5174,10831.392450907511,42163796.82922879,2889269.4861626495,33
13674,10831.392450907511,42165540.11548954,3034582.3688486833,33
13539,10831.392450907511,42165540.11548954,3034582.3688486833,33
4527,10831.392450907511,42165555.820771165,3297736.141491008,33
18020,10831.392450907511,42166718.01161167,2636504.521738179,33
15334,10831.392450907511,42168445.592590764,2797342.3108929484,33
1441,10831.392450907511,42169505.699100666,3250875.507432758,33
6938,10831.392450907511,42176141.1805886,4262201.412601423,33
12396,10831.392450907511,42176141.1805886,4262201.412601423,33
2196,10831.392450907511,42177122.76069036,2233287.121214833,33
1358,10831.392450907511,42178496.972832836,1496517.023150592,33
10491,10831.392450907511,42179831.921771236,2662461.4259492466,33
11914,10831.392450907511,42180067.50099566,3675601.2911459734,33
15497,10831.392450907511,42186349.61364696,1598444.3009178473,33
11613,10831.392450907511,42194202.25446107,2396586.7132648295,33
6968,10831.392450907511,42196558.046705306,3179440.0339467237,33
9437,10831.392450907511,42218545.440984845,2714504.8029448153,33
17280,10831.392450907511,42219330.70506625,1998508.8661543245,33
7216,10831.392450907511,42223649.657514006,1869890.462259881,33
19019,10831.392450907511,42225612.81771755,3126144.1607413027,33
75,10831.392450907511,42228361.24200249,2086269.97989291,33
16976,10831.392450907511,42232346.457215644,2675202.335670154,33
18327,10831.392450907511,42238177.04302014,2567919.55686767,33
3714,10831.392450907511,42239747.57118296,2011336.1549241862,33
17744,10831.392450907511,42241514.41536613,2312518.3038690826,33
1297,10831.392450907511,42241514.41536613,2312518.3038690826,33
16540,10831.392450907511,42246029.683834255,3534933.0099222655,33
10880,10831.392450907511,42246422.31587495,3518218.6639494156,33
13439,10831.392450907511,42252468.84930182,2461586.947603694,33
4443,10831.392450907511,42256238.116892606,3115260.4005729356,33
9954,10831.392450907511,42257023.38097402,1815687.6090404291,33
15585,10831.392450907511,42261734.965462476,2076120.4416406625,33
1160,10831.392450907511,42261970.54468691,2666676.7235382656,33
12229,10831.392450907511,42264090.75770672,2820664.6541108806,33
1809,10831.392450907511,42273239.084255174,2923123.1630292106,33
7399,10831.392450907511,42275084.45484648,2202881.695982567,33
8880,10831.392450907511,42275320.03407091,1897013.4836318456,33
2099,10831.392450907511,42275320.03407091,1897013.4836318456,33
8910,10831.392450907511,42275320.03407091,1897013.4836318456,33
4993,10831.392450907511,42281366.56749778,2363460.3479904714,33
17746,10831.392450907511,42283251.20129316,2820051.3628632976,33
15957,10831.392450907511,42284114.991782725,2360739.4079483794,33
6812,10831.392450907511,42284900.25586413,1720713.8447140763,33
14660,10831.392450907511,42290161.5252096,3426570.493007841,33
3500,10831.392450907511,42304139.225858726,2175456.3479392584,33
7038,10831.392450907511,42306495.018102966,1682188.7888800118,33
13880,10831.392450907511,42310028.706469305,4316361.076296397,33
773,10831.392450907511,42312777.13075425,2700727.3446364435,33
249,10831.392450907511,42317096.08320201,2893914.087624976,33
13983,10831.392450907511,42340261.37360366,2966731.625894295,33
5868,10831.392450907511,42342224.533807196,2947080.392256964,33
5475,10831.392450907511,42360835.29253666,1596975.8570856072,33
15670,10831.392450907511,42364604.56012743,3331726.2972549195,33
1575,10831.392450907511,42371279.30481943,3115735.4853421897,33
338,10831.392450907511,42372849.83298226,3147652.543931172,34
10205,10831.392450907511,42374027.72910437,2502098.7215637295,34
6624,10831.392450907511,42374600.9718838,3087727.0787184327,34
1463,10831.392450907511,42377954.04951143,1679986.1231316514,34
10804,10831.392450907511,42378346.681552134,2653607.5734313284,34
18144,10831.392450907511,42380309.84175567,3429334.622574409,34
13005,10831.392450907511,42380309.84175567,2669976.4032083573,34
6747,10831.392450907511,42384550.267795295,2540969.2935936158,34
6787,10831.392450907511,42390910.906854734,4046858.443555858,34
11251,10831.392450907511,42393266.69909896,2613830.021387412,34
839,10831.392450907511,42394051.963180386,2722192.538301837,34
1273,10831.392450907511,42395818.807363555,2777928.6196402456,34
3271,10831.392450907511,42398763.54766885,2243566.228040513,34
9516,10831.392450907511,42404260.39623873,3204662.7162416712,34
17059,10831.392450907511,42404260.39623873,2331586.4789259657,34
12320,10831.392450907511,42404260.39623873,3204662.7162416712,34
9839,10831.392450907511,42406616.18848297,1879046.6414491432,34
11245,10831.392450907511,42412898.30113425,2566969.3873291607,34
16820,10831.392450907511,42415254.09337849,2369290.933794954,34
11609,10831.392450907511,42416431.98950061,2340915.416213139,34
14627,10831.392450907511,42417217.25358202,3138194.038070567,34
3133,10831.392450907511,42419573.04582625,1839312.2789297046,34
2563,10831.392450907511,42431744.63908815,2626570.931108319,34
19623,10831.392450907511,42433315.16725097,1922149.7868778382,34
4982,10831.392450907511,42434885.695413806,2467201.5857857885,34
15636,10831.392450907511,42443130.96826862,3168858.6004497,34
16940,10831.392450907511,42449256.02810363,2638232.1027172846,34
8597,10831.392450907511,42449413.080919914,2691182.459726884,34
17296,10831.392450907511,42451737.46260089,2669371.7498656707,34
5191,10831.392450907511,42452554.13724556,2665095.9869423835,34
2941,10831.392450907511,42455930.77279563,2826089.2583852736,34
16998,10831.392450907511,42457265.72173404,2557467.6919440785,34
8203,10831.392450907511,42460799.410100386,2647949.745724756,34
15129,10831.392450907511,42461584.67418179,3071293.4646546864,34
9165,10831.392450907511,42464018.992834166,2947391.3568332023,34
16690,10831.392450907511,42465982.153037705,2805073.2357744477,34
19166,10831.392450907511,42466531.83789469,2447852.6788198007,34
7185,10831.392450907511,42470222.579077326,2066273.2300597576,34
3728,10831.392450907511,42482001.540298484,2189276.9957721066,34
5184,10831.392450907511,42489068.91703122,2525222.3929690635,34
17253,10831.392450907511,42490560.918785885,2772292.3866959116,34
19821,10831.392450907511,42492759.65821385,2515789.8008231446,34
11491,10831.392450907511,42494173.13356038,2526975.887662857,34
14421,10831.392450907511,42499277.35008957,2481324.5602899794,34
13362,10831.392450907511,42499277.35008957,2481324.5602899794,34
14722,10831.392450907511,42502371.29057033,3483324.9833334316,34
11798,10831.392450907511,42507915.2549851,2717355.3115603398,34
13945,10831.392450907511,42511448.94335145,2785033.2964168186,34
16557,10831.392450907511,42515453.79016664,2944929.5539379767,34
15225,10831.392450907511,42518908.952124864,2396457.144691396,34
13730,10831.392450907511,42519694.21620627,1661155.490459396,34
16841,10831.392450907511,42525976.32885757,1918910.572542014,34
7982,10831.392450907511,42527546.85702039,2635640.7312486256,34
19202,10831.392450907511,42535399.4978345,2119137.2080204026,34
2394,10831.392450907511,42535399.4978345,2119137.2080204026,34
13581,10831.392450907511,42538375.64870306,2449346.172576238,34
901,10831.392450907511,42541681.61048579,2401985.4038245357,34
889,10831.392450907511,42547335.511871964,2858930.5727980793,34
13626,10831.392450907511,42551497.41150346,2110758.440271738,34
19022,10831.392450907511,42554638.46782909,2179559.3527646353,34
6007,10831.392450907511,42560527.94843968,2501710.01584343,34
213,10831.392450907511,42564650.5848671,2552932.791873926,34
15380,10831.392450907511,42565239.532928154,4548288.82274138,34
15038,10831.392450907511,42565318.05933629,2303297.3403931046,34
11371,10831.392450907511,42566810.06109098,2765166.1151570994,34
19552,10831.392450907511,42566810.06109098,2765166.1151570994,34
