id_n,Year,CONS_Nonfood,vat,vat1,vat2,vat_diff
147841,2018,16482600,1070231,1070231,1633411,563180
132907,2018,3270600,264258,264258,324114,59856
51449,2018,5965600,339236,339236,591186,251950
278613,2018,33955000,2107541,2107541,3364910,1257369
210243,2018,53640000,2552198,2552198,5315676,2763477
151137,2018,6224400,483148,483148,614751,131604
194881,2018,7194000,131802,131802,712919,581117
144986,2018,9756800,414214,414214,966890,552676
114875,2018,6483960,330293,330293,642555,312261
238070,2018,15769000,671892,671892,1552883,880991
31451,2018,23954000,877423,877423,2373820,1496396
240840,2018,11495000,669811,669811,1127252,457441
208376,2018,11506280,550721,550721,1140262,589541
161314,2018,12698692,754451,754451,1256843,502393
45922,2018,20811000,1147369,1147369,2062351,914982
273945,2018,7877000,185414,185414,780604,595189
78795,2018,25226600,1329177,1329177,2489132,1159955
224164,2018,11808200,636018,636018,1170182,534164
37245,2018,13405000,630072,630072,1328423,698351
54587,2018,7927000,557730,557730,780009,222279
58012,2018,6306000,380441,380441,624919,244477
79708,2018,27751000,2036090,2036090,2740189,704099
94306,2018,68419000,2668937,2668937,6780261,4111324
44871,2018,9124000,138144,138144,904180,766036
276709,2018,23412000,1034892,1034892,2308018,1273126
8917,2018,18592000,959775,959775,1842450,882676
40579,2018,27644000,1844928,1844928,2739495,894568
125369,2018,3104000,169658,169658,307604,137946
135337,2018,4914600,417960,417960,487032,69072
194998,2018,4440500,232239,232239,437572,205333
28358,2018,32009530,1602485,1602485,3172116,1569631
250114,2018,10520000,575072,575072,1031820,456748
105305,2018,33547000,2168486,2168486,3324477,1155991
146250,2018,15166000,944910,944910,1502937,558027
149737,2018,22737416,1591631,1591631,2233636,642005
146458,2018,10920000,836694,836694,1082162,245468
68666,2018,42924992,1675766,1675766,4241936,2566170
174945,2018,3917000,150135,150135,388171,238036
66267,2018,17583000,974342,974342,1724027,749685
127111,2018,5642600,179746,179746,559177,379431
237167,2018,16897000,1079288,1079288,1674477,595189
186498,2018,43394000,1881099,1881099,4285441,2404342
49925,2018,12261200,1037468,1037468,1215074,177605
37305,2018,43879800,2538701,2538701,4348449,1809748
41553,2018,17769000,1132405,1132405,1750784,618378
95958,2018,20401500,1375991,1375991,2008887,632896
182255,2018,56687386,1865995,1865995,5596640,3730645
177853,2018,27078200,1066029,1066029,2683425,1617396
202152,2018,12452543,372613,372613,1229081,856468
66961,2018,9141000,505802,505802,905865,400063
114730,2018,44103000,2078505,2078505,4370568,2292063
263807,2018,9170000,296207,296207,907450,611243
249669,2018,5481000,379450,379450,543162,163712
155753,2018,16392000,910820,910820,1615216,704396
224003,2018,19963000,1287595,1287595,1964441,676847
259011,2018,58706000,2694901,2694901,5803441,3108541
173941,2018,15473800,653648,653648,1533440,879792
77736,2018,16392000,1035685,1035685,1624432,588748
278168,2018,15408000,730063,730063,1521964,791901
244335,2018,12913200,527623,527623,1279686,752063
185400,2018,9804000,520468,520468,971568,451099
246312,2018,3760500,74660,74660,372662,298002
292495,2018,6731000,162721,162721,667036,504315
291475,2018,38986000,2782306,2782306,3863477,1081171
119145,2018,68472465,5608712,5608712,6417902,809190
106490,2018,11519000,670405,670405,1141523,471117
98346,2018,18644000,1044009,1044009,1847604,803595
58263,2018,83448000,6742505,6742505,8269622,1527117
29005,2018,45191800,2387575,2387575,4478467,2090892
205998,2018,7694000,455459,455459,762468,307009
55757,2018,22198000,1518694,1518694,2189297,670604
72255,2018,12888000,894766,894766,1277189,382423
285471,2018,22732000,935495,935495,2252721,1317225
112357,2018,135702000,5232024,5232024,13447946,8215922
59253,2018,13608000,783378,783378,1345667,562288
283872,2018,44526000,2513153,2513153,4412486,1899333
103527,2018,27685000,1520477,1520477,2654369,1133892
208541,2018,12390000,745919,745919,1218622,472703
43353,2018,5953000,495198,495198,589937,94739
76540,2018,63930000,4883901,4883901,6297847,1413946
114027,2018,39729500,2020353,2020353,3937158,1916805
89746,2018,27832000,1857117,1857117,2750297,893180
138866,2018,44979000,1142217,1142217,4457378,3315162
187931,2018,4019000,234865,234865,398279,163414
161017,2018,27689000,2220613,2220613,2743955,523342
43096,2018,70749000,4001622,4001622,6966568,2964946
96172,2018,19682000,1340613,1340613,1950468,609856
46181,2018,18793000,1305333,1305333,1862369,557036
287400,2018,19917800,845593,845593,1954016,1108423
101270,2018,11847000,708658,708658,1174027,465369
35050,2018,8694000,348036,348036,841847,493811
174404,2018,7039800,344052,344052,697638,353586
200706,2018,5905700,155586,155586,585250,429664
216735,2018,18727000,1518793,1518793,1851171,332378
244590,2018,14278700,676550,676550,1413619,737069
9730,2018,15548700,1074650,1074650,1540862,466212
245467,2018,8555216,373505,373505,842166,468661
22504,2018,28965000,2084847,2084847,2870405,785559
147567,2018,3446140,152831,152831,341509,188679
28734,2018,46635046,3558648,3558648,4621491,1062843
143743,2018,69740000,5251459,5251459,6911171,1659712
66535,2018,75803000,6963099,6963099,7440162,477063
276387,2018,28635560,2549225,2549225,2837758,288533
41952,2018,80950000,5445495,5445495,8022072,2576577
223846,2018,12220300,647058,647058,1211021,563963
150663,2018,3143000,109405,109405,311468,202063
29941,2018,22084320,1576171,1576171,2184275,608104
239861,2018,111456308,7366135,7366135,10995670,3629535
191960,2018,39322600,3084023,3084023,3896834,812811
263258,2018,75565761,6286847,6286847,7468679,1181832
28808,2018,26792468,1280853,1280853,2655109,1374257
281124,2018,3269000,132892,132892,323955,191063
223403,2018,37773000,2220018,2220018,3721865,1501847
269716,2018,6224000,330297,330297,616793,286495
39615,2018,50818200,2788867,2788867,4500903,1712036
144469,2018,4351000,149441,149441,431180,281739
244169,2018,13985000,634333,634333,1385901,751568
145190,2018,7159000,360523,360523,709450,348928
27700,2018,133169996,3263036,3263036,13097928,9834891
131268,2018,4626400,227274,227274,458472,231198
105435,2018,17170800,884638,884638,1699332,814694
140210,2018,27381212,2077915,2077915,2713453,635538
290334,2018,5512000,300964,300964,546234,245270
193195,2018,42419853,3039964,3039964,4203769,1163805
259770,2018,26405000,1730766,1730766,2590252,859486
168200,2018,8739000,310577,310577,866027,555450
139487,2018,4808000,187000,187000,476468,289468
126398,2018,15988000,478351,478351,1584396,1106045
32047,2018,31845000,2523559,2523559,3155811,632252
254430,2018,10329000,285108,285108,1023595,738486
243057,2018,6330000,307306,307306,621649,314342
245461,2018,13975280,693139,693139,1384938,691799
52224,2018,21822000,1318216,1318216,2150252,832036
198179,2018,6012000,212270,212270,595784,383514
164549,2018,10569000,528595,528595,1047378,518784
186943,2018,3852800,198476,198476,381809,183333
221062,2018,7209800,477638,477638,714485,236847
63427,2018,14786000,833126,833126,1459333,626207
22377,2018,29866000,1335162,1335162,2959694,1624532
90882,2018,79944000,4623766,4623766,7922378,3298613
208028,2018,5774000,187694,187694,572198,384505
46880,2018,16813000,1450018,1450018,1666153,216135
101258,2018,4272000,281739,281739,409180,127441
206662,2018,102540000,7941802,7941802,10161622,2219820
242220,2018,25684800,1873151,1873151,2495989,622838
237904,2018,9319600,400420,400420,891654,491234
137828,2018,16272000,617883,617883,1608081,990198
229261,2018,94203968,5959690,5959690,9335528,3375839
79247,2018,10794000,696667,696667,1069676,373009
190401,2018,4574000,276288,276288,453279,176991
263868,2018,74558000,5008468,5008468,7358901,2350432
242059,2018,5520800,298586,298586,544431,245845
81113,2018,29147200,2484930,2484930,2888461,403532
33140,2018,45626800,2625611,2625611,4507404,1881793
116105,2018,13107400,905905,905905,1271481,365577
160395,2018,3240600,152077,152077,321141,169063
230353,2018,63265000,2638117,2638117,6269505,3631387
149121,2018,4419100,142148,142148,436175,294027
73948,2018,21239800,1143604,1143604,2094935,951332
193599,2018,7693500,141117,141117,762419,621302
149124,2018,8781000,596874,596874,868802,271928
153340,2018,24719000,1903000,1903000,2449631,546631
277069,2018,27931000,1049559,1049559,2767937,1718378
153382,2018,26109000,1330009,1330009,2577468,1247459
96504,2018,23387000,1402946,1402946,2317631,914685
151197,2018,3766468,189593,189593,373254,183660
253394,2018,8308000,639189,639189,823315,184126
159604,2018,21727000,1685477,1685477,2153126,467649
159562,2018,42928200,1942659,1942659,4229966,2287306
216422,2018,35709400,2104905,2104905,3525292,1420387
78899,2018,22859600,1527414,1527414,2265366,737951
84200,2018,81959000,3816901,3816901,8076477,4259577
110322,2018,53795000,1632162,1632162,5331036,3698874
203106,2018,44822000,1477369,1477369,4441820,2964450
76276,2018,14752500,845811,845811,1461959,616149
216427,2018,37166000,2338937,2338937,3683117,1344180
79756,2018,5032000,198991,198991,498667,299676
144793,2018,3450000,267270,267270,341892,74622
200916,2018,5309000,195919,195919,526117,330198
244071,2018,6093000,438117,438117,603811,165694
125928,2018,9525800,556025,556025,943998,387973
200073,2018,11534000,263306,263306,1137658,874351
240607,2018,13260900,949766,949766,1314143,364377
241227,2018,25893000,1495604,1495604,2511468,1015865
113511,2018,5611200,311468,311468,556065,244596
181917,2018,8799000,527703,527703,871973,344270
183046,2018,72828000,2060369,2060369,7217189,5156820
204975,2018,3888230,148153,148153,385320,237167
15837,2018,25450000,1417648,1417648,2522072,1104424
33455,2018,4346000,281144,281144,430685,149541
225368,2018,22055000,1514234,1514234,2185631,671396
158159,2018,3747200,268677,268677,371344,102667
207593,2018,9968000,441586,441586,987820,546234
47110,2018,17906400,1537166,1537166,1774508,237342
213096,2018,6962810,357649,357649,690008,332360
78739,2018,35189000,2338937,2338937,3442108,1103171
248244,2018,3077200,134497,134497,302668,168171
68827,2018,25040000,1870793,1870793,2477973,607180
259888,2018,40572000,1648018,1648018,4002910,2354892
188541,2018,1911000,132297,132297,189378,57081
46456,2018,27019100,1222467,1222467,2677568,1455102
73116,2018,11518000,269649,269649,1141423,871775
260956,2018,8897400,459523,459523,881724,422202
254606,2018,8964000,649694,649694,876432,226739
254436,2018,16766000,1163126,1163126,1661495,498369
5909,2018,6001000,413243,413243,572000,158757
53672,2018,80311000,857703,857703,7958748,7101045
218115,2018,72073000,4479477,4479477,7112640,2633162
151424,2018,13944400,1035229,1035229,1381877,346649
162040,2018,45142000,3159477,3159477,4453315,1293838
293382,2018,13759000,329604,329604,1363505,1033901
160215,2018,24270600,1753856,1753856,2405195,651339
104979,2018,50013828,3401857,3401857,4937199,1535342
195971,2018,6862800,221566,221566,610629,389063
159075,2018,28306400,1711283,1711283,2798400,1087117
174936,2018,8895000,273414,273414,881486,608072
117247,2018,17067500,187644,187644,1691374,1503730
184233,2018,7288000,416117,416117,722234,306117
75700,2018,11747000,669613,669613,1157378,487766
288677,2018,4843000,152514,152514,479937,327423
263219,2018,35413500,1294185,1294185,3509446,2215261
214698,2018,6323000,461207,461207,626604,165396
207296,2018,11792000,731054,731054,1156387,425333
203433,2018,18687000,1193550,1193550,1851865,658315
123723,2018,7315000,417009,417009,721739,304730
198367,2018,50534100,2549830,2549830,5007884,2458054
173871,2018,8378800,524214,524214,821710,297495
265702,2018,213611192,9510342,9510342,21069578,11559235
34280,2018,8134000,415027,415027,806072,391045
277323,2018,38672000,1394324,1394324,3802631,2408306
191922,2018,6503500,260571,260571,644491,383920
152094,2018,9725400,596319,596319,952679,356360
165259,2018,16384000,1078198,1078198,1615216,537018
235703,2018,12711000,513829,513829,1239135,725306
123198,2018,6112000,341198,341198,605694,264495
44657,2018,13167000,642955,642955,1304838,661883
105007,2018,4490000,204342,204342,444955,240613
249404,2018,9214000,507586,507586,913099,405514
259362,2018,9463328,621153,621153,937807,316654
257394,2018,35619500,2642180,2642180,3493194,851014
89677,2018,31649950,1769409,1769409,3136482,1367072
149437,2018,17087800,676748,676748,1673962,997214
66936,2018,3127000,174514,174514,306910,132396
205365,2018,22287000,1960577,1960577,2208622,248045
294854,2018,53907000,2887450,2887450,5342135,2454685
66332,2018,19372400,994796,994796,1915823,921027
65176,2018,8740000,527802,527802,866126,338324
269605,2018,6059000,212072,212072,600441,388369
39951,2018,5320900,330000,330000,527296,197296
145526,2018,28188000,1677550,1677550,2781514,1103964
159215,2018,5060000,384505,384505,499955,115450
200683,2018,9905000,316820,316820,980189,663369
294088,2018,18450000,604505,604505,1798649,1194144
176496,2018,41022000,3277405,3277405,4065243,787838
139864,2018,35925000,2014090,2014090,3532982,1518892
290971,2018,8685360,472937,472937,860711,387775
150005,2018,1371200,64315,64315,135885,71569
15117,2018,15040000,554856,554856,1490450,935595
167444,2018,4413000,188387,188387,437324,248937
169962,2018,6281300,389390,389390,622471,233081
177342,2018,49453000,3049874,3049874,4873297,1823423
67827,2018,22362000,1920937,1920937,2216054,295117
93272,2018,60808800,4696683,4696683,6026097,1329414
54829,2018,6164000,452189,452189,610847,158658
61837,2018,15511000,1081766,1081766,1537126,455360
195827,2018,32812000,2230919,2230919,3251640,1020721
127966,2018,12280014,574793,574793,1216938,642145
144376,2018,32623000,1121405,1121405,3232910,2111505
37559,2018,21120800,1084818,1084818,2093052,1008234
180072,2018,43790000,1837396,1837396,4339550,2502153
272242,2018,9974000,283622,283622,988414,704793
171973,2018,6687600,397843,397843,662735,264892
22877,2018,48809000,3053342,3053342,4807198,1753856
51002,2018,12149000,1011306,1011306,1203955,192649
266540,2018,23242712,1223845,1223845,2293422,1069577
101696,2018,9048000,295315,295315,896649,601333
251825,2018,62976000,4428243,4428243,5943568,1515324
15656,2018,21955000,1018045,1018045,2175721,1157676
257913,2018,6733000,354775,354775,667234,312459
153536,2018,4873000,238432,238432,482910,244477
132579,2018,5415400,239701,239701,536661,296960
146550,2018,6751900,436720,436720,663459,226739
219935,2018,63905000,3570243,3570243,6332928,2762685
244597,2018,6139000,215045,215045,588054,373009
144214,2018,19936500,832234,832234,1973410,1141176
205189,2018,13575700,907252,907252,1340880,433628
74835,2018,6284600,223330,223330,622798,399468
219358,2018,18655000,650883,650883,1848694,1197811
55089,2018,12183500,751716,751716,1195284,443568
251230,2018,11707000,898928,898928,1160153,261225
108840,2018,77760000,4118559,4118559,7705946,3587387
203444,2018,92670004,2975450,2975450,9183514,6208063
260406,2018,8027200,250939,250939,795488,544550
223408,2018,18634000,987622,987622,1846613,858991
196515,2018,5595000,258351,258351,554459,296108
186896,2018,7946100,295821,295821,785469,489649
15750,2018,4170000,299279,299279,413243,113964
113983,2018,11048600,791762,791762,1094906,303144
105546,2018,4155000,192252,192252,411757,219505
211633,2018,62278000,2719378,2719378,6171694,3452315
84398,2018,33390000,1641676,1641676,3113297,1471622
15558,2018,15445000,733135,733135,1530586,797450
99504,2018,4934000,139036,139036,488955,349919
74317,2018,7493000,530973,530973,726198,195225
24574,2018,12168000,774757,774757,1205838,431081
164795,2018,22397000,1063333,1063333,2196234,1132901
135896,2018,4751000,184225,184225,470820,286595
280470,2018,38941668,1733045,1733045,3859084,2126039
59382,2018,15689000,904676,904676,1546640,641964
55585,2018,43608000,1885856,1885856,4306649,2420793
106551,2018,23406000,1542081,1542081,2319514,777432
244707,2018,10100040,440400,440400,1000905,560505
46552,2018,14983200,524650,524650,1484822,960171
66979,2018,9946000,649198,649198,956703,307505
238152,2018,42611000,2392450,2392450,4222712,1830261
94707,2018,22494000,1231901,1231901,2229135,997234
24331,2018,17486000,1113378,1113378,1732847,619468
268277,2018,3763600,186465,186465,354141,167676
282906,2018,6511000,45883,45883,645234,599351
241243,2018,21941000,1282838,1282838,2172847,890009
72393,2018,8099400,500391,500391,802643,302252
278070,2018,20717400,803932,803932,2053076,1249144
188763,2018,8868000,588450,588450,870982,282532
201177,2018,4286000,187396,187396,424739,237342
168411,2018,5892800,232764,232764,583971,351207
179737,2018,16678000,865730,865730,1652775,787045
118042,2018,6607200,304551,304551,654768,350216
110765,2018,106485000,2497297,2497297,10552568,8055270
210386,2018,43908000,3459748,3459748,4351243,891495
175033,2018,10844000,461306,461306,1064225,602919
52658,2018,64047360,4277549,4277549,6347036,2069486
56003,2018,4618600,138501,138501,457699,319198
172195,2018,16114500,1049806,1049806,1596932,547126
120844,2018,66110604,5178027,5178027,6551501,1373474
109557,2018,14710000,1160252,1160252,1446550,286297
28860,2018,11462000,596577,596577,1135874,539297
32275,2018,12678000,735117,735117,1211784,476667
107303,2018,11716800,544332,544332,1161124,616793
53944,2018,14931000,679919,679919,1459928,780009
166536,2018,12126400,567580,567580,1201715,634135
93722,2018,10371000,600838,600838,1027757,426919
42846,2018,19129000,490937,490937,1895667,1404730
147673,2018,7227200,442002,442002,716209,274207
199128,2018,12474000,463784,463784,1236162,772378
199220,2018,12258000,567144,567144,1201279,634135
90509,2018,32492400,1433805,1433805,3219968,1786162
76619,2018,18629000,730757,730757,1846117,1115360
31493,2018,23025000,1348243,1348243,2281757,933514
52880,2018,96626992,4535270,4535270,9545918,5010648
5291,2018,11243000,627595,627595,1114171,486577
220316,2018,17696000,1044306,1044306,1753658,709351
128237,2018,12683400,627337,627337,1247697,620360
251494,2018,5906000,265982,265982,585279,319297
143256,2018,10691900,476013,476013,1051531,575518
286270,2018,30862000,1263811,1263811,3058396,1794586
120779,2018,10251000,258550,258550,1015865,757315
174215,2018,14606000,874748,874748,1441000,566252
35751,2018,11295000,411559,411559,1119324,707766
256993,2018,15162000,884063,884063,1489559,605495
83305,2018,11624000,518685,518685,1151928,633243
17975,2018,11359000,604901,604901,1125667,520766
52275,2018,2201500,127045,127045,218167,91122
193552,2018,7816904,181243,181243,774648,593405
253484,2018,8645000,361216,361216,856712,495495
156056,2018,4641800,268053,268053,459998,191945
240694,2018,15594000,851063,851063,1545351,694288
226985,2018,27230000,1598667,1598667,2686676,1088009
175658,2018,4026000,147063,147063,398973,251910
179043,2018,112410000,4681838,4681838,11139730,6457892
119420,2018,14478800,522629,522629,1434836,912207
42916,2018,3054100,171541,171541,302659,131118
93485,2018,28425000,1328423,1328423,2816892,1488468
250859,2018,9151000,342586,342586,898135,555550
215541,2018,27533000,2468856,2468856,2707685,238829
281212,2018,25696000,2082667,2082667,2298703,216036
247503,2018,22324200,1098732,1098732,2212308,1113577
54672,2018,22137600,1584069,1584069,2168843,584774
12953,2018,21508000,998919,998919,2112297,1113378
190001,2018,6569500,376874,376874,643500,266626
251662,2018,11540380,624362,624362,1143641,519279
93707,2018,105004744,5362104,5362104,10405876,5043772
22718,2018,10863000,522153,522153,1076514,554360
125893,2018,23650095,1532912,1532912,2295640,762728
97389,2018,4860000,279757,279757,481622,201865
287718,2018,10099000,359432,359432,992577,633144
30814,2018,11650300,604584,604584,1134814,530230
114895,2018,3704300,174127,174127,367093,192966
156990,2018,143185000,6590883,6590883,14189505,7598622
252901,2018,42977000,2981396,2981396,3912135,930739
187053,2018,46792000,1903991,1903991,4605333,2701342
253505,2018,36610000,2108234,2108234,3628018,1519784
70411,2018,10361000,667730,667730,1020523,352793
95667,2018,6114000,456450,456450,605892,149441
270836,2018,8064400,389895,389895,799175,409279
225647,2018,60494400,3689895,3689895,5975121,2285225
279504,2018,12990000,616892,616892,1287297,670405
214178,2018,11289000,628685,628685,1118730,490045
14844,2018,18090000,675856,675856,1792703,1116847
91840,2018,7613000,529982,529982,749090,219108
25363,2018,5999000,321081,321081,580820,259739
187496,2018,6706000,363495,363495,661883,298387
281310,2018,15914000,895757,895757,1574784,679027
45116,2018,12359000,639586,639586,1224766,585180
283448,2018,8179000,194432,194432,810532,616099
229745,2018,12531000,424045,424045,1241811,817766
136899,2018,4908575,216730,216730,486435,269706
117674,2018,8227000,437523,437523,815288,377766
132024,2018,6590800,299953,299953,653142,353189
53909,2018,3774000,165297,165297,370829,205532
18554,2018,9232000,506000,506000,914883,408883
235354,2018,4261000,302360,302360,416712,114351
211936,2018,10751000,757315,757315,1065414,308099
261949,2018,11266200,542686,542686,1110227,567541
255949,2018,1331000,37658,37658,131901,94243
186912,2018,2448000,124171,124171,242595,118423
49216,2018,8570000,547126,547126,849279,302153
196301,2018,24536000,1394225,1394225,2431495,1037270
140492,2018,21444308,1069013,1069013,2117481,1048468
257695,2018,16990600,666144,666144,1683753,1017609
35209,2018,7592000,333964,333964,747802,413838
4023,2018,10575000,524829,524829,1041730,516901
1002,2018,3779000,213360,213360,374495,161135
96605,2018,14622000,867712,867712,1449027,581315
76687,2018,10412000,355072,355072,1031820,676748
195336,2018,3989000,159054,159054,389360,230306
284932,2018,24349000,1087910,1087910,2412964,1325054
94555,2018,27840000,1281252,1281252,2735432,1454180
141925,2018,9986500,528495,528495,979842,451347
213928,2018,7407000,259937,259937,734027,474090
283270,2018,75848000,5557081,5557081,7387640,1830559
63588,2018,8597000,605694,605694,851955,246261
44829,2018,47235200,3852378,3852378,4680966,828587
79315,2018,49589800,3749196,3749196,4914305,1165108
16395,2018,17032000,933315,933315,1687856,754541
25406,2018,4000000,223171,223171,396396,173225
26326,2018,33866196,2645966,2645966,3356110,710144
140177,2018,8505000,292838,292838,842838,550000
284478,2018,29154000,1116550,1116550,2889135,1772586
169033,2018,34278600,2985222,2985222,3396978,411757
86734,2018,16766000,395009,395009,1661495,1266486
194340,2018,11761700,531468,531468,1165574,634105
264867,2018,8409000,336541,336541,825495,488955
168828,2018,2842688,67158,67158,281708,214550
237696,2018,34996500,1942541,1942541,3468122,1525581
139820,2018,8064800,406485,406485,799214,392730
97350,2018,22848000,1816387,1816387,2264216,447829
194404,2018,9613000,371324,371324,952640,581315
11681,2018,47050000,3757441,3757441,4662613,905171
266973,2018,17787000,1135279,1135279,1762676,627396
283104,2018,32369000,1299189,1299189,3207739,1908550
26643,2018,5899000,301063,301063,584586,283523
13585,2018,7177660,321041,321041,711300,390258
278422,2018,10066000,332081,332081,997532,665450
148387,2018,20555020,1047834,1047834,2036984,989150
59141,2018,6898000,448721,448721,683586,234865
204454,2018,8675000,722928,722928,859685,136757
15955,2018,10751000,543757,543757,1058676,514919
148878,2018,23860900,1380540,1380540,2364594,984054
4221,2018,7763000,393126,393126,769306,376180
98351,2018,11458064,755492,755492,1135484,379992
158774,2018,63260200,1423585,1423585,6269029,4845443
109153,2018,11130000,492324,492324,1102973,610649
267624,2018,23677500,1323914,1323914,2306779,982865
8316,2018,16804000,1129135,1129135,1650396,521261
293884,2018,3391000,85126,85126,336045,250919
220965,2018,3332000,91766,91766,330198,238432
235227,2018,5005000,271432,271432,495991,224559
6376,2018,10434892,224261,224261,1034088,809827
30176,2018,13327000,948180,948180,1293640,345459
116987,2018,10634500,485209,485209,1041680,556471
47089,2018,25670000,2431297,2431297,2543874,112577
113892,2018,33812000,1686369,1686369,3340829,1654459
169136,2018,19939000,1118135,1118135,1975937,857802
8275,2018,6960000,476667,476667,683982,207315
13081,2018,89308000,3762939,3762939,8850342,5087404
96468,2018,9813000,239919,239919,964036,724117
282384,2018,28242000,1717985,1717985,2798757,1080771
48672,2018,17150000,1176802,1176802,1699550,522748
47067,2018,22395000,1277883,1277883,2219324,941441
174035,2018,21479000,1277387,1277387,2128550,851162
82809,2018,60432000,3836126,3836126,5988757,2152631
27744,2018,73664000,2875856,2875856,7288144,4412288
88508,2018,78993000,3506027,3506027,7810297,4304270
141915,2018,5900700,296376,296376,584754,288378
95535,2018,18577000,1792009,1792009,1840964,48955
170189,2018,13191200,734879,734879,1307236,572357
76701,2018,11624200,186405,186405,1151948,965542
150594,2018,3592600,198456,198456,356023,157568
43968,2018,54904000,2420595,2420595,5423000,3002405
66383,2018,16010000,638198,638198,1586577,948378
260421,2018,10522800,447908,447908,1042800,594892
127744,2018,3245000,120604,120604,316820,196216
74887,2018,35178000,2602937,2602937,3486108,883171
103389,2018,20624800,1159440,1159440,2038449,879009
126581,2018,10902200,449533,449533,1080398,630865
233902,2018,7722000,126550,126550,765243,638694
117390,2018,10357400,806786,806786,1021751,214966
284038,2018,9670000,542072,542072,958288,416216
188886,2018,26130000,1595198,1595198,2581036,985838
151627,2018,14233004,990793,990793,1410478,419685
33020,2018,36907000,2830766,2830766,3642883,812117
50975,2018,64501000,5198739,5198739,6391991,1193252
197441,2018,3078500,124815,124815,305077,180261
187675,2018,12227900,642945,642945,1200080,557135
34424,2018,14879500,1311131,1311131,1474545,163414
200866,2018,7871000,139333,139333,735414,596081
90402,2018,5130000,269252,269252,508378,239126
196479,2018,30265600,2084906,2084906,2999294,914387
43251,2018,71285000,3315313,3315313,7064279,3748967
48503,2018,21955000,1908847,1908847,2175721,266874
33345,2018,13335000,1085829,1085829,1321486,235658
174350,2018,15238000,955018,955018,1510072,555054
211858,2018,15710000,1377973,1377973,1556847,178874
217524,2018,25333000,1917369,1917369,2496802,579432
217053,2018,8059000,438216,438216,798640,360423
51490,2018,20156000,1255685,1255685,1997441,741757
283007,2018,14366000,916667,916667,1423658,506991
222815,2018,24024000,1850577,1850577,2355982,505405
9780,2018,44363996,1151000,1151000,4396432,3245432
166758,2018,9613400,520905,520905,952679,431775
183337,2018,60433500,3001662,3001662,5692500,2690838
38250,2018,13739000,810333,810333,1361523,551189
23982,2018,33045000,2286216,2286216,3274730,988514
2676,2018,12023000,838874,838874,1191468,352595
202991,2018,10784000,327523,327523,1068685,741162
153922,2018,1575000,79676,79676,156081,76405
218620,2018,14012000,755532,755532,1388577,633045
50974,2018,24061000,1611847,1611847,2384423,772577
84054,2018,57393000,2596694,2596694,5687595,3090901
196199,2018,10898500,268707,268707,1066653,797946
241606,2018,9700000,665153,665153,956802,291649
164625,2018,23192000,1214162,1214162,2290676,1076514
127620,2018,39062500,1779523,1779523,3856887,2077365
170291,2018,164797000,12472712,12472712,16331234,3858523
33002,2018,5415000,197009,197009,536622,339613
91481,2018,12831000,840459,840459,1266586,426126
4941,2018,36253000,1761090,1761090,3579658,1818568
271683,2018,7608000,189874,189874,753946,564072
24600,2018,17530000,1170087,1170087,1727793,557706
162412,2018,18019300,1493850,1493850,1785696,291847
120145,2018,6584000,417604,417604,652468,234865
284695,2018,48084000,2382739,2382739,4765081,2382342
227895,2018,20955000,882477,882477,2076622,1194144
11141,2018,9174000,557036,557036,909135,352099
123226,2018,8713600,594951,594951,863510,268559
221419,2018,6471600,392730,392730,641330,248600
105461,2018,6098000,375784,375784,593505,217721
252156,2018,53043000,2228441,2228441,5245613,3017171
28042,2018,39282000,3647243,3647243,3892811,245568
18786,2018,21775000,1166000,1166000,2157883,991883
72424,2018,5202400,311310,311310,515553,204243
138183,2018,22840600,1422627,1422627,2263483,840856
102280,2018,23980000,1589847,1589847,2376396,786550
10401,2018,32917000,1713126,1713126,3262045,1548919
216407,2018,12414700,868207,868207,1230286,362078
158528,2018,3883000,338622,338622,384802,46180
151970,2018,24835000,1951757,1951757,2461126,509369
276917,2018,18778000,288775,288775,1860883,1572108
193307,2018,5952000,199685,199685,589838,390153
246297,2018,7946100,355290,355290,787451,432162
247665,2018,7464000,186009,186009,739676,553667
86785,2018,19494800,1777422,1777422,1931917,154495
81877,2018,45360000,2715811,2715811,4478189,1762378
211992,2018,107813000,9213144,9213144,10684171,1471027
62685,2018,8446000,244874,244874,836991,592117
259861,2018,64279200,4087362,4087362,6370011,2282649
262569,2018,27920680,1675171,1675171,2766914,1091743
18089,2018,15934077,871944,871944,1574692,702749
25162,2018,16676000,479640,479640,1647225,1167586
283048,2018,4430000,133486,133486,439009,305523
16977,2018,181550000,17188739,17188739,17991441,802703
276955,2018,13795000,400856,400856,1367072,966216
203257,2018,53947500,1296018,1296018,5346149,4050131
160042,2018,32405500,1178685,1178685,3018608,1839923
293605,2018,8624000,206423,206423,854631,648207
44494,2018,16767000,1251721,1251721,1661595,409874
172440,2018,5390500,190171,190171,534194,344023
288151,2018,29444600,1594068,1594068,2917933,1323865
28406,2018,54472800,2243485,2243485,5383341,3139856
134485,2018,8348900,459909,459909,817260,357351
68407,2018,45186000,2116360,2116360,4477892,2361532
45829,2018,8917000,421468,421468,883667,462198
153257,2018,8386400,481661,481661,831085,349423
131104,2018,15876000,977216,977216,1573297,596081
140410,2018,24590000,959577,959577,2436847,1477270
143838,2018,10646400,806607,806607,1052769,246162
68114,2018,175866000,14332108,14332108,17413297,3081189
