id_n,Year,CONS_Nonfood,vat,vat1,vat2,vat_diff
46224,2018,65203000,3810459,3810459,6448279,2637820
111128,2018,144804000,4136793,4136793,14349946,10213153
155310,2018,3650200,291272,291272,361732,70459
61751,2018,230965000,12722838,12722838,22814099,10091261
116321,2018,29125200,1533182,1533182,2836732,1303550
19021,2018,23374496,1508685,1508685,2316391,807707
41852,2018,19360000,1180667,1180667,1918559,737892
181437,2018,15978300,515632,515632,1583435,1067804
261141,2018,16521000,957793,957793,1632856,675063
197843,2018,523549100,46038280,46038280,51536397,5498117
233635,2018,16604000,436333,436333,1645441,1209108
15839,2018,12760000,814099,814099,1264505,450405
32358,2018,4787996,325541,325541,474486,148946
111983,2018,8170000,778721,778721,809640,30919
144391,2018,30607000,1616505,1616505,3001414,1384910
101132,2018,5687000,401351,401351,561297,159946
149497,2018,4702600,295771,295771,466023,170252
261712,2018,6168000,396099,396099,611243,215144
178902,2018,10308000,876928,876928,1021514,144586
229654,2018,49399000,2473514,2473514,4895396,2421883
52293,2018,21754000,1386793,1386793,2155802,769009
159469,2018,5204000,245766,245766,515712,269946
43623,2018,15196300,773171,773171,1503363,730192
52396,2018,22620000,1584991,1584991,2211892,626901
60130,2018,14468737,598658,598658,1385280,786623
77442,2018,10859500,759248,759248,1076167,316919
162324,2018,23090000,1609468,1609468,2273829,664360
167375,2018,18148600,1245676,1245676,1788600,542924
81954,2018,41733000,1984261,1984261,4096459,2112198
113397,2018,8100600,554321,554321,791168,236847
154101,2018,1685000,87901,87901,166982,79081
255533,2018,3027000,119514,119514,299973,180459
109363,2018,18320000,1658919,1658919,1815495,156577
234894,2018,13783200,1030452,1030452,1365903,335450
267820,2018,25304600,1404056,1404056,2507663,1103607
249592,2018,31696200,1848912,1848912,3141065,1292153
232527,2018,30511000,1923117,1923117,3020838,1097721
128685,2018,11051000,663369,663369,1084144,420775
99566,2018,9165000,319198,319198,908243,589045
49609,2018,9873000,586912,586912,975829,388917
102924,2018,37932000,2203171,2203171,3759027,1555856
231961,2018,18910000,1558135,1558135,1873964,315829
205678,2018,4487000,210090,210090,444658,234568
44123,2018,13484000,855423,855423,1336252,480829
128586,2018,46186000,3042144,3042144,4576991,1534847
242859,2018,26868000,1290667,1290667,2648423,1357757
274143,2018,8258000,276189,276189,818360,542171
84363,2018,30952000,1771892,1771892,3057901,1286009
26692,2018,16661000,670306,670306,1651090,980784
202540,2018,6278000,160144,160144,622144,462000
31384,2018,9786800,817766,817766,969863,152097
183631,2018,30307000,1862468,1862468,2996360,1133892
221840,2018,9213600,596141,596141,913059,316919
258330,2018,13959500,1151383,1151383,1329365,177982
226955,2018,20061000,749784,749784,1988027,1238243
189176,2018,3920400,254625,254625,388508,133883
68720,2018,13349580,725703,725703,1322931,597229
154034,2018,636000,42910,42910,63027,20117
18828,2018,15176000,1196423,1196423,1503928,307505
275008,2018,15990000,1249640,1249640,1564775,315135
191316,2018,28670000,1106541,1106541,2828189,1721649
101418,2018,6717000,297495,297495,659901,362405
89192,2018,16855800,1269539,1269539,1660980,391441
116825,2018,14160000,910423,910423,1403243,492820
204161,2018,94084996,4161837,4161837,9305901,5144063
181832,2018,33425000,2017856,2017856,3312387,1294532
154213,2018,4682000,118027,118027,463982,345955
281257,2018,25313000,1077108,1077108,2508495,1431387
170303,2018,5442000,303045,303045,539297,236252
215350,2018,33843604,2531051,2531051,3353871,822820
48043,2018,15332000,976324,976324,1511955,535631
101255,2018,4662000,102270,102270,462000,359730
32101,2018,59557000,4932757,4932757,5862405,929649
79444,2018,24953000,1150838,1150838,2463009,1312171
36284,2018,7776000,489252,489252,770595,281342
28181,2018,62116996,5142153,5142153,6155738,1013586
120422,2018,13850000,888523,888523,1372523,484000
278832,2018,37370000,1362811,1362811,3703333,2340523
98688,2018,10764000,745721,745721,1066703,320982
127614,2018,6012300,399270,399270,595814,196543
3547,2018,4497000,83739,83739,445649,361910
273057,2018,15569000,1104261,1104261,1542874,438613
151152,2018,17090162,874688,874688,1693620,818931
271870,2018,25474880,888820,888820,2524538,1635718
235737,2018,14139000,687450,687450,1401162,713712
18583,2018,12390000,790216,790216,1227838,437622
289155,2018,4471000,185514,185514,440595,255081
241972,2018,44879196,3434101,3434101,4447488,1013387
294492,2018,7849360,298126,298126,773504,475378
27755,2018,9432000,522351,522351,934703,412351
17260,2018,17199500,1085333,1085333,1684635,599302
34482,2018,217944000,21066685,21066685,21598054,531369
223035,2018,15590000,583099,583099,1541982,958883
276895,2018,54867000,4198829,4198829,5437270,1238441
192817,2018,3566820,104135,104135,353469,249333
96153,2018,14765800,883805,883805,1447223,563418
51154,2018,66414000,5513081,5513081,6581568,1068486
190993,2018,5263000,283423,283423,519973,236550
23516,2018,7822000,391441,391441,773766,382324
187545,2018,6025900,431547,431547,597161,165614
285118,2018,7899000,388270,388270,782784,394514
263802,2018,5061800,145656,145656,501620,355964
59968,2018,9476000,432964,432964,939063,506099
274925,2018,24052000,2147180,2147180,2370153,222973
254384,2018,4617400,278865,278865,457580,178715
110458,2018,131922000,7835964,7835964,13073351,5237387
136813,2018,24035000,1350027,1350027,2366982,1016955
258688,2018,133144000,9562865,9562865,13144901,3582036
159498,2018,11714000,480432,480432,1157973,677541
145576,2018,22315200,1101804,1101804,2211416,1109613
123144,2018,5857000,268955,268955,580423,311468
122365,2018,11901000,700532,700532,1179378,478847
84676,2018,37708000,2292162,2292162,3736829,1444667
219952,2018,59646000,4039775,4039775,5910865,1871090
181267,2018,16611000,1201973,1201973,1646135,444162
242123,2018,4641400,328157,328157,459959,131802
282089,2018,35288000,1947000,1947000,3497009,1550009
53797,2018,23383000,1298297,1298297,2308514,1010216
110325,2018,77879000,6250577,6250577,7717739,1467162
27391,2018,20793356,975993,975993,2060603,1084610
280873,2018,13217000,496288,496288,1218721,722432
97828,2018,31853300,2048507,2048507,3156633,1108126
291837,2018,5421168,255692,255692,537233,281541
262793,2018,28314480,2265703,2265703,2805939,540237
180143,2018,26894000,1069081,1069081,2665171,1596090
127558,2018,16385200,1282065,1282065,1618605,336541
72245,2018,20368000,1303153,1303153,2018450,715297
72655,2018,6140480,395306,395306,608516,213210
24428,2018,17196000,1341306,1341306,1704108,362802
271140,2018,29381000,1982775,1982775,2896964,914189
26207,2018,195498000,16036514,16036514,19373676,3337162
235880,2018,16316000,1007640,1007640,1616901,609261
114150,2018,39575000,1613532,1613532,3723649,2110117
203550,2018,17089000,868703,868703,1693505,824802
185355,2018,15541280,371820,371820,1540127,1168307
252346,2018,7736400,321914,321914,766670,444757
280247,2018,46637000,1529297,1529297,4621685,3092387
161872,2018,3803000,114559,114559,376874,262315
27902,2018,51438000,796360,796360,5097459,4301099
185318,2018,6831700,84502,84502,677015,592514
254389,2018,21056200,1546460,1546460,2086650,540190
61036,2018,10275200,426721,426721,1012218,585497
139509,2018,68655000,3058694,3058694,6783829,3725135
245034,2018,14054000,614811,614811,1392739,777928
200017,2018,7240000,191459,191459,707964,516505
235585,2018,9222000,391937,391937,913892,521955
250662,2018,12247000,576103,576103,1213667,637564
282009,2018,34754000,1677649,1677649,3435865,1758216
172903,2018,8255000,563378,563378,818063,254685
79215,2018,51506200,2957018,2957018,5104218,2147200
196466,2018,22463000,1843739,1843739,2226063,382324
264673,2018,25990300,1040650,1040650,2562832,1522182
94060,2018,18223800,1497665,1497665,1777818,280153
145459,2018,10094000,580423,580423,1000306,419883
106721,2018,11384600,427077,427077,1128204,701126
255572,2018,8377000,390649,390649,830153,439505
198689,2018,3557000,183928,183928,341991,158063
214149,2018,8284340,681584,681584,820971,139387
30717,2018,17783000,798937,798937,1762279,963342
135321,2018,15708000,1067099,1067099,1543865,476766
234195,2018,10057000,162523,162523,996640,834117
217176,2018,17228200,1186831,1186831,1707299,520468
6763,2018,10218000,543261,543261,1000009,456748
1502,2018,15400000,1088703,1088703,1526126,437423
157610,2018,9008000,718964,718964,889910,170946
98411,2018,11796000,590532,590532,1165108,574577
238202,2018,31343000,1997640,1997640,3095360,1097721
159999,2018,6758000,508676,508676,669712,161036
132075,2018,10879400,233418,233418,1078139,844721
177862,2018,22853000,1276198,1276198,2259955,983757
59563,2018,25677000,1794883,1794883,2544568,749685
18122,2018,44551600,2144465,2144465,4415023,2270559
224576,2018,37790000,2478964,2478964,3715721,1236757
154167,2018,12180200,1041234,1041234,1197236,156002
165018,2018,55456000,3665775,3665775,5495640,1829865
136907,2018,15497000,895459,895459,1535739,640279
25138,2018,11885000,649198,649198,1177793,528595
13711,2018,13036000,642955,642955,1272135,629180
276907,2018,18209000,432865,432865,1804495,1371631
263049,2018,59379000,5373649,5373649,5884405,510757
130601,2018,7400000,445252,445252,733333,288081
135142,2018,6184000,380739,380739,612829,232090
140583,2018,4284990,217324,217324,417999,200675
215523,2018,19105000,1310288,1310288,1893288,583000
36818,2018,85835000,5317658,5317658,8466532,3148874
204184,2018,44577000,2882396,2882396,4397721,1515324
113965,2018,36996140,1389964,1389964,3666284,2276320
53168,2018,6588000,598360,598360,652865,54505
223627,2018,13945000,766234,766234,1381937,615703
69356,2018,5426000,283721,283721,524135,240414
142568,2018,19214300,1127777,1127777,1904120,776342
32085,2018,19025000,1300676,1300676,1848991,548315
64222,2018,4352300,268697,268697,431309,162612
123321,2018,6117000,179270,179270,606189,426919
253128,2018,11688400,580661,580661,1158310,577649
112600,2018,24298300,1212676,1212676,2404570,1191895
242909,2018,10309000,474387,474387,1021613,547225
76139,2018,17046000,1129928,1129928,1601838,471910
217872,2018,66978000,3470649,3470649,6637459,3166811
264419,2018,9564320,477095,477095,947815,470721
178294,2018,28799000,927964,927964,2853955,1925991
278605,2018,16776000,1170261,1170261,1652973,482712
135359,2018,4041000,250225,250225,398180,147955
258273,2018,13556400,1282184,1282184,1343427,61243
153112,2018,12723600,621213,621213,1231960,610748
238130,2018,209047000,18985901,18985901,20691595,1705694
268349,2018,3030000,83045,83045,300270,217225
120898,2018,5993000,413640,413640,593901,180261
9409,2018,71222992,5363342,5363342,7058134,1694792
206727,2018,31599800,1950865,1950865,3131512,1180647
7173,2018,29647000,2113586,2113586,2926099,812514
178414,2018,44774000,1898342,1898342,4356198,2457856
269395,2018,5294000,179667,179667,524631,344964
249111,2018,43331000,3091991,3091991,4277514,1185523
215296,2018,35654000,3089117,3089117,3493640,404523
178105,2018,21175000,1576865,1576865,2098423,521559
160316,2018,6239000,376577,376577,616396,239820
110006,2018,24871000,830252,830252,2464694,1634441
278195,2018,21270000,758802,758802,2107838,1349036
155204,2018,3087000,157171,157171,301559,144387
92346,2018,6292000,287685,287685,593009,305324
276485,2018,75441500,7213275,7213275,7476185,262910
32939,2018,12179000,883865,883865,1184333,300468
105104,2018,23378000,984550,984550,2316739,1332189
246344,2018,5009770,246459,246459,496464,250004
44727,2018,22586000,964730,964730,2238252,1273523
132555,2018,15588600,1048924,1048924,1530249,481324
67812,2018,17724000,1353198,1353198,1756432,403234
187266,2018,687000,42018,42018,68081,26063
231451,2018,27318000,990991,990991,2707189,1716198
246689,2018,29342490,902159,902159,2907814,2005656
177000,2018,14533600,768355,768355,1435807,667452
279924,2018,9518000,574676,574676,943225,368550
225556,2018,55627000,4293171,4293171,5512586,1219414
292373,2018,19158000,529586,529586,1898541,1368955
153764,2018,1260000,66892,66892,124865,57973
73076,2018,16896000,1136667,1136667,1674378,537712
273506,2018,25367500,1193153,1193153,2474257,1281104
52378,2018,4497400,264535,264535,445688,181153
62611,2018,2943000,127441,127441,287090,159649
128724,2018,14188100,752965,752965,1406028,653063
164333,2018,76831100,3691243,3691243,7613893,3922650
164348,2018,42145000,3194261,3194261,4176532,982270
229335,2018,24804000,1122198,1122198,2458054,1335856
230555,2018,91598000,4715532,4715532,9077279,4361748
80566,2018,34053000,921121,921121,3374622,2453501
205639,2018,17694000,554162,554162,1753459,1199297
48975,2018,6195000,336342,336342,601829,265486
235608,2018,41157000,3727514,3727514,4078622,351108
275032,2018,12641000,621550,621550,1252712,631162
65289,2018,19754000,1206135,1206135,1957604,751468
116206,2018,15066000,1062045,1062045,1478162,416117
291351,2018,24130000,2272045,2272045,2362225,90180
207574,2018,22897000,1144892,1144892,2269072,1124180
286810,2018,30990500,1774468,1774468,3071131,1296662
270402,2018,14860000,1024189,1024189,1472613,448423
30334,2018,18397900,1345568,1345568,1823215,477648
278746,2018,6998000,243685,243685,693495,449811
68689,2018,70421500,4508414,4508414,6978707,2470293
162465,2018,8913000,327721,327721,880396,552676
42015,2018,14270000,907252,907252,1414144,506892
450,2018,13961000,830649,830649,1368658,538009
91657,2018,21145000,1130523,1130523,2084847,954324
224422,2018,11352200,712542,712542,1124993,412450
239738,2018,16563000,1051838,1051838,1641378,589541
168817,2018,10278000,493811,493811,1018541,524730
45580,2018,13799000,1106739,1106739,1367468,260730
191307,2018,1689300,95561,95561,167408,71847
3319,2018,30051000,2274225,2274225,2978027,703802
154782,2018,1509000,77198,77198,149541,72342
41046,2018,16342000,1159856,1159856,1619477,459622
3172,2018,26335000,1742658,1742658,2609775,867117
267485,2018,20125000,1534550,1534550,1994369,459820
106399,2018,8909200,416434,416434,882894,466459
43236,2018,12552000,461505,461505,1243892,782387
36995,2018,15806000,921225,921225,1562595,641369
151311,2018,11795000,828369,828369,1164117,335748
78995,2018,32199800,2200694,2200694,3190971,990277
109415,2018,83110400,4702490,4702490,8219319,3516829
271766,2018,15743000,411459,411459,1560117,1148658
272766,2018,20341000,549405,549405,1955919,1406514
35384,2018,6847000,367459,367459,678532,311072
202747,2018,17324000,627793,627793,1716793,1089000
241552,2018,15779000,832631,832631,1563685,731054
151257,2018,58035000,4833757,4833757,5751216,917459
130857,2018,40219500,2144554,2144554,3985716,1841162
249124,2018,5630000,254486,254486,557928,303441
101179,2018,5735000,274802,274802,568333,293532
68879,2018,21490000,1689937,1689937,2045405,355468
3432,2018,11603000,789820,789820,1133495,343676
66201,2018,25352000,1459333,1459333,2512360,1053027
39880,2018,13244000,857802,857802,1312468,454667
60288,2018,6134000,483405,483405,607874,124468
259854,2018,46509000,602027,602027,4597108,3995081
252536,2018,3363000,61441,61441,333270,271829
143766,2018,14920800,1074611,1074611,1478638,404027
99612,2018,4049000,146468,146468,401252,254784
143220,2018,49119766,2742270,2742270,4719076,1976806
176045,2018,35689000,1803505,1803505,3536748,1733243
133356,2018,7419000,330099,330099,735216,405117
134686,2018,1583000,71550,71550,156874,85324
183233,2018,34524000,1565766,1565766,3409306,1843541
82681,2018,6803000,353784,353784,666045,312261
187594,2018,10890000,794180,794180,1079189,285009
70396,2018,8238000,580523,580523,813405,232883
11823,2018,29538000,2149162,2149162,2927189,778027
216782,2018,14550000,601135,601135,1441892,840757
192700,2018,5331000,331387,331387,523144,191757
250280,2018,175623664,6929965,6929965,17280273,10350308
288379,2018,53062600,2823690,2823690,5239429,2415739
34942,2018,19808000,1094748,1094748,1962955,868207
255100,2018,3490000,142901,142901,345856,202955
68120,2018,13971000,721937,721937,1384514,662577
212249,2018,27180000,1826991,1826991,2668739,841748
119115,2018,20037465,1322378,1322378,1985695,663316
181634,2018,20533000,1471622,1471622,2034802,563180
123717,2018,31810000,1219315,1219315,3152342,1933027
57799,2018,5328000,381829,381829,528000,146171
292819,2018,17195000,412252,412252,1704009,1291757
147053,2018,30493800,1243377,1243377,3021908,1778532
15356,2018,14749000,887631,887631,1461613,573982
246540,2018,35635000,2340919,2340919,3531396,1190477
105567,2018,9790000,602523,602523,970180,367658
209436,2018,17087400,897541,897541,1682148,784607
256718,2018,7767000,399171,399171,764946,365775
89383,2018,28098000,844225,844225,2780523,1936297
284564,2018,51326000,3253225,3253225,5026901,1773676
276034,2018,35462000,1474198,1474198,3514252,2040054
44658,2018,23467000,1253604,1253604,2304550,1050946
184341,2018,12727000,840955,840955,1261234,420279
22428,2018,18863000,1403937,1403937,1860189,456252
254178,2018,24769600,1517861,1517861,2416492,898631
159106,2018,9448676,616495,616495,933680,317184
82306,2018,10538000,583198,583198,1044306,461108
149654,2018,2724000,175604,175604,269946,94342
139885,2018,12484000,704396,704396,1216640,512243
214913,2018,47242000,3062955,3062955,4675297,1612342
97283,2018,6301000,441685,441685,624423,182739
53757,2018,17626000,957892,957892,1734234,776342
68769,2018,21097400,954126,954126,2090733,1136607
89091,2018,14951840,1119011,1119011,1481714,362703
235751,2018,14242000,747207,747207,1411369,664162
270254,2018,15301000,608270,608270,1516315,908045
122166,2018,2200000,138541,138541,218018,79477
16948,2018,32624341,1263196,1263196,3233043,1969846
44706,2018,21814000,1334171,1334171,2120622,786450
34814,2018,24887996,1354090,1354090,2466378,1112288
26666,2018,15714000,1118036,1118036,1557243,439207
19868,2018,16466200,1026488,1026488,1610677,584189
100594,2018,6538000,433757,433757,645928,212171
192428,2018,21445000,1457252,1457252,2125180,667928
77150,2018,63725450,3073261,3073261,6315135,3241873
157851,2018,26618600,1695022,1695022,2609537,914515
209077,2018,44642000,3589766,3589766,4423982,834216
102195,2018,81362000,6417856,6417856,7993532,1575676
107794,2018,10778000,362207,362207,1068090,705883
135904,2018,5922400,283166,283166,586905,303739
6318,2018,19300004,1428315,1428315,1912613,484298
39746,2018,26006996,1415135,1415135,2547540,1132405
13419,2018,8040000,433559,433559,796757,363198
166819,2018,7714000,526514,526514,764450,237937
122607,2018,49635025,4097649,4097649,4884102,786453
262058,2018,10388000,283919,283919,1029441,745523
197293,2018,31127000,1316631,1316631,3084658,1768027
150257,2018,7052000,67387,67387,697658,630270
135059,2018,33817404,1240562,1240562,3351274,2110712
197358,2018,14390800,576241,576241,1426115,849874
185860,2018,144148000,5601279,5601279,14284937,8683658
289856,2018,6844000,94342,94342,678234,583892
98876,2018,7318000,526811,526811,721243,194432
104909,2018,3183000,134775,134775,315432,180658
200902,2018,5661000,194829,194829,561000,366171
90343,2018,47606200,3204984,3204984,4717732,1512748
58967,2018,43578000,2874270,2874270,4318541,1444270
14233,2018,19883552,1337893,1337893,1951217,613324
251850,2018,47298000,3783901,3783901,4687189,903288
167085,2018,1513000,61937,61937,149937,88000
264065,2018,78306000,4352036,4352036,7710505,3358468
59513,2018,33468000,2373919,2373919,3316649,942730
160247,2018,5296000,138144,138144,524829,386685
198204,2018,6719000,396198,396198,658910,262712
232028,2018,26500000,1925396,1925396,2626126,700730
111312,2018,18371000,654351,654351,1820550,1166198
218341,2018,15735000,845018,845018,1559324,714306
155570,2018,11956000,506099,506099,1184829,678730
89135,2018,624950000,20231081,20231081,61931982,41700901
36005,2018,12589000,692604,692604,1247559,554955
26572,2018,7982000,545441,545441,791009,245568
48227,2018,12283000,985342,985342,1212180,226838
10313,2018,4974800,280748,280748,492998,212250
248848,2018,8144000,453180,453180,807063,353883
184681,2018,6625000,338423,338423,656532,318108
195301,2018,8066600,486131,486131,796370,310240
230718,2018,31050000,2359153,2359153,3077027,717874
27141,2018,6263000,471712,471712,620658,148946
2758,2018,20537000,1484207,1484207,2017360,533153
29037,2018,3645000,145477,145477,361216,215739
264135,2018,37451000,3226270,3226270,3711360,485090
8705,2018,4857000,152216,152216,481324,329108
128912,2018,7742000,501937,501937,767225,265288
252467,2018,10763400,588688,588688,1066643,477955
200384,2018,2332000,55694,55694,231099,175405
106337,2018,5310000,109405,109405,526216,416811
43724,2018,11865000,772775,772775,1175811,403036
220289,2018,24230600,574477,574477,2401231,1826753
16638,2018,12538040,967310,967310,1242508,275198
205537,2018,25340000,1750288,1750288,2511171,760883
133270,2018,11133600,537375,537375,1103330,565955
213430,2018,10401000,406830,406830,1030730,623900
87441,2018,98980000,7045946,7045946,9610631,2564685
89106,2018,16461000,1446946,1446946,1631270,184324
166611,2018,6147000,262216,262216,609162,346946
36403,2018,41263800,2477953,2477953,4083259,1605306
25169,2018,14557000,617288,617288,1436640,819351
153503,2018,15866000,947665,947665,1560414,612750
41863,2018,20662000,1209306,1209306,2047586,838279
40891,2018,14917000,1135775,1135775,1473703,337928
149580,2018,13607000,903189,903189,1339423,436234
35474,2018,16921000,990793,990793,1676856,686063
244208,2018,9947400,682337,682337,985778,303441
86947,2018,565076000,36973477,36973477,55998523,19025045
194197,2018,5625300,312440,312440,557462,245023
37513,2018,16216000,1068685,1068685,1606991,538306
109547,2018,13101000,1014676,1014676,1298297,283622
76115,2018,242215000,21488748,21488748,23988423,2499676
6953,2018,11237000,456351,456351,1113577,657225
18140,2018,6889800,475359,475359,682773,207414
97794,2018,3955200,183056,183056,391957,208901
73624,2018,16824700,975631,975631,1657105,681475
202976,2018,11434150,566153,566153,1133114,566961
35137,2018,15580000,1068090,1068090,1525730,457640
9921,2018,12899230,862839,862839,1230635,367796
145199,2018,4035400,264733,264733,399905,135171
189151,2018,16445200,528317,528317,1629705,1101387
283952,2018,46547000,3998252,3998252,4612766,614514
223487,2018,21974200,1325371,1325371,2177623,852252
191253,2018,84470000,4204775,4204775,8370901,4166126
260629,2018,10645000,589541,589541,1054910,465369
6336,2018,55595992,2715216,2715216,5509513,2794297
18235,2018,3337000,207811,207811,330694,122883
226905,2018,16890000,1137658,1137658,1673784,536126
146015,2018,5721000,293829,293829,566946,273117
24566,2018,10963000,910126,910126,1086423,176297
221049,2018,9862000,290162,290162,977315,687153
159639,2018,10117000,768712,768712,1002586,233874
52993,2018,18394000,1047874,1047874,1822829,774955
239783,2018,14910956,514364,514364,1465374,951010
42491,2018,44457000,1856820,1856820,4375919,2519099
110177,2018,21428800,1080458,1080458,2123575,1043117
254733,2018,15189004,715000,715000,1505217,790216
232254,2018,15607000,1135477,1135477,1546640,411162
172332,2018,10951000,557432,557432,1080279,522847
242533,2018,13230000,336441,336441,1302757,966315
81711,2018,46523400,1398823,1398823,4586247,3187423
167271,2018,12071700,532549,532549,1196295,663746
38517,2018,20822000,1107532,1107532,2063441,955910
36871,2018,65093000,3766261,3766261,6450658,2684396
40654,2018,22684000,1418703,1418703,2247964,829261
286822,2018,37876800,2687548,2687548,3753557,1066009
107162,2018,7955000,338423,338423,788333,449910
120660,2018,31599000,1977126,1977126,3113595,1136468
65387,2018,7784000,447234,447234,771387,324153
240489,2018,24894000,1201378,1201378,2466973,1265595
129548,2018,3421000,197306,197306,339018,141712
213579,2018,47393500,3303568,3303568,4696653,1393086
281353,2018,22563000,1565369,1565369,2235973,670604
165682,2018,14530000,555847,555847,1439910,884063
19790,2018,2022000,55793,55793,200378,144586
99968,2018,2822000,109703,109703,279658,169955
84322,2018,18347000,1650595,1650595,1818171,167577
259813,2018,34371000,1000802,1000802,3406135,2405333
234242,2018,14672967,726892,726892,1454078,727186
23673,2018,12183000,878216,878216,1169369,291153
12214,2018,20198600,925546,925546,1997105,1071559
131315,2018,63070500,4312743,4312743,6146176,1833432
16691,2018,9178600,772596,772596,909591,136995
201224,2018,10108000,612333,612333,1001694,389360
262292,2018,29819900,1064721,1064721,2917368,1852648
49349,2018,11091754,314739,314739,1088678,773940
244855,2018,29357000,1677450,1677450,2884477,1207027
10524,2018,18332300,1082093,1082093,1816714,734622
137127,2018,43800000,1569730,1569730,4340541,2770811
9035,2018,31520000,1981189,1981189,3099820,1118631
195641,2018,2652000,152910,152910,254387,101477
92843,2018,12578000,530676,530676,1246468,715793
238354,2018,13976000,1311676,1311676,1379063,67387
112262,2018,3982000,243883,243883,394613,150730
29896,2018,13464000,538505,538505,1334270,795766
63991,2018,7946600,457996,457996,787501,329505
34910,2018,7314000,291252,291252,724811,433559
204183,2018,42418000,2568450,2568450,4203586,1635135
123642,2018,7464350,350548,350548,739710,389162
225477,2018,10276000,493514,493514,1018342,524829
41611,2018,12342000,927072,927072,1223081,296009
250254,2018,18207000,1182649,1182649,1792405,609757
258994,2018,21113600,1209168,1209168,2076582,867414
209909,2018,4836000,194631,194631,479243,284613
204423,2018,21159300,1197018,1197018,2082003,884985
211911,2018,33345000,2223288,2223288,3304459,1081171
239139,2018,63469000,4439541,4439541,6289721,1850180
56950,2018,19184000,1176703,1176703,1901117,724414
211974,2018,3182000,101874,101874,315333,213459
75822,2018,8913000,534342,534342,883270,348928
58680,2018,3269000,244279,244279,323955,79676
137141,2018,6476600,491195,491195,641825,150631
291893,2018,2515000,55198,55198,249234,194036
254996,2018,13637000,746117,746117,1351414,605297
126765,2018,8945700,360721,360721,886511,525790
57656,2018,12873000,469631,469631,1275703,806072
277656,2018,4441000,136559,136559,440099,303541
146699,2018,6683000,318703,318703,662279,343577
193609,2018,10338000,775550,775550,1024486,248937
183026,2018,22956000,923802,923802,2274919,1351117
112510,2018,7549000,325144,325144,748099,422955
124587,2018,92800000,2959218,2959218,9188964,6229746
101171,2018,15451600,979159,979159,1520041,540883
124075,2018,20308000,1205045,1205045,2012505,807459
63178,2018,28117000,1987829,1987829,2667450,679622
52800,2018,20989600,1573099,1573099,2070240,497141
173504,2018,23303200,895479,895479,2266714,1371234
193960,2018,4948100,184324,184324,490352,306028
170956,2018,38536400,2051787,2051787,3818923,1767135
234949,2018,11622000,244279,244279,1151730,907450
61303,2018,58154000,3783207,3783207,5728324,1945117
82577,2018,12838000,768811,768811,1259550,490739
230783,2018,32938500,1633054,1633054,3234446,1601392
119583,2018,10108000,442676,442676,990991,548315
23710,2018,1704000,100982,100982,168865,67883
55718,2018,57805000,1976532,1976532,5728423,3751892
160405,2018,5786000,342685,342685,573387,230703
25718,2018,6323000,272423,272423,626604,354180
147987,2018,16779000,938171,938171,1621360,683189
224339,2018,71373000,3141441,3141441,7073000,3931559
81297,2018,25099000,558225,558225,2487288,1929063
256487,2018,19879000,890108,890108,1964441,1074333
163412,2018,36521000,3169288,3169288,3619198,449910
185846,2018,35760600,2202141,2202141,3543843,1341703
42837,2018,22006000,1360928,1360928,2180775,819847
64226,2018,7424200,484020,484020,735732,251712
40528,2018,15106000,1127748,1127748,1496991,369243
137806,2018,46976500,1640140,1640140,4655329,3015189
200054,2018,14454000,627694,627694,1432378,804685
119066,2018,5785800,161036,161036,573368,412332
97462,2018,32097700,2308286,2308286,3180853,872568
25290,2018,10134000,588748,588748,1000306,411559
68512,2018,34080000,2191180,2191180,3377297,1186117
48042,2018,9798000,626802,626802,966414,339613
178759,2018,24427000,1100297,1100297,2420694,1320396
236578,2018,13123000,584586,584586,1253703,669117
41768,2018,64653000,1079685,1079685,6392189,5312505
52281,2018,5903000,281342,281342,584982,303640
135290,2018,12819000,470027,470027,1270351,800324
185850,2018,77662000,3283450,3283450,7673045,4389595
206990,2018,15221000,877324,877324,1508387,631063
254853,2018,47625800,2904396,2904396,4683998,1779602
206084,2018,4157900,179954,179954,410558,230604
93116,2018,3323600,121357,121357,329366,208009
291922,2018,13196000,399865,399865,1307712,907847
247493,2018,10352400,443072,443072,1025914,582841
12692,2018,13255000,739775,739775,1313559,573784
68342,2018,80700000,3268090,3268090,7972523,4704432
253308,2018,7754200,298011,298011,768434,470423
280220,2018,12137000,981676,981676,1202766,221090
222554,2018,21125000,1210396,1210396,2093468,883072
34090,2018,17726000,767523,767523,1756631,989108
46087,2018,15450400,1158468,1158468,1531121,372652
158150,2018,24621000,1235865,1235865,2439919,1204054
125154,2018,2895000,210685,210685,286892,76207
214972,2018,46427600,3621279,3621279,4551384,930105
281528,2018,16346200,1504721,1504721,1619894,115173
172125,2018,25570000,547027,547027,2533964,1986937
86152,2018,149474520,8417808,8417808,14812790,6394982
93456,2018,22527000,898333,898333,2232405,1334072
94475,2018,16740000,927270,927270,1658919,731649
130366,2018,8642500,315482,315482,856464,540982
220188,2018,7416000,427910,427910,725901,297991
233423,2018,53659000,3128559,3128559,4970712,1842153
236907,2018,57551000,3204468,3204468,5688387,2483919
117672,2018,167093000,13711748,13711748,16558766,2847018
77587,2018,9818200,650883,650883,972975,322092
76777,2018,32217000,2245586,2245586,3192676,947090
43775,2018,11284000,854631,854631,1118234,263604
67641,2018,9907000,517694,517694,981775,464081
238979,2018,18680687,1413252,1413252,1851239,437987
