id_n,Year,CONS_total,vat,vat1,vat2,vat_diff
46224,2018,96376480,4560213,4560213,4930424,370211
111128,2018,200293200,4788858,4788858,5177632,388775
155310,2018,11242200,480685,480685,519780,39095
61751,2018,321809000,16072939,16072939,17377703,1304764
116321,2018,78174200,3335166,3335166,3605988,270822
19021,2018,53591696,2372888,2372888,2565520,192632
41852,2018,40524000,1395906,1395906,1509245,113338
181437,2018,36705500,1345178,1345178,1454551,109373
261141,2018,42666600,1888690,1888690,2041993,153303
197843,2018,540883300,46501073,46501073,50275511,3774438
233635,2018,42713200,1105281,1105281,1195153,89871
15839,2018,30954800,1585353,1585353,1714118,128765
32358,2018,41947196,1696279,1696279,1833964,137685
111983,2018,26552000,1615593,1615593,1746729,131136
144391,2018,84762400,2466305,2466305,2666494,200190
101132,2018,18242920,746366,746366,806952,60587
149497,2018,12835400,527827,527827,570676,42849
261712,2018,17462400,864924,864924,935169,70244
178902,2018,35320000,1844225,1844225,1993924,149699
229654,2018,79834600,3269928,3269928,3535369,265441
52293,2018,66650800,2388706,2388706,2582659,193952
159469,2018,16566000,484793,484793,524200,39407
43623,2018,58720300,2067996,2067996,2235888,167891
52396,2018,49701600,2543521,2543521,2749995,206474
60130,2018,31649537,1132279,1132279,1224200,91920
77442,2018,29423500,1351961,1351961,1461708,109747
162324,2018,43903000,2235052,2235052,2416474,181421
167375,2018,41669760,1447639,1447639,1565162,117523
81954,2018,60827400,2436272,2436272,2634021,197749
113397,2018,22254480,788163,788163,852197,64034
154101,2018,5741000,162106,162106,175264,13158
255533,2018,8487000,279261,279261,301929,22667
109363,2018,33205000,1751676,1751676,1893857,142181
234894,2018,41421200,1341703,1341703,1450607,108904
267820,2018,65984200,2100348,2100348,2270840,170493
249592,2018,53926720,2236166,2236166,2417697,181531
232527,2018,53569360,2441563,2441563,2639766,198203
128685,2018,25995800,1021166,1021166,1104102,82936
99566,2018,20241000,766492,766492,828707,62215
49609,2018,26305000,1014876,1014876,1097319,82443
102924,2018,75983780,3393550,3393550,3669000,275450
231961,2018,49038800,2068741,2068741,2236751,168010
205678,2018,32639800,1232051,1232051,1332113,100063
44123,2018,34304800,1262260,1262260,1364740,102481
128586,2018,72095000,3455371,3455371,3735859,280488
242859,2018,51032400,2111923,2111923,2283355,171432
274143,2018,18148400,615267,615267,665207,49940
84363,2018,61862360,2866200,2866200,3098846,232646
26692,2018,27087000,773339,773339,836132,62793
202540,2018,21852000,350811,350811,379286,28475
31384,2018,27830800,1142616,1142616,1235381,92764
183631,2018,73825800,3612604,3612604,3905864,293260
221840,2018,29932480,1047834,1047834,1132892,85058
258330,2018,50728700,2337266,2337266,2527053,189787
226955,2018,42759000,1177495,1177495,1273071,95576
189176,2018,19572400,834870,834870,902636,67765
68720,2018,37187940,1440586,1440586,1557580,116994
154034,2018,6252000,140820,140820,152250,11430
18828,2018,40838000,1841800,1841800,1991316,149516
275008,2018,29822000,1790433,1790433,1935809,145376
191316,2018,64001400,1650998,1650998,1785101,134103
101418,2018,23627400,899715,899715,972769,73053
89192,2018,40671800,2012842,2012842,2176330,163488
116825,2018,42432400,2381285,2381285,2574586,193301
204161,2018,155531836,4950432,4950432,5353335,402903
181832,2018,63689000,3029383,3029383,3275301,245918
154213,2018,20880000,318535,318535,344395,25860
281257,2018,60933000,1769710,1769710,1913507,143797
170303,2018,16029720,433005,433005,468162,35156
215350,2018,74943364,4116675,4116675,4450826,334151
48043,2018,43198800,1907281,1907281,2062201,154920
101255,2018,8902548,171323,171323,185229,13906
32101,2018,77081000,5567838,5567838,6019797,451959
79444,2018,63329000,2410541,2410541,2606226,195685
36284,2018,23407200,704856,704856,762088,57232
28181,2018,97450996,6126971,6126971,6624295,497324
120422,2018,26681000,1147595,1147595,1240756,93161
278832,2018,68405160,2649341,2649341,2864414,215073
98688,2018,48370400,2774103,2774103,2999283,225180
127614,2018,27618040,928519,928519,1003888,75369
3547,2018,15469000,310477,310477,335679,25201
273057,2018,27653800,1315479,1315479,1422299,106820
151152,2018,36046190,1502567,1502567,1624561,121993
271870,2018,44548480,1039342,1039342,1123709,84367
235737,2018,81614200,2988035,2988035,3230992,242957
18583,2018,31900400,1448213,1448213,1565807,117594
289155,2018,16587000,360813,360813,390168,29355
241972,2018,68539196,4016407,4016407,4342414,326007
294492,2018,25721760,698800,698800,755660,56859
27755,2018,29935600,889256,889256,961436,72180
17260,2018,83915500,3631269,3631269,3926068,294800
34482,2018,298986000,22892537,22892537,24750756,1858219
223035,2018,35298520,781503,781503,844949,63446
276895,2018,87012048,5935496,5935496,6417283,481787
192817,2018,19135620,530089,530089,573145,43056
96153,2018,28147480,1125821,1125821,1217222,91401
51154,2018,103549800,6272656,6272656,6781800,509144
190993,2018,20800600,585124,585124,632638,47513
23516,2018,23214000,703715,703715,760850,57134
187545,2018,22082824,903251,903251,976567,73316
285118,2018,23176600,619070,619070,669364,50293
263802,2018,14275680,216769,216769,234364,17595
59968,2018,31482400,1454935,1454935,1573040,118105
274925,2018,53039920,2766054,2766054,2990571,224517
254384,2018,13753800,441065,441065,476914,35849
110458,2018,190029920,8744252,8744252,9454042,709790
136813,2018,51922600,2189396,2189396,2367107,177711
258688,2018,190916000,10227658,10227658,11058021,830363
159498,2018,30590000,1025519,1025519,1108769,83250
145576,2018,35878360,1411497,1411497,1526116,114619
123144,2018,20110200,712641,712641,770486,57844
122365,2018,32368200,1345757,1345757,1454995,109238
84676,2018,67207080,2511786,2511786,2715680,203893
219952,2018,92485560,4777083,4777083,5164857,387775
181267,2018,31269800,1443241,1443241,1560397,117156
242123,2018,9810200,426067,426067,460650,34583
282089,2018,69025600,2550586,2550586,2757628,207043
53797,2018,60615000,3428924,3428924,3707280,278356
110325,2018,106567400,6874481,6874481,7432536,558055
27391,2018,68035876,1962235,1962235,2121600,159365
280873,2018,26893000,906856,906856,980464,73608
97828,2018,44680400,2291607,2291607,2477614,186007
291837,2018,19220928,502244,502244,543133,40889
262793,2018,73003280,4482690,4482690,4846555,363865
180143,2018,66762400,2208332,2208332,2387619,179287
127558,2018,35302800,2143207,2143207,2317174,173967
72245,2018,33368000,1466043,1466043,1585045,119002
72655,2018,18074480,583962,583962,631367,47404
24428,2018,43664000,1947054,1947054,2105119,158065
271140,2018,66962960,3153263,3153263,3409232,255969
26207,2018,277041800,18038796,18038796,19502987,1464190
235880,2018,56798000,2842677,2842677,3073414,230737
114150,2018,87675000,2915040,2915040,3151677,236637
203550,2018,30151400,1291261,1291261,1396071,104810
185355,2018,30496480,664205,664205,718138,53932
252346,2018,18258288,496810,496810,537141,40330
280247,2018,78142240,2771402,2771402,2996358,224955
161872,2018,11457400,268577,268577,290421,21844
27902,2018,86824000,2032490,2032490,2197504,165014
185318,2018,12294820,119183,119183,128856,9674
254389,2018,48573924,2585340,2585340,2795243,209903
61036,2018,31558800,738499,738499,798457,59958
139509,2018,114399400,4568341,4568341,4939152,370812
245034,2018,32404800,1064732,1064732,1151159,86428
200017,2018,17016000,257658,257658,278571,20914
235585,2018,26482880,886743,886743,958719,71976
250662,2018,27249000,1025458,1025458,1108699,83241
282009,2018,82542000,2717636,2717636,2938233,220597
172903,2018,20943000,676748,676748,731679,54931
79215,2018,69936092,3214366,3214366,3475273,260906
196466,2018,41547000,2435159,2435159,2632852,197693
264673,2018,46977500,1610590,1610590,1741330,130740
94060,2018,38701400,2493571,2493571,2695971,202400
145459,2018,20268320,758934,758934,820573,61639
106721,2018,21374320,566263,566263,612231,45968
255572,2018,22770600,610476,610476,660057,49581
198689,2018,13177000,347269,347269,375485,28217
214149,2018,24261860,1391017,1391017,1503929,112912
30717,2018,45306600,1390771,1390771,1503683,112912
135321,2018,35908960,1918551,1918551,2074312,155761
234195,2018,28678200,944771,944771,1021457,76686
217176,2018,42240200,1651746,1651746,1785826,134080
6763,2018,27638000,794589,794589,859100,64511
1502,2018,37708000,1902901,1902901,2057357,154456
157610,2018,29095600,1173953,1173953,1269244,95291
98411,2018,32928800,1402524,1402524,1516366,113842
238202,2018,88886720,4320793,4320793,4671629,350836
159999,2018,20363800,775402,775402,838345,62943
132075,2018,24431120,792020,792020,856307,64287
177862,2018,57916600,2397694,2397694,2592317,194623
59563,2018,52363400,3026324,3026324,3272002,245678
18122,2018,79612600,2856418,2856418,3088300,231882
224576,2018,91781600,4349420,4349420,4702457,353037
154167,2018,20640600,1296436,1296436,1401676,105240
165018,2018,84659200,4520739,4520739,4887683,366944
136907,2018,33166600,1454627,1454627,1572702,118075
25138,2018,28577000,871541,871541,942356,70815
13711,2018,37028800,1346600,1346600,1455912,109312
276907,2018,49097000,1742775,1742775,1884332,141557
263049,2018,89128200,6127029,6127029,6624402,497373
130601,2018,20296000,1037865,1037865,1122107,84242
135142,2018,18601600,519510,519510,561693,42183
140583,2018,9484990,404890,404890,437759,32869
215523,2018,72405000,3033604,3033604,3279847,246244
36818,2018,142686600,7262771,7262771,7852316,589545
204184,2018,71474000,3084840,3084840,3335252,250412
113965,2018,63490140,2043222,2043222,2209102,165880
53168,2018,23059000,1430595,1430595,1546714,116120
223627,2018,36294600,1843294,1843294,1992917,149623
69356,2018,14957600,662211,662211,715994,53783
142568,2018,43149900,1711442,1711442,1850369,138927
32085,2018,52357000,2687110,2687110,2905264,218154
64222,2018,12666736,619112,619112,669364,50253
123321,2018,14946600,547205,547205,591621,44416
253128,2018,34192960,1321187,1321187,1428438,107251
112600,2018,63004500,2058761,2058761,2225927,167167
242909,2018,22655360,689115,689115,745069,55954
76139,2018,31092240,1473960,1473960,1593600,119640
217872,2018,96365800,4299018,4299018,4647964,348946
264419,2018,23775920,641935,641935,694084,52149
178294,2018,53114200,1719730,1719730,1859392,139662
278605,2018,32745200,1365288,1365288,1476107,110819
135359,2018,18585400,573798,573798,620397,46599
258273,2018,21985600,1457391,1457391,1575686,118295
153112,2018,31069200,973069,973069,1052184,79115
238130,2018,243575000,19626730,19626730,21219833,1593103
268349,2018,7975200,227333,227333,245786,18452
120898,2018,13378040,563768,563768,609528,45761
9409,2018,93261112,5823616,5823616,6296341,472725
206727,2018,73002200,2841576,2841576,3072252,230676
7173,2018,58429000,2535153,2535153,2740929,205775
178414,2018,79744000,3175142,3175142,3432904,257762
269395,2018,19776728,430906,430906,465894,34988
249111,2018,94623800,4737290,4737290,5121845,384555
215296,2018,70176800,4613996,4613996,4988519,374522
178105,2018,67805272,2928051,2928051,3165723,237671
160316,2018,17975400,732996,732996,792493,59496
110006,2018,45779160,1585240,1585240,1713917,128677
278195,2018,57878000,1104063,1104063,1193679,89616
155204,2018,10985800,417298,417298,451171,33873
92346,2018,28246400,910546,910546,984528,73981
276485,2018,180897500,9566385,9566385,10342995,776610
32939,2018,31985800,1299796,1299796,1405314,105518
105104,2018,52186000,1751177,1751177,1893352,142175
246344,2018,9314850,335557,335557,362794,27237
44727,2018,53817200,1289883,1289883,1394630,104747
132555,2018,50075000,2430877,2430877,2628253,197376
67812,2018,38092400,1953793,1953793,2112404,158612
187266,2018,4978040,98187,98187,106157,7970
231451,2018,77082000,2217441,2217441,2397429,179987
246689,2018,51208490,1432418,1432418,1548686,116268
177000,2018,33066400,1616795,1616795,1748064,131268
279924,2018,25820000,930243,930243,1005750,75507
225556,2018,127985000,6782710,6782710,7333259,550550
292373,2018,53394800,1067319,1067319,1155830,88510
153764,2018,7274840,151743,151743,164063,12320
73076,2018,34648800,1731906,1731906,1872488,140582
273506,2018,52979500,2604350,2604350,2815771,211421
52378,2018,11418600,367083,367083,396879,29796
62611,2018,7987000,229910,229910,248571,18662
128724,2018,24063420,860150,860150,929968,69817
164333,2018,123438700,4673485,4673485,5052831,379346
164348,2018,59476600,3508886,3508886,3793701,284815
229335,2018,50622000,1935881,1935881,2093014,157133
230555,2018,153015200,6233822,6233822,6739855,506034
80566,2018,59990600,1396382,1396382,1510543,114161
205639,2018,47152000,1148836,1148836,1242086,93250
48975,2018,18152920,717398,717398,775629,58230
235608,2018,94665000,4003460,4003460,4328440,324981
275032,2018,26677880,858007,858007,927744,69737
65289,2018,38973200,1695685,1695685,1833321,137637
116206,2018,38445200,2293134,2293134,2479372,186239
291351,2018,66403400,3063232,3063232,3311871,248639
207574,2018,35920244,1297727,1297727,1403089,105362
286810,2018,83676900,2580422,2580422,2789871,209450
270402,2018,37854400,1547425,1547425,1673097,125671
30334,2018,60569900,3360450,3360450,3633214,272764
278746,2018,23872000,564211,564211,610007,45796
68689,2018,115492500,5763773,5763773,6231617,467844
162465,2018,19853800,697499,697499,754114,56615
42015,2018,32704000,1129404,1129404,1221081,91677
450,2018,43736200,1551434,1551434,1677407,125972
91657,2018,47737800,2190359,2190359,2368152,177794
224422,2018,27631320,1312679,1312679,1419227,106549
239738,2018,25751400,1322580,1322580,1429952,107372
168817,2018,23387200,1034245,1034245,1118206,83961
45580,2018,39695000,2314274,2314274,2502136,187862
191307,2018,18750500,529972,529972,572989,43017
3319,2018,76903000,2918369,2918369,3155250,236881
154782,2018,7125000,148514,148514,160588,12074
41046,2018,33762000,1468923,1468923,1588242,119319
3172,2018,69496040,3583406,3583406,3874311,290905
267485,2018,33494200,2222647,2222647,2403071,180424
106399,2018,25100960,1076522,1076522,1163928,87407
43236,2018,18240800,528495,528495,571393,42897
36995,2018,33699200,1194076,1194076,1291056,96981
151311,2018,39407000,1729016,1729016,1869410,140394
78995,2018,73571000,3844550,3844550,4156607,312058
109415,2018,107306000,5385215,5385215,5822385,437170
271766,2018,24806600,618151,618151,668331,50180
272766,2018,57929304,1143712,1143712,1236938,93226
35384,2018,18937000,881582,881582,953173,71591
202747,2018,47000400,1445688,1445688,1563092,117404
241552,2018,38815000,1215661,1215661,1314350,98689
151257,2018,94864000,6428784,6428784,6950613,521829
130857,2018,60788100,2454026,2454026,2653219,199193
249124,2018,17174000,419387,419387,453429,34041
101179,2018,17003400,496023,496023,536300,40276
68879,2018,52895400,2905829,2905829,3141694,235865
3432,2018,37561400,1643750,1643750,1777240,133490
66201,2018,71814000,3105301,3105301,3357359,252059
39880,2018,51245600,1497510,1497510,1619081,121571
60288,2018,15296400,963679,963679,1041900,78221
259854,2018,63227000,812315,812315,878250,65935
252536,2018,6280720,130363,130363,140952,10589
143766,2018,24670800,1303926,1303926,1409764,105838
99612,2018,10133000,392941,392941,424850,31909
143220,2018,120463766,5100934,5100934,5515054,414120
176045,2018,95104200,3343508,3343508,3614970,271462
133356,2018,22062200,589608,589608,637485,47877
134686,2018,8566600,133903,133903,144771,10869
183233,2018,57549600,2162809,2162809,2338364,175554
82681,2018,18191000,562883,562883,608571,45689
187594,2018,27946000,1193650,1193650,1290547,96897
70396,2018,26646000,1513751,1513751,1636643,122893
11823,2018,77435200,3415130,3415130,3692366,277236
216782,2018,35786800,1085532,1085532,1173643,88111
192700,2018,11704640,437388,437388,472890,35502
250280,2018,231274064,8211004,8211004,8879698,668694
288379,2018,90528600,3904832,3904832,4221788,316956
34942,2018,60576000,2557555,2557555,2765232,207677
255100,2018,7067600,220198,220198,238071,17873
68120,2018,22904600,768315,768315,830679,62363
212249,2018,54740000,2258865,2258865,2442214,183349
119115,2018,67487465,3060405,3060405,3308827,248422
181634,2018,55165000,2064234,2064234,2231786,167551
123717,2018,57284800,1857013,1857013,2007769,150756
57799,2018,18432000,918323,918323,992867,74544
292819,2018,67458200,1422974,1422974,1540445,117471
147053,2018,46370960,1717230,1717230,1856662,139433
15356,2018,36589000,1805559,1805559,1952128,146570
246540,2018,72043684,3454413,3454413,3734919,280506
105567,2018,29466800,1523542,1523542,1647221,123679
209436,2018,53003800,2022386,2022386,2186545,164160
256718,2018,19294360,671890,671890,726436,54546
89383,2018,55798400,1422694,1422694,1538265,115572
284564,2018,80810000,3839820,3839820,4151641,311821
276034,2018,77346908,2404029,2404029,2599181,195152
44658,2018,52046200,2243658,2243658,2425797,182140
184341,2018,24739000,1057831,1057831,1143787,85956
22428,2018,40848600,1636751,1636751,1769609,132858
254178,2018,81074680,3166041,3166041,3423043,257002
159106,2018,25896276,1182198,1182198,1278185,95987
82306,2018,21094000,892387,892387,964821,72434
149654,2018,9910400,370663,370663,400761,30098
139885,2018,22956800,892690,892690,965178,72488
214913,2018,87937200,4215359,4215359,4557514,342156
97283,2018,27979280,1121788,1121788,1212887,91098
53757,2018,43418000,1908818,1908818,2063759,154941
68769,2018,47565400,1956101,1956101,2114895,158794
89091,2018,59848640,2695188,2695188,2914036,218849
235751,2018,34636400,1445459,1445459,1562786,117326
270254,2018,45977360,686753,686753,742496,55743
122166,2018,5606000,138541,138541,149786,11245
16948,2018,63985541,1985092,1985092,2146264,161172
44706,2018,44293600,2113744,2113744,2285314,171570
34814,2018,34767996,1379855,1379855,1491857,112001
26666,2018,38380800,1795443,1795443,1941180,145736
19868,2018,35009400,1638663,1638663,1771671,133008
100594,2018,20211556,982591,982591,1062347,79756
192428,2018,65816600,1784477,1784477,1929321,144844
77150,2018,132942650,3654072,3654072,3950674,296602
157851,2018,48172600,2357505,2357505,2548915,191410
209077,2018,79807000,4465802,4465802,4828286,362484
102195,2018,118074000,7092973,7092973,7668726,575753
107794,2018,30938400,670535,670535,724964,54428
135904,2018,14639680,333151,333151,360193,27042
6318,2018,58820004,2294045,2294045,2480250,186205
39746,2018,53696996,1788368,1788368,1933557,145189
13419,2018,27368400,851878,851878,921087,69210
166819,2018,19746800,757714,757714,819220,61506
122607,2018,76199225,4972034,4972034,5375633,403599
262058,2018,20871200,376676,376676,407250,30574
197293,2018,87105000,2702959,2702959,2922468,219509
150257,2018,14722000,190241,190241,205688,15447
135059,2018,59003604,1498220,1498220,1619829,121609
197358,2018,50317600,1635820,1635820,1768656,132836
185860,2018,207822000,7989957,7989957,8638561,648604
289856,2018,18804000,244365,244365,264606,20242
98876,2018,23604400,1170584,1170584,1265628,95044
104909,2018,6916600,218357,218357,236090,17734
200902,2018,22925000,473099,473099,511500,38401
90343,2018,92100000,4004025,4004025,4329057,325031
58967,2018,69214000,3257301,3257301,3521707,264406
14233,2018,31739552,1570974,1570974,1698488,127514
251850,2018,83512360,4962410,4962410,5365257,402846
167085,2018,6151400,91825,91825,99279,7453
264065,2018,131112000,7749377,7749377,8378414,629037
59513,2018,68022000,3566843,3566843,3856382,289539
160247,2018,12945200,230901,230901,249643,18742
198204,2018,27903800,937870,937870,1014030,76160
232028,2018,49153280,2529699,2529699,2735066,205367
111312,2018,35463400,1014092,1014092,1096409,82318
218341,2018,39124600,1110092,1110092,1200216,90124
155570,2018,40608000,1032751,1032751,1116579,83827
89135,2018,730031600,23940703,23940703,25884079,1943376
36005,2018,50081000,1626089,1626089,1758351,132262
26572,2018,39374400,1908450,1908450,2063357,154907
48227,2018,35839000,1652829,1652829,1787012,134183
10313,2018,18156800,475627,475627,514292,38665
248848,2018,48380560,1687360,1687360,1824321,136961
184681,2018,18341120,539956,539956,583793,43837
195301,2018,36266200,1170854,1170854,1265935,95081
230718,2018,62481400,2759740,2759740,2983747,224006
27141,2018,30417000,894786,894786,967414,72629
2758,2018,53609000,1730168,1730168,1870638,140470
29037,2018,15428200,593438,593438,641621,48183
264135,2018,56587000,3872991,3872991,4187357,314366
8705,2018,18509600,270425,270425,292395,21970
128912,2018,23071600,753047,753047,814186,61139
252467,2018,16681000,694843,694843,751243,56400
200384,2018,9638000,220595,220595,238500,17905
106337,2018,10058120,164080,164080,177399,13318
43724,2018,37641400,1996638,1996638,2158752,162114
220289,2018,45854020,1357081,1357081,1467259,110177
16638,2018,32974040,1819844,1819844,1967578,147734
205537,2018,101754000,3969852,3969852,4292090,322238
133270,2018,23952640,616733,616733,666793,50060
213430,2018,44669000,1674506,1674506,1810539,136034
87441,2018,158078000,8450647,8450647,9136716,686069
89106,2018,33673000,1960250,1960250,2119367,159116
166611,2018,22516600,754619,754619,815878,61258
36403,2018,68693800,3167953,3167953,3425215,257262
25169,2018,36573800,932989,932989,1008724,75735
153503,2018,38994040,1674299,1674299,1810200,135901
41863,2018,62194400,2217757,2217757,2397868,180111
40891,2018,40984600,1670142,1670142,1805741,135600
149580,2018,41172200,1674924,1674924,1810881,135957
35474,2018,34881800,1586234,1586234,1715012,128777
244208,2018,33104560,1311465,1311465,1418008,106543
86947,2018,675097600,40291871,40291871,43562693,3270821
194197,2018,21671980,582929,582929,630244,47316
37513,2018,33740000,1496396,1496396,1617857,121461
109547,2018,48749080,1854478,1854478,2005038,150560
76115,2018,297184200,24249303,24249303,26217649,1968346
6953,2018,38563000,2079595,2079595,2248393,168798
18140,2018,25210960,1088159,1088159,1176542,88383
97794,2018,8234800,260868,260868,282043,21174
73624,2018,32463180,1260036,1260036,1362317,102281
202976,2018,43289350,1115155,1115155,1205740,90584
35137,2018,41834800,2043305,2043305,2209211,165907
9921,2018,37027490,1840599,1840599,1990065,149465
145199,2018,17175800,387378,387378,418821,31443
189151,2018,45544400,1181838,1181838,1277776,95938
283952,2018,106451000,4797511,4797511,5187370,389859
223487,2018,52935000,2211440,2211440,2391013,179573
191253,2018,155450000,7025186,7025186,7595471,570285
260629,2018,22542600,757533,757533,819021,61488
6336,2018,85833992,3287469,3287469,3554333,266864
18235,2018,12499400,349523,349523,377893,28370
226905,2018,49972400,2553067,2553067,2760330,207264
146015,2018,12595920,485570,485570,524993,39422
24566,2018,42787000,1714018,1714018,1853143,139125
221049,2018,26871200,733333,733333,792857,59524
159639,2018,25488200,1017433,1017433,1100020,82587
52993,2018,33697600,1373041,1373041,1484569,111528
239783,2018,36222636,1252576,1252576,1354276,101700
42491,2018,79427000,2322496,2322496,2511059,188563
110177,2018,39295480,1317850,1317850,1424857,107007
254733,2018,46147724,2148011,2148011,2322380,174369
232254,2018,53973068,2419777,2419777,2616190,196413
172332,2018,27398600,968269,968269,1046915,78645
242533,2018,35418400,1263926,1263926,1366552,102626
81711,2018,90194560,1888402,1888402,2041838,153436
167271,2018,26722960,1017279,1017279,1099855,82576
38517,2018,46714360,1394036,1394036,1507237,113201
36871,2018,93232800,4322584,4322584,4673497,350913
40654,2018,43822000,2087045,2087045,2256546,169501
286822,2018,83376800,4205151,4205151,4546479,341327
107162,2018,27044200,724748,724748,783609,58861
120660,2018,58734680,2684041,2684041,2901912,217870
65387,2018,16234000,566323,566323,612295,45973
240489,2018,49791600,1943432,1943432,2101179,157746
129548,2018,11039520,542993,542993,587078,44085
213579,2018,74506300,3687245,3687245,3986537,299292
281353,2018,37819800,2226004,2226004,2406686,180682
165682,2018,33867760,1317091,1317091,1423999,106909
19790,2018,4697920,66099,66099,71464,5365
99968,2018,8057360,228698,228698,247292,18594
84322,2018,67331000,2307622,2307622,2494929,187307
259813,2018,56861000,1047180,1047180,1132179,84998
234242,2018,32048767,1311198,1311198,1417671,106473
23673,2018,45723000,2189000,2189000,2366679,177679
12214,2018,63020600,2235991,2235991,2417552,181560
131315,2018,106620500,6719316,6719316,7264774,545458
16691,2018,24433944,1198553,1198553,1295853,97300
201224,2018,17232000,761775,761775,823607,61832
262292,2018,47521220,1957386,1957386,2116264,158879
49349,2018,16229354,341733,341733,369471,27738
244855,2018,68929000,3303915,3303915,3572149,268234
10524,2018,44186700,1449048,1449048,1566670,117622
137127,2018,96944000,2880267,2880267,3114113,233847
9035,2018,75179200,3854378,3854378,4167278,312900
195641,2018,16806400,343240,343240,371100,27860
92843,2018,25817200,1023832,1023832,1106936,83103
238354,2018,29854200,1753321,1753321,1895636,142315
112262,2018,12520400,372995,372995,403273,30278
29896,2018,28070800,858515,858515,928200,69685
63991,2018,20346000,809441,809441,875143,65701
34910,2018,14973600,394103,394103,426121,32018
204183,2018,54872000,3096649,3096649,3348000,251351
123642,2018,18358350,673408,673408,728119,54711
225477,2018,25636800,806310,806310,871757,65447
41611,2018,32726000,1406881,1406881,1521081,114200
250254,2018,48762200,1983488,1983488,2144486,160997
258994,2018,61902400,2087703,2087703,2257223,169520
209909,2018,11460800,290479,290479,314057,23578
204423,2018,52255300,1819440,1819440,1967121,147682
211911,2018,57473000,2558243,2558243,2765893,207650
239139,2018,90693600,5470676,5470676,5914773,444097
56950,2018,40816000,2294937,2294937,2481214,186277
211974,2018,12479600,347204,347204,375440,28236
75822,2018,19479400,759498,759498,821173,61674
58680,2018,15021000,489306,489306,529047,39741
137141,2018,17351880,774479,774479,837344,62865
291893,2018,9592720,305171,305171,329971,24800
254996,2018,30401800,1048860,1048860,1134019,85159
126765,2018,29438900,1238121,1238121,1338625,100504
57656,2018,30033000,933414,933414,1009179,75764
277656,2018,14778600,284685,284685,307915,23230
146699,2018,16621240,591820,591820,639857,48037
193609,2018,21455600,1105351,1105351,1195071,89720
183026,2018,46236400,1412321,1412321,1526957,114636
112510,2018,16536160,421508,421508,455721,34213
124587,2018,110188800,3370263,3370263,3646728,276465
101171,2018,36168400,1499464,1499464,1621191,121727
124075,2018,50390000,2202746,2202746,2381545,178799
63178,2018,59821400,3287103,3287103,3553915,266813
52800,2018,61814800,2738034,2738034,2960307,222272
173504,2018,58054800,1842470,1842470,1992021,149551
193960,2018,17792100,374991,374991,405429,30438
170956,2018,68311600,2620180,2620180,2832857,212677
234949,2018,25459200,462409,462409,499957,37548
61303,2018,116932200,6501240,6501240,7028947,527708
82577,2018,30991200,1240692,1240692,1341402,100710
230783,2018,44820500,1933324,1933324,2090250,156926
119583,2018,27257600,895054,895054,967709,72655
23710,2018,5500000,152099,152099,164455,12356
55718,2018,85391000,2752777,2752777,2976334,223557
160405,2018,18880120,612245,612245,661945,49700
25718,2018,23789800,572464,572464,618962,46499
147987,2018,38342880,1382258,1382258,1494474,112216
224339,2018,120492200,4203935,4203935,4545205,341270
81297,2018,31937000,621609,621609,672064,50455
256487,2018,35707800,1195056,1195056,1292057,97001
163412,2018,64718000,3794366,3794366,4102350,307984
185846,2018,46732600,2418573,2418573,2614886,196313
42837,2018,37814000,1928744,1928744,2085342,156598
64226,2018,20812640,884126,884126,955890,71763
40528,2018,24934000,1310937,1310937,1417369,106432
137806,2018,79798120,2132839,2132839,2306165,173326
200054,2018,26310000,761676,761676,823500,61824
119066,2018,21082120,549698,549698,594383,44685
97462,2018,73749180,3847774,3847774,4160167,312393
25290,2018,27574800,875043,875043,946114,71070
68512,2018,59877200,3120910,3120910,3374240,253330
48042,2018,33151200,1494139,1494139,1615480,121341
178759,2018,46553000,1989216,1989216,2150679,161462
236578,2018,39019520,1028535,1028535,1112158,83622
41768,2018,88911000,1933887,1933887,2090897,157011
52281,2018,13397916,422741,422741,457074,34333
135290,2018,25995800,689238,689238,745202,55964
185850,2018,105356680,3755530,3755530,4060367,304837
206990,2018,36000200,1504281,1504281,1626389,122108
254853,2018,69849300,3340590,3340590,3611791,271201
206084,2018,14257756,474346,474346,512848,38502
93116,2018,7660400,223025,223025,241143,18117
291922,2018,41941600,2176892,2176892,2353760,176867
247493,2018,28043320,1178633,1178633,1274301,95668
12692,2018,44169000,1481829,1481829,1602107,120278
68342,2018,170337600,4697351,4697351,5078654,381303
253308,2018,30124600,892260,892260,964742,72482
280220,2018,26515000,1355279,1355279,1465286,110006
222554,2018,63635000,1929261,1929261,2085857,156596
34090,2018,49446000,1106377,1106377,1196258,89882
46087,2018,43304200,1921029,1921029,2076971,155942
158150,2018,56591640,2571865,2571865,2780650,208785
125154,2018,22582200,605529,605529,654680,49151
214972,2018,63928720,3946882,3946882,4267251,320369
281528,2018,43646200,2071323,2071323,2239626,168303
172125,2018,42906800,858530,858530,928240,69710
86152,2018,209779700,11277808,11277808,12193215,915407
93456,2018,40787840,1714920,1714920,1854130,139210
94475,2018,33741920,1686223,1686223,1823107,136883
130366,2018,17635900,408956,408956,442170,33214
220188,2018,30961600,1067724,1067724,1154395,86671
233423,2018,91099000,4083477,4083477,4414929,331451
236907,2018,82511000,3674447,3674447,3972756,298309
117672,2018,196384600,14492743,14492743,15669180,1176437
